,ms,reuser_count,reusers
534,1117,1,['0845Maqrizi.ItticazHunafa']
535,1124,0,[]
536,1125,0,[]
537,1127,1,['0845Maqrizi.MusawwadatMawaciz']
538,1130,0,[]
539,1131,5,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0736IbnDawadari.KanzDurar', '0845Maqrizi.ItticazHunafa', '0555IbnQalanisi.TarikhDimashq']"
540,1132,1,['0845Maqrizi.ItticazHunafa']
541,1133,2,"['0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
542,1134,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
543,1135,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
544,1136,0,[]
545,1137,0,[]
546,1139,0,[]
547,1140,1,['0845Maqrizi.ItticazHunafa']
548,1142,0,[]
549,1143,3,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
550,1144,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
551,1145,1,['0845Maqrizi.ItticazHunafa']
552,1146,1,['0845Maqrizi.ItticazHunafa']
553,1149,0,[]
554,1150,2,"['0845Maqrizi.ItticazHunafa', '0692IbnCabdZahir.RawdaBahiyya']"
555,1151,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
556,1152,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
557,1154,3,"['0665AbuShama.Rawdatayn', '0697IbnWasil.MufarrijKurub', '0597CimadDinKatibIsfahani.Diwan']"
558,1157,1,['0845Maqrizi.ItticazHunafa']
559,1158,2,"['0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa']"
560,1159,1,['0692IbnCabdZahir.RawdaBahiyya']
561,1160,1,['0845Maqrizi.MusawwadatMawaciz']
562,1161,3,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr', '0764IbnShakirKutubi.FawatWafayat']"
563,1162,1,['0764Safadi.WafiBiWafayat']
564,1164,1,['0845Maqrizi.Suluk']
565,1168,0,[]
566,1169,1,['0850ShihabDinIbshihi.Mustatraf']
567,1170,0,[]
568,1174,0,[]
569,1175,0,[]
570,1176,1,['0764Safadi.WafiBiWafayat']
571,1177,1,['0845Maqrizi.ItticazHunafa']
572,1178,3,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa']"
573,1179,1,['0845Maqrizi.MusawwadatMawaciz']
574,1180,3,"['0845Maqrizi.Suluk', '0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa']"
575,1181,1,['0845Maqrizi.Suluk']
576,1182,0,[]
577,1183,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
578,1184,0,[]
579,1185,1,['0845Maqrizi.Muqaffa']
580,1186,0,[]
581,1187,4,"['0764Safadi.WafiBiWafayat', '0874IbnTaghribirdi.NujumZahira', '0764Safadi.AcyanCasr', '0874IbnTaghribirdi.ManhalSafi']"
582,1188,5,"['0764Safadi.WafiBiWafayat', '0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0764Safadi.AcyanCasr', '0874IbnTaghribirdi.ManhalSafi']"
583,1189,1,['0764Safadi.AcyanCasr']
584,1190,0,[]
585,1192,3,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
586,1193,1,['0845Maqrizi.Muqaffa']
587,1194,2,"['0832TaqiFasi.CiqdThamin', '0845Maqrizi.DhahabMasbuk']"
588,1197,0,[]
589,1198,2,"['0821Qalqashandi.SubhAcsha', '0764Safadi.AcyanCasr']"
590,1199,1,['0821Qalqashandi.SubhAcsha']
591,1200,0,[]
592,1201,0,[]
593,1202,2,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']"
594,1203,0,[]
595,1204,0,[]
596,1205,0,[]
597,1206,1,['0845Maqrizi.DurarCuqud']
598,1207,0,[]
599,1208,1,['0764Safadi.AcyanCasr']
600,1209,0,[]
601,1210,1,['0764Safadi.AcyanCasr']
602,1211,0,[]
603,1212,2,"['0764Safadi.AcyanCasr', '0874IbnTaghribirdi.ManhalSafi']"
604,1213,0,[]
605,1214,2,"['0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
606,1215,0,[]
607,1216,0,[]
608,1217,0,[]
609,1218,0,[]
610,1219,0,[]
611,1220,0,[]
612,1221,0,[]
613,1222,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
614,1223,1,['0845Maqrizi.Muqaffa']
615,1224,0,[]
616,1225,0,[]
617,1226,0,[]
618,1228,0,[]
619,1229,0,[]
620,1230,0,[]
621,1231,0,[]
622,1232,0,[]
623,1233,6,"['0764Safadi.WafiBiWafayat', '0852IbnHajarCasqalani.DurarKamina', '0764Safadi.AcyanCasr', '0764IbnShakirKutubi.FawatWafayat', '0874IbnTaghribirdi.ManhalSafi', '0927Nucaymi.DarisFiMadaris']"
624,1234,2,"['0845Maqrizi.Muqaffa', '0764IbnShakirKutubi.FawatWafayat']"
625,1235,0,[]
626,1236,0,[]
627,1238,7,"['0733Nuwayri.NihayatArab', '0764Safadi.WafiBiWafayat', '0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.DurarCuqud', '0764IbnShakirKutubi.FawatWafayat']"
628,1239,0,[]
629,1240,0,[]
630,1241,1,['0845Maqrizi.Muqaffa']
631,1242,4,"['0845Maqrizi.Muqaffa', '0845Maqrizi.DurarCuqud', '0807IbnFurat.TarikhDuwal', '0852IbnHajarCasqalani.InbaGhumr']"
632,1243,2,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.Muqaffa']"
633,1244,0,[]
634,1245,1,['0845Maqrizi.Suluk']
635,1246,0,[]
636,1247,1,['0845Maqrizi.Suluk']
637,1248,2,"['0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa']"
638,1249,2,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira']"
639,1250,2,"['0845Maqrizi.Suluk', '0764Safadi.AcyanCasr']"
640,1251,0,[]
641,1252,0,[]
642,1253,0,[]
643,1255,0,[]
644,1256,8,"['0764Safadi.WafiBiWafayat', '0681IbnKhallikan.WafayatAcyan', '0845Maqrizi.MusawwadatMawaciz', '0654SibtIbnJawzi.MiratZaman', '0749ZaynDinIbnWardi.Tarikh', '0583SibtIbnTacawidhiShacir.Diwan', '0764Safadi.AcyanCasr', '0732AbuFida.MukhtasarFiAkhbar']"
645,1257,3,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr', '0874IbnTaghribirdi.ManhalSafi']"
646,1258,0,[]
647,1259,0,[]
648,1260,0,[]
649,1261,1,['0733Nuwayri.NihayatArab']
650,1262,0,[]
651,1263,1,['0845Maqrizi.MusawwadatMawaciz']
652,1264,1,['0845Maqrizi.MusawwadatMawaciz']
653,1265,1,['0845Maqrizi.MusawwadatMawaciz']
654,1266,2,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']"
655,1267,2,"['0845Maqrizi.MusawwadatMawaciz', '0759Yusufi.NuzhatNazir']"
656,1268,1,['0845Maqrizi.MusawwadatMawaciz']
657,1269,0,[]
658,1270,1,['0845Maqrizi.MusawwadatMawaciz']
659,1271,1,['0845Maqrizi.MusawwadatMawaciz']
660,1272,1,['0845Maqrizi.MusawwadatMawaciz']
661,1273,0,[]
662,1274,1,['0845Maqrizi.MusawwadatMawaciz']
663,1275,0,[]
664,1276,1,['0845Maqrizi.Suluk']
665,1277,4,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr', '0874IbnTaghribirdi.ManhalSafi', '0843IbnKhatibNasiriyya.DurrMuntakhab']"
666,1278,2,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']"
667,1279,1,['0845Maqrizi.MusawwadatMawaciz']
668,1280,7,"['0911Suyuti.HawiLiFatawi', '0911Samhudi.WafaWafa', '0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.DurarCuqud', '0816AbuBakrMaraghi.TahqiqNusra', '0911Samhudi.wafa', '0911Suyuti.ShaddAthwab']"
669,1281,0,[]
670,1282,2,"['0845Maqrizi.Suluk', '0845Maqrizi.DurarCuqud']"
671,1283,1,['0845Maqrizi.MusawwadatMawaciz']
672,1284,3,"['0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.DurarCuqud', '0852IbnHajarCasqalani.RafcIsr']"
673,1285,0,[]
674,1286,0,[]
675,1287,0,[]
676,1288,0,[]
677,1289,0,[]
678,1290,0,[]
679,1291,1,['0764Safadi.WafiBiWafayat']
680,1294,0,[]
681,1295,0,[]
682,1296,0,[]
683,1297,0,[]
684,1298,0,[]
685,1299,0,[]
686,1300,0,[]
687,1302,0,[]
688,1303,1,['0845Maqrizi.Muqaffa']
689,1304,0,[]
690,1305,0,[]
691,1306,2,"['0748Dhahabi.TarikhIslam', '0927Culaymi.UnsJalil']"
692,1307,1,['0927Culaymi.UnsJalil']
693,1308,0,[]
694,1310,0,[]
695,1311,0,[]
696,1312,0,[]
697,1313,2,"['0845Maqrizi.Suluk', '0697IbnWasil.MufarrijKurub']"
698,1314,0,[]
699,1315,0,[]
700,1316,0,[]
701,1317,2,"['0845Maqrizi.Suluk', '0809IbnDuqmaq.NuzhatAnam']"
702,1318,0,[]
703,1319,0,[]
704,1321,1,['0845Maqrizi.MusawwadatMawaciz']
705,1324,0,[]
706,1325,0,[]
707,1326,0,[]
708,1327,1,['0845Maqrizi.MusawwadatMawaciz']
709,1328,0,[]
710,1330,0,[]
711,1331,0,[]
712,1332,0,[]
713,1333,0,[]
714,1334,0,[]
715,1335,0,[]
716,1336,1,['0855BadrDinCayni.CiqdJuman']
717,1337,3,"['0749IbnFadlAllahCumari.MasalikAbsar', '0633IbnDihyaJumayyilKalbi.NibrasFiTarikh', '0613CaliIbnZafir.AkhbarDuwalMunqatica']"
718,1338,0,[]
719,1340,0,[]
720,1341,0,[]
721,1342,0,[]
722,1343,2,"['0845Maqrizi.MusawwadatMawaciz', '0692IbnCabdZahir.RawdaBahiyya']"
723,1345,0,[]
724,1346,0,[]
725,1347,0,[]
726,1348,0,[]
727,1349,0,[]
728,1350,0,[]
729,1351,0,[]
730,1352,0,[]
731,1353,0,[]
732,1354,0,[]
733,1355,0,[]
734,1358,1,['0845Maqrizi.ItticazHunafa']
735,1359,0,[]
736,1360,0,[]
737,1361,0,[]
738,1362,0,[]
739,1363,0,[]
740,1365,1,['0692IbnCabdZahir.RawdZahir']
741,1366,0,[]
742,1367,0,[]
743,1368,0,[]
744,1369,0,[]
745,1370,0,[]
746,1371,1,['0347IbnYunusSadafi.Tarikh']
747,1372,1,['0692IbnCabdZahir.RawdaBahiyya']
748,1373,0,[]
749,1374,0,[]
750,1375,0,[]
751,1376,0,[]
752,1377,2,"['0458IbnSidaMursi.MuhkamWaMuhit', '0711IbnManzurIfriqi.LisanCarab']"
753,1378,0,[]
754,1379,0,[]
755,1380,0,[]
756,1381,0,[]
757,1382,0,[]
758,1383,0,[]
759,1384,0,[]
760,1385,0,[]
761,1386,0,[]
762,1398,0,[]
763,1399,0,[]
764,1400,1,['0650JamalDinJawbari.MukhtarFiKashfAsrar']
765,1401,0,[]
766,1402,0,[]
767,1407,0,[]
768,1408,0,[]
769,1409,0,[]
770,1410,0,[]
771,1411,0,[]
772,1412,0,[]
773,1413,0,[]
774,1414,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
775,1415,0,[]
776,1416,6,"['0911Suyuti.HawiLiFatawi', '0911Samhudi.WafaWafa', '0845Maqrizi.DurarCuqud', '0816AbuBakrMaraghi.TahqiqNusra', '0911Samhudi.wafa', '0911Suyuti.ShaddAthwab']"
777,1417,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0764Safadi.AcyanCasr']"
778,1418,0,[]
779,1419,0,[]
780,1420,0,[]
781,1427,0,[]
782,1428,1,['0911Suyuti.HusnMuhadara']
783,1430,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar']"
784,1431,7,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar', '0487AbuCubaydBakri.MasalikWaMamalik', '0911Suyuti.HusnMuhadara', '0596IbnWasifShah.MukhtasarCajaibDunya']"
785,1438,0,[]
786,1442,0,[]
787,1444,0,[]
788,1445,0,[]
789,1446,0,[]
790,1447,0,[]
791,1448,0,[]
792,1449,0,[]
793,1450,0,[]
794,1451,0,[]
795,1452,0,[]
796,1453,0,[]
797,1454,0,[]
798,1455,0,[]
799,1458,0,[]
800,1459,1,['0911Suyuti.HusnMuhadara']
801,1462,3,"['0845Maqrizi.Muqaffa', '0597CimadDinKatibIsfahani.KharidatQasr', '0658IbnAbbar.HullaSiyara']"
802,1464,2,"['0845Maqrizi.Muqaffa', '0615MuwaffaqDinShafici.MurshidZuwwar']"
803,1466,1,['0845Maqrizi.Muqaffa']
804,1467,2,"['0660IbnCadim.BughyatTalab', '0845Maqrizi.Muqaffa']"
805,1468,1,['0845Maqrizi.Muqaffa']
806,1469,5,"['0748Dhahabi.TarikhIslam', '0660IbnCadim.BughyatTalab', '0748Dhahabi.SiyarAclamNubala', '0845Maqrizi.Muqaffa', '0542IbnBassamShantarini.Dhakhira']"
807,1470,8,"['0660IbnCadim.BughyatTalab', '0845Maqrizi.Muqaffa', '0542IbnBassamShantarini.Dhakhira', '0619AbuCabbasSharishi.SharhMaqamatHariri', '0470MuayyadFiDinShirazi.Sira', '0606IbnMamati.LataifDhakhira', '0658IbnAbbar.IctabKitab', '0420Musabbihi.AkhbarMisr']"
808,1472,0,[]
809,1475,2,"['0845Maqrizi.Muqaffa', '0606IbnMamati.QawaninDawawin']"
810,1476,3,"['0845Maqrizi.Muqaffa', '0654IbnShaccarMawsili.Qalaid', '0606IbnMamati.QawaninDawawin']"
811,1479,0,[]
812,1480,0,[]
813,1483,0,[]
814,1484,0,[]
815,1485,0,[]
816,1486,0,[]
817,1487,0,[]
818,1488,0,[]
819,1489,0,[]
820,1490,0,[]
821,1491,0,[]
822,1492,0,[]
823,1493,0,[]
824,1494,0,[]
825,1495,0,[]
826,1496,1,['0874IbnTaghribirdi.NujumZahira']
827,1498,2,"['0845Maqrizi.Suluk', '0911Suyuti.HusnMuhadara']"
828,1499,2,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']"
829,1500,2,"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']"
830,1501,3,"['0821Qalqashandi.SubhAcsha', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar']"
831,1502,3,"['0821Qalqashandi.SubhAcsha', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar']"
832,1503,3,"['0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar', '0690IbnMujawirDimashqi.TarikhMustabsir']"
833,1504,3,"['0749IbnFadlAllahCumari.MasalikAbsar', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar']"
834,1505,0,[]
835,1507,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
836,1508,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
837,1509,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
838,1510,1,['0749IbnFadlAllahCumari.MasalikAbsar']
839,1511,1,['0749IbnFadlAllahCumari.MasalikAbsar']
840,1512,3,"['0821Qalqashandi.SubhAcsha', '0739ShamsDinJazari.HawadithZaman', '0749IbnFadlAllahCumari.MasalikAbsar']"
841,1516,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
842,1517,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
843,1518,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
844,1519,3,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
845,1520,1,['0350Balawi.SiratAhmadIbnTulun']
846,1526,2,"['0845Maqrizi.Suluk', '0911Suyuti.HusnMuhadara']"
847,1527,1,['0911Suyuti.HusnMuhadara']
848,1528,1,['0911Suyuti.HusnMuhadara']
849,1529,8,"['0733Nuwayri.NihayatArab', '0764Safadi.WafiBiWafayat', '0692IbnCabdZahir.RawdZahir', '0764IbnShakirKutubi.FawatWafayat', '0736IbnDawadari.KanzDurar', '0685IbnSacidMaghribi.Muqtataf', '0911Suyuti.HusnMuhadara', '0809IbnDuqmaq.NuzhatAnam']"
850,1532,0,[]
851,1533,0,[]
852,1534,0,[]
853,1536,3,"['0885CalaDinMardawi.Insaf', '0763IbnMuflihMaqdisi.FurucWaTashihFuruc', '0795IbnRajabHanbali.DhaylTabaqatHanabila']"
854,1537,1,['0257IbnCabdHakam.FutuhMisr']
855,1538,2,"['0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
856,1539,1,['0845Maqrizi.MusawwadatMawaciz']
857,1540,6,"['0630IbnAthirCizzDin.Kamil', '0774IbnKathir.Bidaya', '0310Tabari.Tarikh', '0900IbnCabdMuncimHimyari.RawdMictar', '0634AbuRabicHimyari.Iktifa', '0421Miskawayh.Tajarib']"
858,1541,9,"['0733Nuwayri.NihayatArab', '0630IbnAthirCizzDin.Kamil', '0774IbnKathir.Bidaya', '0808IbnKhaldun.Tarikh', '0845Maqrizi.KhabarCanBashar', '0310Tabari.Tarikh', '0900IbnCabdMuncimHimyari.RawdMictar', '0634AbuRabicHimyari.Iktifa', '0421Miskawayh.Tajarib']"
859,1544,4,"['0808IbnKhaldun.Tarikh', '0626YaqutHamawi.MucjamBuldan', '0930IbnIyas.NuzhatUmam', '0350MuhammadKindi.WulatMisr']"
860,1545,4,"['0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0310Tabari.Tarikh', '0346Mascudi.TanbihWaIshraf']"
861,1546,1,['0346Mascudi.TanbihWaIshraf']
862,1547,1,['0346Mascudi.TanbihWaIshraf']
863,1548,1,['0346Mascudi.TanbihWaIshraf']
864,1549,2,"['0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
865,1550,2,"['0845Maqrizi.MusawwadatMawaciz', '0617IbnTuwayr.NuzhatMuqlatayn']"
866,1551,0,[]
867,1552,0,[]
868,1553,0,[]
869,1554,0,[]
870,1556,0,[]
871,1557,0,[]
872,1558,0,[]
873,1559,0,[]
874,1561,0,[]
875,1562,0,[]
876,1564,0,[]
877,1565,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
878,1566,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
879,1567,1,['0749IbnFadlAllahCumari.MasalikAbsar']
880,1577,0,[]
881,1578,2,"['0692IbnCabdZahir.RawdZahir', '0807IbnFurat.TarikhDuwal']"
882,1579,3,"['0845Maqrizi.Suluk', '0692IbnCabdZahir.RawdZahir', '0807IbnFurat.TarikhDuwal']"
883,1580,2,"['0845Maqrizi.Suluk', '0807IbnFurat.TarikhDuwal']"
884,1581,0,[]
885,1583,6,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.MusawwadatMawaciz', '0414AbuHayyanTawhidi.Basair', '0697IbnWasil.MufarrijKurub', '0845Maqrizi.ItticazHunafa', '0421AbuSacdAbi.NathrDurr']"
886,1585,0,[]
887,1586,3,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar', '0911Suyuti.HusnMuhadara']"
888,1587,1,['0725BaybarsMansuri.TuhfaMulukiyya']
889,1588,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
890,1589,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
891,1590,1,['0749IbnFadlAllahCumari.MasalikAbsar']
892,1591,1,['0749IbnFadlAllahCumari.MasalikAbsar']
893,1592,0,[]
894,1593,0,[]
895,1594,1,['0749IbnFadlAllahCumari.MasalikAbsar']
896,1595,1,['0654SibtIbnJawzi.MiratZaman']
897,1596,0,[]
898,1597,0,[]
899,1598,0,[]
900,1599,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
901,1600,1,['0749IbnFadlAllahCumari.MasalikAbsar']
902,1601,3,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar', '0911Suyuti.HusnMuhadara']"
903,1602,3,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar', '0911Suyuti.HusnMuhadara']"
904,1603,1,['0749IbnFadlAllahCumari.MasalikAbsar']
905,1604,1,['0749IbnFadlAllahCumari.MasalikAbsar']
906,1605,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
907,1606,1,['0749IbnFadlAllahCumari.MasalikAbsar']
908,1607,0,[]
909,1608,0,[]
910,1609,0,[]
911,1610,1,['0749IbnFadlAllahCumari.MasalikAbsar']
912,1611,1,['0970IbnIbrahimIbnNujaymMisri.BahrRaiq']
913,1612,2,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar']"
914,1613,0,[]
915,1614,0,[]
916,1615,1,['0845Maqrizi.Suluk']
917,1616,3,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar', '0911Suyuti.HusnMuhadara']"
918,1617,0,[]
919,1618,0,[]
920,1619,0,[]
921,1620,1,['0749IbnFadlAllahCumari.MasalikAbsar']
922,1621,1,['0749IbnFadlAllahCumari.MasalikAbsar']
923,1622,0,[]
924,1623,0,[]
925,1624,1,['0458Bayhaqi.SunanKubra']
926,1625,3,"['0821Qalqashandi.SubhAcsha', '0749IbnFadlAllahCumari.MasalikAbsar', '0759Yusufi.NuzhatNazir']"
927,1626,3,"['0815Ghuzuli.MatalicBudur', '0749IbnFadlAllahCumari.MasalikAbsar', '0911Suyuti.HusnMuhadara']"
928,1627,0,[]
929,1628,1,['0749IbnFadlAllahCumari.MasalikAbsar']
930,1629,1,['0749IbnFadlAllahCumari.MasalikAbsar']
931,1630,1,['0749IbnFadlAllahCumari.MasalikAbsar']
932,1631,0,[]
933,1632,1,['0749IbnFadlAllahCumari.MasalikAbsar']
934,1633,1,['0845Maqrizi.Suluk']
935,1634,0,[]
936,1635,0,[]
937,1636,0,[]
938,1637,0,[]
939,1639,0,[]
940,1640,4,"['0855BadrDinCayni.SayfMuhannad', '0845Maqrizi.MusawwadatMawaciz', '0276IbnQutaybaDinawari.Macarif', '0346Mascudi.MurujDhahab']"
941,1641,2,"['0845Maqrizi.Suluk', '0845Maqrizi.DurarCuqud']"
942,1642,0,[]
943,1643,1,['0845Maqrizi.Suluk']
944,1644,1,['0845Maqrizi.Suluk']
945,1645,0,[]
946,1646,2,"['0845Maqrizi.DurarCuqud', '0874IbnTaghribirdi.MawridLatafa']"
947,1647,0,[]
948,1648,1,['0845Maqrizi.DurarCuqud']
949,1649,3,"['0845Maqrizi.Suluk', '0821Qalqashandi.SubhAcsha', '0845Maqrizi.DurarCuqud']"
950,1650,2,"['0845Maqrizi.DurarCuqud', '0889IbnAhmadSakhawi.TuhfatAhbab']"
951,1651,1,['0845Maqrizi.Suluk']
952,1652,1,['0845Maqrizi.DurarCuqud']
953,1653,3,"['0832TaqiFasi.CiqdThamin', '0911Suyuti.HusnMuhadara', '0832TaqiFasi.Muqnic']"
954,1654,0,[]
955,1655,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0807IbnFurat.TarikhDuwal', '0832TaqiFasi.Muqnic']"
956,1656,0,[]
957,1657,1,['0845Maqrizi.Muqaffa']
958,1658,9,"['0821Qalqashandi.SubhAcsha', '0928MujirDinCulaymi.TarikhMuctabar', '0845Maqrizi.DurarCuqud', '0852IbnHajarCasqalani.DurarKamina', '0832TaqiFasi.CiqdThamin', '0821Qalqashandi.Maathir', '0874IbnTaghribirdi.ManhalSafi', '0911Suyuti.HusnMuhadara', '0874IbnTaghribirdi.MawridLatafa']"
959,1659,0,[]
960,1660,1,['0845Maqrizi.Suluk']
961,1661,0,[]
962,1662,1,['0845Maqrizi.DurarCuqud']
963,1663,4,"['0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa', '0845Maqrizi.DurarCuqud', '0759MufaddalIbnAbiFadail.NahjSadid']"
964,1664,3,"['0821Qalqashandi.SubhAcsha', '0928MujirDinCulaymi.TarikhMuctabar', '0845Maqrizi.DurarCuqud']"
965,1665,3,"['0821Qalqashandi.SubhAcsha', '0845Maqrizi.DurarCuqud', '0821Qalqashandi.Maathir']"
966,1666,1,['0845Maqrizi.Suluk']
967,1667,0,[]
968,1669,0,[]
969,1670,0,[]
970,1676,5,"['0571IbnCasakir.TarikhDimashq', '0711IbnManzurIfriqi.MukhtasarTarikhDimashq', '0814IbnZayyat.KawakibSayyara', '0874IbnTaghribirdi.NujumZahira', '0347IbnYunusSadafi.Tarikh']"
971,1677,1,['0874IbnTaghribirdi.NujumZahira']
972,1678,1,['0874IbnTaghribirdi.NujumZahira']
973,1679,0,[]
974,1680,3,"['0845Maqrizi.Muqaffa', '0911Suyuti.HusnMuhadara', '0852IbnHajarCasqalani.RafcIsr']"
975,1681,2,"['0626YaqutHamawi.MucjamBuldan', '0911Suyuti.HusnMuhadara']"
976,1683,0,[]
977,1685,0,[]
978,1686,0,[]
979,1687,0,[]
980,1692,0,[]
981,1693,0,[]
982,1696,0,[]
983,1698,0,[]
984,1699,0,[]
985,1701,0,[]
986,1702,1,['0311IbnBajirBajiri.JamicMusnad']
987,1707,3,"['0257IbnCabdHakam.FutuhMisr', '0350MuhammadKindi.WulatMisr', '0845Maqrizi.Bayan']"
988,1708,3,"['0845Maqrizi.Muqaffa', '0930IbnIyas.NuzhatUmam', '0350MuhammadKindi.WulatMisr']"
989,1709,0,[]
990,1710,0,[]
991,1711,0,[]
992,1712,0,[]
993,1713,0,[]
994,1716,0,[]
995,1724,0,[]
996,1725,0,[]
997,1726,1,['0911Suyuti.HusnMuhadara']
998,1727,7,"['0845Maqrizi.ImtacAsmac', '0279Baladhuri.AnsabAshraf', '0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.MusawwadatMawaciz', '0845Maqrizi.ItticazHunafa', '0463KhatibBaghdadi.AsmaMubhama', '0360Ramhurmuzi.MuhaddithFasil']"
999,1729,1,['0874IbnTaghribirdi.NujumZahira']
1000,1732,2,"['0911Suyuti.HawiLiFatawi', '0845Maqrizi.ItticazHunafa']"
1001,1733,0,[]
1002,1734,0,[]
1003,1735,0,[]
1004,1737,2,"['0733Nuwayri.NihayatArab', '0692IbnCabdZahir.RawdaBahiyya']"
1005,1738,2,"['0692IbnCabdZahir.RawdaBahiyya', '0261Khassaf.Hiyal']"
1006,1739,1,['0692IbnCabdZahir.RawdaBahiyya']
1007,1741,2,"['0692IbnCabdZahir.RawdZahir', '0911Suyuti.HusnMuhadara']"
1008,1742,1,['0911Suyuti.HusnMuhadara']
1009,1743,0,[]
1010,1744,1,['0845Maqrizi.Suluk']
