,start,end,intensity,type,label
328,3444,3446,2,reuse,
329,3446,3447,3,reuse,
330,3447,3449,2,reuse,
331,3449,3451,1,reuse,
332,3453,3456,2,reuse,
333,3456,3458,3,reuse,
334,3458,3461,2,reuse,
335,3461,3465,1,reuse,
336,3465,3470,2,reuse,
337,3470,3471,3,reuse,
338,3471,3473,1,reuse,
339,3473,3474,2,reuse,
340,3474,3475,2,reuse,
341,3475,3478,3,reuse,
342,3478,3480,2,reuse,
343,3480,3482,2,reuse,
344,3482,3485,2,reuse,
345,3485,3488,2,reuse,
346,3488,3490,3,reuse,
347,3490,3491,1,reuse,
348,3492,3494,1,reuse,
349,3494,3496,2,reuse,
350,3496,3498,2,reuse,
351,3498,3501,2,reuse,
352,3501,3505,3,reuse,
353,3505,3507,3,reuse,
354,3507,3508,3,reuse,
355,3508,3510,3,reuse,
356,3510,3514,3,reuse,
357,3514,3515,3,reuse,
358,3515,3516,1,reuse,
359,3516,3517,2,reuse,
360,3517,3518,3,reuse,
361,3518,3519,3,reuse,
362,3519,3521,2,reuse,
363,3521,3524,3,reuse,
364,3524,3526,2,reuse,
365,3526,3528,1,reuse,
366,3528,3530,1,reuse,
367,3530,3533,2,reuse,
368,3533,3534,2,reuse,
369,3534,3535,2,reuse,
370,3535,3536,2,reuse,
371,3536,3537,3,reuse,
372,3537,3539,1,reuse,
373,3539,3540,3,reuse,
374,3540,3541,3,reuse,
375,3541,3542,3,reuse,
376,3542,3544,1,reuse,
377,3544,3546,1,reuse,
378,3546,3547,1,reuse,
379,3547,3548,2,reuse,
380,3548,3549,2,reuse,
381,3549,3550,2,reuse,
382,3550,3551,3,reuse,
383,3551,3553,3,reuse,
384,3553,3556,3,reuse,
385,3556,3557,2,reuse,
386,3557,3558,1,reuse,
387,3563,3564,1,reuse,
388,3564,3565,2,reuse,
389,3565,3566,3,reuse,
390,3566,3567,3,reuse,
391,3567,3570,2,reuse,
392,3570,3572,3,reuse,
393,3572,3575,3,reuse,
394,3575,3576,3,reuse,
395,3576,3577,1,reuse,
396,3577,3584,2,reuse,
397,3584,3586,2,reuse,
398,3586,3587,1,reuse,
399,3587,3588,2,reuse,
400,3588,3596,2,reuse,
401,3596,3597,1,reuse,
402,3597,3598,2,reuse,
403,3598,3599,2,reuse,
404,3599,3601,2,reuse,
405,3601,3603,1,reuse,
406,3603,3605,3,reuse,
407,3605,3606,2,reuse,
408,3606,3607,1,reuse,
409,3609,3610,1,reuse,
410,3610,3611,1,reuse,
411,3611,3613,1,reuse,
412,3613,3614,2,reuse,
413,3614,3615,2,reuse,
414,3615,3616,2,reuse,
415,3616,3617,2,reuse,
416,3617,3618,1,reuse,
417,3618,3624,1,reuse,
418,3651,3652,1,reuse,
419,3652,3653,1,reuse,
420,3653,3654,1,reuse,
421,3654,3659,1,reuse,
422,3659,3685,2,reuse,
423,3685,3687,1,reuse,
424,3687,3691,1,reuse,
425,3691,4857,1,reuse,
426,4857,4858,7,reuse,
427,4858,4861,8,reuse,
428,4861,4862,8,reuse,
429,4862,4863,7,reuse,
430,4863,4884,7,reuse,
431,4884,4885,7,reuse,
432,4885,4886,7,reuse,
433,4886,4887,8,reuse,
434,4887,4888,5,reuse,
435,4888,4889,3,reuse,
436,4889,4892,3,reuse,
437,4892,4893,3,reuse,
438,4893,4895,3,reuse,
439,4895,4902,4,reuse,
440,4902,4903,4,reuse,
441,4903,4907,6,reuse,
442,4907,4908,6,reuse,
443,4908,4909,5,reuse,
444,4909,4910,4,reuse,
445,4910,4911,5,reuse,
446,4911,4913,6,reuse,
447,4913,4914,6,reuse,
448,4914,4915,4,reuse,
449,4915,4917,3,reuse,
450,4917,4919,3,reuse,
451,4919,4920,4,reuse,
452,4920,4921,4,reuse,
453,4921,4924,1,reuse,
454,4924,4934,2,reuse,
455,4934,4936,6,reuse,
456,4936,4938,7,reuse,
457,4938,4939,5,reuse,
458,4939,4940,2,reuse,
459,4940,4941,2,reuse,
460,4941,4942,4,reuse,
461,4942,4943,3,reuse,
462,4943,4944,2,reuse,
463,4944,4945,3,reuse,
464,4945,4947,4,reuse,
465,4947,4952,3,reuse,
466,4952,4955,3,reuse,
467,4955,4956,3,reuse,
468,4956,4957,3,reuse,
469,4957,4958,7,reuse,
470,4958,4959,7,reuse,
471,4959,4960,7,reuse,
472,4960,4962,7,reuse,
473,4962,4966,1,reuse,
474,4966,4968,1,reuse,
475,4968,4969,2,reuse,
476,4969,4972,3,reuse,
477,4972,4976,1,reuse,
478,4976,4977,4,reuse,
479,4977,4978,5,reuse,
480,4978,4979,6,reuse,
481,4979,4982,6,reuse,
482,4982,4984,1,reuse,
483,4985,4988,1,reuse,
484,4988,4989,3,reuse,
485,4989,4991,2,reuse,
486,4991,4992,4,reuse,
487,4992,4994,4,reuse,
488,4994,4995,6,reuse,
489,4995,4996,7,reuse,
490,4996,4997,7,reuse,
491,4997,4999,5,reuse,
492,4999,5003,4,reuse,
493,5003,5004,1,reuse,
494,5004,5007,1,reuse,
495,5008,5009,1,reuse,
496,5009,5012,2,reuse,
497,5012,5017,4,reuse,
498,5017,5018,1,reuse,
499,5018,5021,5,reuse,
500,5021,5022,5,reuse,
501,5029,5032,1,reuse,
502,5032,5035,1,reuse,
503,5040,5042,3,reuse,
504,5042,5043,2,reuse,
505,5043,5044,1,reuse,
506,5044,5046,1,reuse,
507,5046,5047,1,reuse,
508,5047,5048,1,reuse,
509,5049,5051,1,reuse,
510,5051,5052,3,reuse,
511,5052,5053,5,reuse,
512,5053,5055,4,reuse,
513,5055,5056,3,reuse,
514,5056,5057,5,reuse,
515,5057,5061,4,reuse,
516,5061,5062,2,reuse,
517,5062,5063,2,reuse,
518,5063,5064,2,reuse,
519,5064,5065,2,reuse,
520,5065,5066,2,reuse,
521,5066,5067,3,reuse,
522,5067,5070,1,reuse,
523,5070,5071,3,reuse,
524,5071,5073,3,reuse,
525,5073,5074,2,reuse,
526,5074,5075,3,reuse,
527,5075,5080,5,reuse,
528,5080,5081,5,reuse,
529,5081,5083,4,reuse,
530,5083,5084,1,reuse,
531,5084,5086,3,reuse,
532,5086,5087,4,reuse,
533,5087,5090,3,reuse,
534,5090,5091,1,reuse,
535,5091,5093,2,reuse,
536,5093,5096,1,reuse,
537,5096,5100,2,reuse,
538,5100,5108,2,reuse,
539,5108,5109,2,reuse,
540,5109,5111,1,reuse,
541,5111,5113,2,reuse,
542,5113,5114,3,reuse,
543,5114,5115,2,reuse,
544,5115,5120,1,reuse,
545,5120,5121,2,reuse,
546,5121,5123,3,reuse,
547,5123,5124,2,reuse,
548,5124,5169,3,reuse,
549,5169,5171,3,reuse,
550,5171,5177,1,reuse,
551,5177,5179,2,reuse,
552,5179,5182,3,reuse,
553,5182,5185,4,reuse,
554,5185,5191,4,reuse,
555,5191,5193,3,reuse,
556,5193,5197,1,reuse,
557,5197,5200,2,reuse,
558,5200,5201,2,reuse,
559,5201,5202,2,reuse,
560,5202,5216,2,reuse,
561,5216,5217,1,reuse,
562,5217,5220,2,reuse,
563,5220,5221,2,reuse,
564,5221,5222,1,reuse,
565,5222,5223,1,reuse,
566,5223,5225,1,reuse,
567,5228,5229,1,reuse,
568,5229,5244,1,reuse,
569,5244,5245,1,reuse,
570,5246,5247,1,reuse,
571,5247,5251,1,reuse,
572,5251,5252,1,reuse,
573,5255,5256,1,reuse,
574,5256,5261,1,reuse,
575,5265,5269,1,reuse,
576,5269,5275,1,reuse,
577,5275,5278,1,reuse,
578,5278,5279,1,reuse,
579,5284,5286,1,reuse,
580,5286,5290,1,reuse,
581,5290,5291,1,reuse,
582,5292,5321,1,reuse,
583,5321,5322,1,reuse,
584,5322,5328,1,reuse,
585,5328,5365,1,reuse,
586,5365,5371,1,reuse,
587,5380,5383,1,reuse,
588,5383,5386,1,reuse,
589,5386,5390,1,reuse,
590,5390,5400,1,reuse,
591,5400,5403,1,reuse,
592,5403,5405,1,reuse,
593,5405,5410,1,reuse,
594,5410,5414,1,reuse,
595,5414,5417,1,reuse,
596,5417,5423,1,reuse,
597,5423,5426,1,reuse,
598,5426,5439,1,reuse,
599,5439,5447,1,reuse,
600,5447,5450,1,reuse,
601,5450,5453,1,reuse,
602,5453,5471,1,reuse,
603,5471,5474,1,reuse,
604,5474,5490,1,reuse,
605,5490,5493,1,reuse,
606,5493,5497,1,reuse,
607,5497,5501,1,reuse,
608,5501,5506,1,reuse,
609,5510,5514,1,reuse,
610,5514,5520,1,reuse,
611,5520,5523,1,reuse,
612,5523,5555,1,reuse,
613,5555,5558,1,reuse,
614,5558,5561,1,reuse,
615,5564,5569,1,reuse,
616,5569,5572,1,reuse,
617,5572,5576,1,reuse,
618,5576,5598,1,reuse,
619,5598,5601,1,reuse,
620,5601,5613,1,reuse,
621,5613,5618,1,reuse,
622,5618,5631,1,reuse,
623,5631,5634,1,reuse,
624,5634,5640,1,reuse,
625,5660,5666,1,reuse,
626,5666,5668,1,reuse,
627,5668,5671,1,reuse,
628,5671,5686,1,reuse,
629,5686,5689,1,reuse,
630,5689,5691,1,reuse,
631,5691,5695,1,reuse,
632,5695,5702,1,reuse,
633,5702,5706,1,reuse,
634,5706,5710,1,reuse,
635,5710,5713,1,reuse,
636,5713,5756,1,reuse,
637,5756,5759,1,reuse,
638,5759,5805,1,reuse,
639,5805,5808,1,reuse,
640,5808,5822,1,reuse,
641,5822,5827,1,reuse,
642,5827,5835,1,reuse,
643,5835,5838,1,reuse,
644,5838,5850,1,reuse,
645,5850,5856,1,reuse,
646,5856,5861,1,reuse,
647,5861,5869,1,reuse,
648,5869,5870,1,reuse,
649,5871,5915,1,reuse,
650,5915,5916,1,reuse,
651,5916,5917,1,reuse,
652,5917,5920,1,reuse,
653,5920,5974,1,reuse,
654,6440,6448,2,reuse,
655,6448,6449,2,reuse,
656,6449,6450,2,reuse,
657,6450,6451,2,reuse,
658,6451,6454,2,reuse,
659,6454,6455,2,reuse,
660,6455,6462,1,reuse,
661,6463,6464,1,reuse,
662,6464,6465,2,reuse,
663,6465,6470,2,reuse,
664,6470,6478,2,reuse,
665,6478,6480,2,reuse,
666,6480,6481,1,reuse,
667,6481,6482,1,reuse,
668,6482,6483,1,reuse,
669,6484,6485,1,reuse,
670,6485,6487,1,reuse,
671,6487,6490,1,reuse,
672,6490,6491,1,reuse,
673,6491,6503,1,reuse,
674,6503,6504,2,reuse,
675,6504,6505,3,reuse,
676,6505,6506,2,reuse,
677,6506,6508,3,reuse,
678,6508,6509,3,reuse,
679,6509,6510,2,reuse,
680,6510,6514,1,reuse,
681,6514,6517,1,reuse,
682,6517,6518,3,reuse,
683,6518,6519,2,reuse,
684,6519,6526,3,reuse,
685,6526,6527,3,reuse,
686,6527,6528,2,reuse,
687,6528,6529,3,reuse,
688,6529,6533,3,reuse,
689,6533,6535,1,reuse,
690,6535,6536,2,reuse,
691,6536,6539,1,reuse,
692,6539,6548,2,reuse,
693,6548,6552,2,reuse,
694,6552,6553,2,reuse,
695,6553,6554,1,reuse,
696,6554,6555,2,reuse,
697,6555,6556,1,reuse,
698,6556,6565,1,reuse,
699,6565,6566,1,reuse,
700,6566,6568,2,reuse,
701,6568,6571,2,reuse,
702,6571,6572,2,reuse,
703,6572,6577,2,reuse,
704,6577,6584,1,reuse,
705,6584,6592,2,reuse,
706,6592,6594,3,reuse,
707,6594,6596,3,reuse,
708,6596,6603,2,reuse,
709,6603,6606,1,reuse,
710,6611,6625,3,reuse,
711,6625,6626,3,reuse,
712,6626,6627,2,reuse,
713,6627,6628,2,reuse,
714,6628,6636,2,reuse,
715,6636,6642,2,reuse,
716,6642,6644,1,reuse,
717,6644,6648,1,reuse,
718,6648,6649,3,reuse,
719,6649,6658,3,reuse,
720,6658,6659,1,reuse,
721,6659,6663,1,reuse,
722,6663,6664,2,reuse,
723,6664,6667,1,reuse,
724,6667,6674,2,reuse,
725,6674,6692,2,reuse,
726,6692,6702,2,reuse,
727,6702,6724,1,reuse,
728,6724,6731,1,reuse,
729,6731,6732,1,reuse,
730,6732,6737,1,reuse,
731,6737,6742,1,reuse,
732,6742,6743,1,reuse,
733,6750,6751,1,reuse,
734,6751,6759,1,reuse,
735,6759,6760,2,reuse,
736,6760,6763,1,reuse,
737,6763,6766,2,reuse,
738,6766,6795,2,reuse,
739,6795,6801,2,reuse,
740,6801,6803,3,reuse,
741,6807,6809,2,reuse,
742,6809,6811,2,reuse,
743,6811,6813,1,reuse,
744,6813,6814,2,reuse,
745,6814,6817,2,reuse,
746,6817,6822,1,reuse,
747,6822,6826,1,reuse,
748,6826,6827,1,reuse,
749,6827,6832,2,reuse,
750,6832,6836,2,reuse,
751,6836,6837,2,reuse,
752,6838,6841,1,reuse,
753,6841,6843,2,reuse,
754,6843,6844,2,reuse,
755,6844,6845,1,reuse,
756,6845,6846,2,reuse,
757,6846,6850,2,reuse,
758,6850,6852,2,reuse,
759,6852,6853,1,reuse,
760,6853,6856,2,reuse,
761,6856,6857,2,reuse,
762,6857,6858,1,reuse,
763,6858,6860,1,reuse,
764,6860,6863,1,reuse,
765,6863,6864,1,reuse,
766,6865,6866,1,reuse,
767,6866,6868,1,reuse,
768,6868,6871,1,reuse,
769,6871,6873,1,reuse,
770,6874,6877,1,reuse,
771,6877,6880,2,reuse,
772,6880,6884,2,reuse,
773,6884,6888,1,reuse,
774,6888,6891,2,reuse,
775,6891,6894,2,reuse,
776,6894,6901,2,reuse,
777,6901,6905,2,reuse,
778,6905,6906,2,reuse,
779,6906,6908,1,reuse,
780,6908,6909,1,reuse,
781,6909,6910,1,reuse,
782,6910,6912,2,reuse,
783,6912,6915,2,reuse,
784,6915,6931,1,reuse,
785,6931,6935,1,reuse,
786,6935,6936,2,reuse,
787,6940,6945,1,reuse,
788,6945,6946,1,reuse,
789,6946,6949,1,reuse,
790,6949,6953,2,reuse,
791,6953,6954,1,reuse,
792,6954,6956,2,reuse,
793,6956,6957,1,reuse,
794,6957,6958,2,reuse,
795,6958,6959,3,reuse,
796,6959,6978,3,reuse,
797,6978,6979,2,reuse,
798,6979,6982,3,reuse,
799,6982,6989,3,reuse,
800,6989,6993,2,reuse,
801,6993,6994,2,reuse,
802,6994,7003,1,reuse,
803,7003,7009,2,reuse,
804,7009,7010,2,reuse,
805,7010,7011,2,reuse,
806,7011,7012,1,reuse,
807,7012,7021,2,reuse,
808,7021,7028,2,reuse,
809,7028,7033,2,reuse,
810,7033,7051,2,reuse,
811,7051,7052,1,reuse,
812,7052,7069,2,reuse,
813,7069,7070,2,reuse,
814,7070,7072,1,reuse,
815,7079,7086,1,reuse,
816,7086,7091,1,reuse,
817,7091,7094,1,reuse,
818,7094,7095,1,reuse,
819,7098,7104,1,reuse,
820,7104,7119,1,reuse,
821,7119,7132,1,reuse,
822,7132,7134,1,reuse,
823,7134,7135,1,reuse,
824,7135,7136,1,reuse,
825,7136,7142,1,reuse,
826,7157,7162,1,reuse,
827,7162,7176,1,reuse,
828,7176,7186,1,reuse,
829,7186,7213,1,reuse,
830,7215,7217,1,reuse,
831,7217,7243,1,reuse,
