,start,end,intensity,type,label
128,6902,6903,2,reuse,
129,6903,6906,2,reuse,
130,6906,6907,2,reuse,
131,6907,6912,1,reuse,
132,6912,6915,1,reuse,
133,6998,7005,1,reuse,
134,7005,7014,1,reuse,
135,7014,7018,1,reuse,
136,7018,7048,1,reuse,
137,7048,7062,1,reuse,
138,7062,7063,1,reuse,
139,7063,7105,1,reuse,
140,7106,7120,1,reuse,
141,7120,7122,1,reuse,
142,7122,7144,1,reuse,
143,7144,7145,1,reuse,
144,7145,7146,1,reuse,
145,7146,7213,1,reuse,
146,7213,7261,1,reuse,
147,7262,7275,1,reuse,
148,7275,7283,1,reuse,
149,7283,7318,1,reuse,
150,7899,7906,2,reuse,
151,7906,7917,2,reuse,
152,7920,7921,1,reuse,
153,7921,7922,2,reuse,
154,7922,7923,1,reuse,
155,7923,7928,1,reuse,
156,7928,7929,1,reuse,
157,7929,7945,2,reuse,
158,7945,7947,3,reuse,
159,7947,7948,2,reuse,
160,7948,7956,1,reuse,
161,7956,7959,1,reuse,
162,7959,7962,2,reuse,
163,7962,7966,2,reuse,
164,7966,7982,1,reuse,
165,7982,7990,1,reuse,
166,7990,7991,2,reuse,
167,7991,7995,2,reuse,
168,7995,7999,1,reuse,
169,7999,8000,1,reuse,
170,8000,8003,1,reuse,
171,8025,8027,1,reuse,
172,8027,8029,1,reuse,
173,8029,8035,1,reuse,
174,8035,8040,2,reuse,
175,8040,8055,2,reuse,
176,8055,8056,1,reuse,
177,8056,8057,1,reuse,
178,8057,8060,1,reuse,
179,8060,8061,2,reuse,
180,8061,8065,1,reuse,
181,8065,8069,1,reuse,
182,8072,8090,1,reuse,
183,8090,8093,1,reuse,
184,8094,8099,1,reuse,
185,8099,8108,1,reuse,
186,8108,8112,1,reuse,
187,8112,8113,1,reuse,
188,8113,8119,2,reuse,
189,8119,8127,2,reuse,
190,8127,8132,2,reuse,
191,8137,8138,2,reuse,
192,8138,8140,1,reuse,
193,8140,8141,2,reuse,
194,8141,8143,2,reuse,
195,8143,8148,1,reuse,
196,8148,8149,1,reuse,
197,8149,8158,1,reuse,
198,8158,8159,1,reuse,
199,8159,8164,1,reuse,
200,8164,8165,2,reuse,
201,8165,8196,2,reuse,
202,8196,8197,1,reuse,
203,8197,8198,1,reuse,
204,8198,8229,1,reuse,
205,8229,8235,1,reuse,
206,8235,8238,1,reuse,
207,8238,8241,1,reuse,
208,8241,8243,1,reuse,
209,8243,8245,1,reuse,
210,8247,8248,1,reuse,
211,8248,8251,2,reuse,
212,8251,8252,1,reuse,
213,8252,8259,1,reuse,
214,8259,8262,2,reuse,
215,8262,8267,2,reuse,
216,8267,8268,1,reuse,
217,8270,8271,1,reuse,
218,8271,8274,3,reuse,
219,8274,8275,2,reuse,
220,8275,8276,1,reuse,
221,8276,8278,1,reuse,
222,8282,8288,1,reuse,
223,8288,8291,2,reuse,
224,8291,8298,2,reuse,
225,8298,8299,1,reuse,
226,8299,8300,1,reuse,
227,8300,8302,1,reuse,
228,8302,8305,2,reuse,
229,8305,8332,2,reuse,
230,8332,8333,2,reuse,
231,8333,8335,2,reuse,
232,8335,8337,2,reuse,
233,8337,8343,2,reuse,
234,8343,8346,3,reuse,
235,8346,8350,3,reuse,
236,8350,8351,2,reuse,
237,8351,8364,3,reuse,
238,8364,8365,3,reuse,
239,8365,8366,3,reuse,
240,8366,8367,2,reuse,
241,8367,8377,3,reuse,
242,8377,8385,3,reuse,
243,8385,8388,2,reuse,
244,8388,8389,1,reuse,
245,8389,8392,2,reuse,
246,8392,8403,2,reuse,
247,8403,8404,1,reuse,
248,8404,8405,1,reuse,
249,8405,8408,2,reuse,
250,8408,8411,2,reuse,
251,8411,8414,2,reuse,
252,8414,8469,1,reuse,
253,8469,8472,1,reuse,
254,8472,8473,1,reuse,
255,8473,8478,1,reuse,
256,8478,8507,1,reuse,
257,8518,8561,1,reuse,
258,8561,8565,1,reuse,
259,8566,8569,1,reuse,
260,8569,8581,1,reuse,
261,8581,8612,1,reuse,
262,8615,8616,1,reuse,
263,8616,8659,1,reuse,
264,8659,8660,1,reuse,
265,8660,8752,1,reuse,
266,9517,9521,1,reuse,
267,9521,9527,1,reuse,
268,9527,9528,1,reuse,
269,9528,9530,2,reuse,
270,9530,9549,1,reuse,
271,9549,9550,1,reuse,
272,9551,9553,1,reuse,
273,9553,9555,2,reuse,
274,9555,9556,2,reuse,
275,9556,9564,1,reuse,
276,9564,9565,1,reuse,
277,9565,9566,1,reuse,
278,9566,9567,1,reuse,
279,9567,9568,1,reuse,
280,9568,9569,1,reuse,
281,9569,9570,1,reuse,
282,9570,9574,1,reuse,
283,9575,9579,1,reuse,
284,9581,9583,2,reuse,
285,9583,9585,2,reuse,
286,9585,9586,1,reuse,
287,9590,9594,1,reuse,
288,9594,9608,1,reuse,
289,9608,9636,1,reuse,
290,9636,9643,1,reuse,
291,9643,9646,1,reuse,
292,9646,9658,1,reuse,
293,9658,9661,1,reuse,
294,9661,9664,1,reuse,
295,9693,9696,1,reuse,
296,9696,9707,1,reuse,
297,9707,9712,1,reuse,
298,9712,9717,1,reuse,
299,9717,9726,1,reuse,
300,9726,9743,1,reuse,
301,9744,9745,1,reuse,
302,9745,9747,1,reuse,
303,9747,9748,1,reuse,
304,9750,9753,1,reuse,
305,9753,9757,1,reuse,
306,9757,9758,1,reuse,
307,9758,9761,2,reuse,
308,9761,9769,2,reuse,
309,9769,9770,1,reuse,
310,9770,9773,1,reuse,
311,9773,9777,1,reuse,
312,9777,9780,1,reuse,
313,9780,9781,1,reuse,
314,9781,9787,1,reuse,
315,9787,9790,1,reuse,
316,9790,9794,1,reuse,
317,9794,9797,2,reuse,
318,9797,9801,1,reuse,
319,9815,9816,1,reuse,
320,9816,9818,2,reuse,
321,9818,9821,2,reuse,
322,9821,9826,1,reuse,
323,9826,9827,1,reuse,
324,9827,9844,1,reuse,
325,9844,9851,1,reuse,
326,9851,9855,1,reuse,
327,9855,9868,1,reuse,
328,9868,9877,1,reuse,
329,9877,9880,2,reuse,
330,9880,9881,2,reuse,
331,9881,9885,1,reuse,
332,9885,9888,1,reuse,
333,9888,9892,1,reuse,
334,9892,9951,1,reuse,
335,9952,9957,1,reuse,
336,9957,9958,1,reuse,
337,9958,9959,2,reuse,
338,9959,9960,1,reuse,
339,9960,9966,2,reuse,
340,9966,9967,2,reuse,
341,9967,9968,1,reuse,
342,9968,9990,2,reuse,
343,9990,9995,2,reuse,
344,9995,9997,1,reuse,
345,9997,9998,1,reuse,
346,9998,9999,1,reuse,
347,9999,10003,2,reuse,
348,10003,10004,2,reuse,
349,10004,10007,1,reuse,
350,10007,10010,2,reuse,
351,10010,10012,2,reuse,
352,10012,10013,1,reuse,
353,10017,10032,1,reuse,
354,10032,10034,2,reuse,
355,10034,10035,2,reuse,
356,10035,10036,1,reuse,
357,10036,10037,1,reuse,
358,10037,10038,1,reuse,
359,10038,10040,1,reuse,
360,10040,10042,2,reuse,
361,10042,10049,1,reuse,
362,10049,10053,1,reuse,
363,10053,10055,1,reuse,
364,10055,10072,2,reuse,
365,10072,10075,2,reuse,
366,10075,10079,2,reuse,
367,10079,10081,2,reuse,
368,10081,10086,1,reuse,
369,10086,10095,1,reuse,
370,10095,10099,2,reuse,
371,10099,10109,1,reuse,
372,10109,10131,2,reuse,
373,10131,10137,2,reuse,
374,10137,10159,2,reuse,
375,10159,10160,2,reuse,
376,10160,10161,2,reuse,
377,10161,10162,2,reuse,
378,10162,10168,2,reuse,
379,10168,10174,2,reuse,
380,10174,10210,2,reuse,
381,10210,10211,2,reuse,
382,10211,10212,1,reuse,
383,10212,10244,2,reuse,
384,10244,10247,2,reuse,
385,10247,10248,2,reuse,
386,10248,10249,1,reuse,
387,10249,10285,2,reuse,
388,10285,10322,1,reuse,
389,10322,11029,1,reuse,
390,11029,11041,2,reuse,
391,11041,11056,2,reuse,
392,11056,11059,1,reuse,
393,11059,11060,1,reuse,
394,11060,11061,1,reuse,
395,11062,11074,1,reuse,
396,11074,11075,1,reuse,
397,11075,11077,1,reuse,
398,11077,11078,1,reuse,
399,11078,11080,1,reuse,
400,11080,11085,1,reuse,
401,11124,11125,1,reuse,
402,11125,11128,1,reuse,
403,11136,11137,1,reuse,
404,11137,11141,1,reuse,
405,11141,11151,2,reuse,
406,11151,11152,2,reuse,
407,11152,11156,2,reuse,
408,11156,11161,2,reuse,
409,11161,11177,1,reuse,
410,11177,11181,1,reuse,
411,11181,11184,1,reuse,
412,11184,11186,1,reuse,
413,11189,11192,1,reuse,
414,11192,11200,2,reuse,
415,11200,11208,2,reuse,
416,11208,11222,1,reuse,
417,11223,11246,1,reuse,
418,11246,11258,1,reuse,
419,11258,11289,1,reuse,
420,11289,11299,1,reuse,
421,11300,11304,1,reuse,
422,11304,11322,1,reuse,
423,11322,11327,1,reuse,
424,11327,11342,1,reuse,
425,11342,11343,1,reuse,
426,11343,11353,1,reuse,
427,11353,11358,1,reuse,
428,11358,11434,1,reuse,
429,11434,11439,1,reuse,
430,11439,11450,1,reuse,
431,11450,11451,1,reuse,
432,11451,11452,1,reuse,
433,11452,11453,1,reuse,
434,11453,11454,1,reuse,
435,11454,11466,1,reuse,
436,11466,11467,1,reuse,
437,11467,11471,1,reuse,
438,11471,11527,1,reuse,
439,11528,11534,1,reuse,
440,11534,11536,1,reuse,
441,11536,11542,1,reuse,
442,11542,11544,1,reuse,
443,11544,11550,1,reuse,
444,11550,11568,1,reuse,
445,11570,11571,1,reuse,
446,11571,11573,1,reuse,
447,11575,11581,1,reuse,
448,11581,11584,1,reuse,
449,11584,11586,1,reuse,
450,11586,11590,1,reuse,
451,11615,11687,1,reuse,
452,11687,11694,1,reuse,
453,11694,11695,1,reuse,
454,11695,11696,1,reuse,
455,11696,11699,1,reuse,
456,11699,11707,1,reuse,
457,11764,11772,1,reuse,
458,11772,11818,1,reuse,
459,11820,11823,1,reuse,
460,11823,12500,1,reuse,
461,12500,12540,1,reuse,
462,12540,12543,1,reuse,
463,12543,12544,1,reuse,
464,12544,12603,1,reuse,
465,12603,12675,1,reuse,
466,15499,15509,2,reuse,
467,15509,15516,2,reuse,
468,15516,15520,2,reuse,
469,15520,15522,1,reuse,
470,15522,15523,2,reuse,
471,15523,15525,2,reuse,
472,15525,15526,1,reuse,
473,15527,15529,1,reuse,
474,15529,15542,2,reuse,
475,15542,15547,2,reuse,
476,15547,15548,2,reuse,
477,15548,15551,1,reuse,
478,15552,15554,1,reuse,
479,15554,15556,1,reuse,
480,15564,15566,1,reuse,
481,15566,15567,2,reuse,
482,15567,15568,2,reuse,
483,15568,15571,2,reuse,
484,15571,15576,1,reuse,
485,15576,15580,2,reuse,
486,15580,15604,1,reuse,
487,15606,15610,1,reuse,
488,15610,15625,1,reuse,
489,15625,15627,1,reuse,
490,15628,15630,2,reuse,
491,15630,15638,2,reuse,
492,15638,15642,1,reuse,
493,15642,15643,1,reuse,
494,15656,15657,1,reuse,
495,15657,15661,2,reuse,
496,15661,15699,2,reuse,
497,15699,15710,1,reuse,
498,15710,15729,1,reuse,
499,15742,15745,1,reuse,
500,15745,15847,1,reuse,
501,15847,15850,1,reuse,
502,15850,15876,1,reuse,
503,15876,15880,1,reuse,
504,15880,15889,1,reuse,
505,15889,15892,1,reuse,
506,15892,15918,1,reuse,
507,15927,15937,1,reuse,
508,15937,15944,1,reuse,
509,15944,15950,1,reuse,
510,15950,15970,1,reuse,
511,15970,15974,1,reuse,
512,15979,15990,1,reuse,
513,15990,16000,1,reuse,
514,16000,16028,1,reuse,
515,16028,18586,1,reuse,
516,18586,18608,1,reuse,
517,18608,18613,1,reuse,
518,18613,18635,1,reuse,
519,18635,18657,1,reuse,
520,18657,18662,1,reuse,
521,18662,18717,1,reuse,
522,18717,18718,1,reuse,
523,18721,18724,1,reuse,
524,18724,18749,1,reuse,
525,18756,18760,1,reuse,
526,18760,18765,1,reuse,
527,18766,18767,1,reuse,
528,18770,18773,1,reuse,
529,18773,18788,1,reuse,
530,18788,18792,1,reuse,
531,18792,18798,1,reuse,
532,18799,18803,1,reuse,
533,18803,18812,1,reuse,
534,18812,18818,1,reuse,
535,18818,18819,1,reuse,
536,18819,18828,1,reuse,
537,18828,18836,1,reuse,
538,18836,18842,1,reuse,
539,18842,18849,1,reuse,
540,18849,18852,1,reuse,
541,18852,18860,1,reuse,
542,18860,18863,1,reuse,
543,18863,18874,1,reuse,
544,18874,18877,1,reuse,
545,18877,18880,1,reuse,
546,18917,18926,1,reuse,
547,18926,18935,1,reuse,
548,18935,18940,1,reuse,
549,18940,18948,1,reuse,
550,18948,18951,1,reuse,
551,18951,18964,1,reuse,
552,18964,18974,1,reuse,
553,18974,20074,1,reuse,
554,20074,20107,1,reuse,
555,20107,20108,1,reuse,
556,20108,20127,1,reuse,
557,20127,20128,1,reuse,
558,20128,20131,1,reuse,
559,20131,20132,1,reuse,
560,20132,20133,1,reuse,
561,20133,20149,1,reuse,
562,20150,20156,1,reuse,
563,20156,20157,1,reuse,
564,20157,20194,1,reuse,
565,20194,20195,1,reuse,
566,20195,20210,1,reuse,
567,20210,20212,1,reuse,
568,20212,20213,1,reuse,
569,20213,20216,1,reuse,
570,20217,20219,1,reuse,
571,20219,20265,1,reuse,
572,20269,20307,1,reuse,
573,20307,20318,1,reuse,
574,20318,20321,1,reuse,
575,20321,20327,1,reuse,
576,20327,20330,1,reuse,
577,20330,20332,1,reuse,
578,20332,20334,1,reuse,
579,20335,20336,1,reuse,
580,20336,20348,1,reuse,
581,20348,20349,1,reuse,
582,20364,20372,1,reuse,
583,20372,23124,1,reuse,
584,23124,23127,1,reuse,
585,23127,23129,2,reuse,
586,23129,23136,2,reuse,
587,23136,23143,2,reuse,
588,23143,23155,2,reuse,
589,23155,23161,1,reuse,
590,23161,23162,2,reuse,
591,23162,23165,2,reuse,
592,23165,23166,1,reuse,
593,23174,23179,1,reuse,
594,23179,23183,2,reuse,
595,23183,23194,2,reuse,
596,23194,23195,1,reuse,
597,23195,23197,2,reuse,
598,23197,23201,2,reuse,
599,23201,23203,1,reuse,
600,23203,23204,1,reuse,
601,23204,23205,2,reuse,
602,23205,23206,2,reuse,
603,23206,23212,1,reuse,
604,23222,23225,1,reuse,
605,23225,23233,2,reuse,
606,23233,23234,1,reuse,
607,23239,23242,1,reuse,
608,23242,23243,1,reuse,
609,23243,23250,1,reuse,
610,23250,23251,2,reuse,
611,23251,23255,2,reuse,
612,23255,23256,1,reuse,
613,23256,23258,1,reuse,
614,23258,23259,1,reuse,
615,23265,23267,1,reuse,
616,23267,23268,2,reuse,
617,23268,23270,2,reuse,
618,23270,23271,1,reuse,
619,23271,23272,1,reuse,
620,23272,23273,2,reuse,
621,23273,23285,2,reuse,
622,23285,23286,1,reuse,
623,23297,23299,1,reuse,
624,23299,23304,1,reuse,
625,23304,23309,1,reuse,
626,23309,23336,1,reuse,
627,23336,23343,1,reuse,
628,23343,23364,1,reuse,
629,23364,23365,1,reuse,
630,23365,23369,1,reuse,
631,23369,23372,1,reuse,
632,23372,23375,1,reuse,
633,23375,23384,1,reuse,
634,23384,23387,1,reuse,
635,23387,23419,1,reuse,
636,23419,23425,1,reuse,
637,23432,23434,1,reuse,
638,23434,23460,1,reuse,
639,24696,24698,4,reuse,
640,24698,24699,4,reuse,
641,24699,24700,3,reuse,
642,24700,24701,4,reuse,
643,24701,24704,4,reuse,
644,24704,24706,3,reuse,
645,24706,24707,2,reuse,
646,24707,24709,3,reuse,
647,24712,24717,2,reuse,
648,24717,24722,2,reuse,
649,24722,24723,2,reuse,
650,24723,24724,2,reuse,
651,24724,24726,3,reuse,
652,24726,24727,4,reuse,
653,24727,24728,4,reuse,
654,24728,24731,4,reuse,
655,24731,24732,4,reuse,
656,24732,24733,4,reuse,
657,24733,24739,4,reuse,
658,24739,24742,4,reuse,
659,24742,24749,4,reuse,
660,24749,24752,3,reuse,
661,24752,24753,2,reuse,
662,24753,24760,3,reuse,
663,24760,24769,3,reuse,
664,24769,24774,3,reuse,
665,24774,24786,3,reuse,
666,24786,24790,3,reuse,
667,24790,24792,3,reuse,
668,24792,24793,2,reuse,
669,24800,24801,1,reuse,
670,24801,24802,3,reuse,
671,24802,24803,3,reuse,
672,24803,24806,1,reuse,
673,24806,24810,1,reuse,
674,24810,24826,1,reuse,
675,24830,24835,1,reuse,
676,24835,24850,1,reuse,
677,24851,24856,1,reuse,
678,24856,24862,1,reuse,
679,24862,24863,1,reuse,
680,24863,24864,1,reuse,
681,24865,24867,1,reuse,
682,24867,24873,1,reuse,
683,24873,24887,1,reuse,
684,24887,24888,1,reuse,
685,24888,24890,1,reuse,
686,24890,24891,1,reuse,
687,24891,24892,1,reuse,
688,24892,24894,1,reuse,
689,24894,24897,2,reuse,
690,24897,24900,2,reuse,
691,24900,24903,1,reuse,
692,24903,24904,1,reuse,
693,24904,24909,1,reuse,
694,24909,24910,1,reuse,
695,24910,24911,1,reuse,
696,24911,24918,1,reuse,
697,24918,24920,1,reuse,
698,24925,24929,1,reuse,
699,24929,24932,2,reuse,
700,24932,24940,2,reuse,
701,24940,24946,1,reuse,
702,24946,24949,1,reuse,
703,24950,24951,1,reuse,
704,24951,24956,1,reuse,
705,24956,24957,1,reuse,
706,24957,24963,2,reuse,
707,24963,24964,1,reuse,
708,24964,24968,2,reuse,
709,24968,24983,2,reuse,
710,24983,24984,2,reuse,
711,24984,24987,2,reuse,
712,24987,24991,1,reuse,
713,24991,24995,2,reuse,
714,24995,25002,2,reuse,
715,25002,25005,2,reuse,
716,25005,25060,2,reuse,
717,25060,25061,2,reuse,
718,25061,25062,1,reuse,
719,25062,25070,2,reuse,
720,25070,25072,2,reuse,
721,25072,25074,1,reuse,
722,25074,25080,2,reuse,
723,25080,25094,1,reuse,
724,25094,25132,1,reuse,
725,25132,25133,1,reuse,
726,25134,25292,1,reuse,
727,25292,25293,1,reuse,
728,25293,25316,1,reuse,
729,25316,25317,1,reuse,
730,25317,25318,1,reuse,
731,25318,25333,1,reuse,
732,25335,25428,1,reuse,
733,25428,26278,1,reuse,
734,26278,26280,1,reuse,
735,26280,26285,2,reuse,
736,26285,26295,2,reuse,
737,26295,26299,2,reuse,
738,26299,26309,2,reuse,
739,26309,26315,1,reuse,
740,26315,26319,1,reuse,
741,26319,26329,1,reuse,
742,26360,26361,2,reuse,
743,26361,26362,1,reuse,
744,26362,26364,2,reuse,
745,26364,26365,2,reuse,
746,26365,26384,1,reuse,
747,26384,26412,1,reuse,
748,26412,26413,1,reuse,
749,26413,26415,2,reuse,
750,26415,26417,2,reuse,
751,26425,26429,1,reuse,
752,26429,26430,1,reuse,
753,26430,26432,1,reuse,
754,26436,26445,1,reuse,
755,26445,26446,1,reuse,
756,26446,26449,1,reuse,
757,26449,26454,1,reuse,
758,26454,26457,1,reuse,
759,26457,26462,2,reuse,
760,26462,26465,2,reuse,
761,26465,26468,2,reuse,
762,26468,26469,1,reuse,
763,26469,26470,1,reuse,
764,26470,26471,1,reuse,
765,26471,26481,1,reuse,
766,26481,26493,1,reuse,
767,26493,26503,1,reuse,
768,26503,26521,1,reuse,
769,26521,26524,1,reuse,
770,26524,26525,1,reuse,
771,26525,26526,1,reuse,
772,26533,26570,1,reuse,
773,26570,26576,1,reuse,
774,26576,26580,1,reuse,
775,26580,26591,1,reuse,
776,26591,26597,1,reuse,
777,26597,26598,1,reuse,
778,26598,26610,1,reuse,
779,26610,26618,1,reuse,
780,26618,26627,1,reuse,
781,26631,26632,1,reuse,
782,26632,26650,1,reuse,
783,26650,26651,1,reuse,
784,26651,26654,2,reuse,
785,26654,26678,1,reuse,
786,26678,26689,1,reuse,
787,26689,26694,1,reuse,
788,26694,26708,1,reuse,
789,26708,26710,1,reuse,
790,26710,26712,2,reuse,
791,26712,26720,2,reuse,
792,26720,26726,2,reuse,
793,26726,26727,2,reuse,
794,26727,26728,1,reuse,
795,26728,26729,1,reuse,
796,26729,26733,2,reuse,
797,26733,26767,2,reuse,
798,26767,26768,2,reuse,
799,26768,26783,2,reuse,
800,26783,26785,2,reuse,
801,26789,26794,1,reuse,
802,26794,26795,2,reuse,
803,26795,26803,2,reuse,
804,26803,26808,1,reuse,
805,26809,26816,1,reuse,
806,26816,26825,1,reuse,
807,26825,26826,1,reuse,
808,26826,26827,1,reuse,
809,26827,26835,1,reuse,
810,26835,26836,1,reuse,
811,26837,26845,1,reuse,
812,26845,26851,2,reuse,
813,26851,26863,2,reuse,
814,26863,26869,1,reuse,
815,26869,26872,1,reuse,
816,26874,26876,1,reuse,
817,26876,26892,1,reuse,
818,26892,26899,1,reuse,
819,26899,26905,1,reuse,
820,26905,26918,1,reuse,
821,26924,26938,1,reuse,
822,26938,26939,1,reuse,
823,26939,26946,1,reuse,
824,26946,26952,1,reuse,
825,26953,26955,1,reuse,
826,26955,26956,2,reuse,
827,26956,26966,2,reuse,
828,26966,26967,1,reuse,
829,26967,26985,2,reuse,
830,26985,26992,2,reuse,
831,26992,26999,1,reuse,
832,26999,27000,1,reuse,
833,27000,27100,1,reuse,
834,27102,27120,1,reuse,
835,27120,27121,1,reuse,
836,27121,27126,1,reuse,
837,27126,27138,1,reuse,
838,27138,27163,1,reuse,
839,27163,27164,1,reuse,
840,27166,27198,1,reuse,
841,27198,27223,1,reuse,
842,27227,27232,1,reuse,
843,27232,27233,1,reuse,
844,27233,27236,1,reuse,
845,27236,27237,1,reuse,
846,27237,27241,1,reuse,
847,27241,27243,1,reuse,
848,27243,27247,1,reuse,
849,27247,27250,1,reuse,
850,27250,27253,1,reuse,
851,27253,27254,1,reuse,
852,27254,27257,1,reuse,
853,27257,27261,1,reuse,
854,27261,27264,1,reuse,
855,27264,27266,1,reuse,
856,27266,27274,1,reuse,
857,27274,27888,1,reuse,
858,27888,27891,6,reuse,
859,27891,27892,6,reuse,
860,27892,27893,4,reuse,
861,27893,27894,3,reuse,
862,27894,27895,3,reuse,
863,27895,27896,3,reuse,
864,27896,27898,2,reuse,
865,27898,27899,1,reuse,
866,27899,27915,1,reuse,
867,27915,27918,2,reuse,
868,27918,27919,3,reuse,
869,27919,27920,3,reuse,
870,27920,27922,2,reuse,
871,27922,27925,2,reuse,
872,27925,27928,2,reuse,
873,27928,27931,2,reuse,
874,27931,27936,2,reuse,
875,27936,27939,2,reuse,
876,27939,27940,3,reuse,
877,27940,27942,3,reuse,
878,27942,27945,3,reuse,
879,27945,27946,3,reuse,
880,27946,27948,2,reuse,
881,27948,27949,3,reuse,
882,27949,27950,3,reuse,
883,27950,27951,4,reuse,
884,27951,27952,6,reuse,
885,27952,27953,4,reuse,
886,27953,27955,6,reuse,
887,27955,27977,6,reuse,
888,27977,27980,6,reuse,
889,27980,27982,6,reuse,
890,27982,27983,5,reuse,
891,27983,27985,5,reuse,
892,27985,27986,5,reuse,
893,27986,27988,5,reuse,
894,27988,27989,5,reuse,
895,27989,27990,4,reuse,
896,27990,27992,7,reuse,
897,27992,27994,6,reuse,
898,27994,27995,5,reuse,
899,27995,27997,5,reuse,
900,27997,28005,5,reuse,
901,28005,28007,5,reuse,
902,28007,28008,5,reuse,
903,28008,28009,6,reuse,
904,28009,28010,4,reuse,
905,28010,28011,5,reuse,
906,28011,28013,5,reuse,
907,28013,28015,4,reuse,
908,28015,28016,5,reuse,
909,28016,28018,6,reuse,
910,28018,28019,5,reuse,
911,28019,28020,4,reuse,
912,28020,28022,5,reuse,
913,28022,28023,4,reuse,
914,28023,28025,5,reuse,
915,28025,28026,6,reuse,
916,28026,28029,5,reuse,
917,28029,28032,4,reuse,
918,28032,28040,4,reuse,
919,28040,28041,5,reuse,
920,28041,28045,5,reuse,
921,28045,28049,4,reuse,
922,28049,28052,4,reuse,
923,28052,28053,5,reuse,
924,28053,28054,4,reuse,
925,28054,28055,5,reuse,
926,28055,28060,4,reuse,
927,28060,28061,3,reuse,
928,28061,28063,4,reuse,
