,start,end,intensity,type,label
0,0,100,0,annotation,### $ الحسين بن علي بن الحسين
0,4749,4785,1,reuse,
1,4785,4786,1,reuse,
2,4786,4825,1,reuse,
3,4825,4831,1,reuse,
4,4831,4861,1,reuse,
5,4861,4863,1,reuse,
6,4863,4867,1,reuse,
7,4867,4869,1,reuse,
8,4869,4923,1,reuse,
9,4923,4924,1,reuse,
10,4924,4925,1,reuse,
11,4925,4983,1,reuse,
12,4984,5016,1,reuse,
13,5016,5018,1,reuse,
14,5020,5023,1,reuse,
15,5023,5034,1,reuse,
16,5034,5035,1,reuse,
17,5035,5038,1,reuse,
18,5041,5154,1,reuse,
19,5154,6296,1,reuse,
20,6296,6299,2,reuse,
21,6299,6300,2,reuse,
22,6300,6311,2,reuse,
23,6311,6316,2,reuse,
24,6316,6317,1,reuse,
25,6317,6318,1,reuse,
26,6318,6323,1,reuse,
27,6323,6325,1,reuse,
28,6325,6329,1,reuse,
29,6329,6331,1,reuse,
30,6331,6332,1,reuse,
31,6332,6334,1,reuse,
32,6334,6336,1,reuse,
33,6336,6338,2,reuse,
34,6338,6341,1,reuse,
35,6341,6342,1,reuse,
36,6342,6343,1,reuse,
37,6343,6349,2,reuse,
38,6349,6359,2,reuse,
39,6359,6363,1,reuse,
40,6363,6366,1,reuse,
41,6366,6370,1,reuse,
42,6370,6392,1,reuse,
43,6392,6393,1,reuse,
44,6393,6414,1,reuse,
45,6414,6418,1,reuse,
46,6418,6432,1,reuse,
47,6433,6439,1,reuse,
48,6439,6445,1,reuse,
49,6445,6446,1,reuse,
50,6446,6448,2,reuse,
51,6448,6451,1,reuse,
52,6451,6452,1,reuse,
53,6452,6460,1,reuse,
54,6472,6475,1,reuse,
55,6475,6478,1,reuse,
56,6478,6479,1,reuse,
57,6479,6480,1,reuse,
58,6480,6483,1,reuse,
59,6483,6484,1,reuse,
60,6484,6485,1,reuse,
61,6485,6538,1,reuse,
62,6539,6543,1,reuse,
63,6543,6545,2,reuse,
64,6545,6549,1,reuse,
65,6549,6550,2,reuse,
66,6550,6560,2,reuse,
67,6560,6562,1,reuse,
68,6562,6563,1,reuse,
69,6563,6576,1,reuse,
70,6576,6588,1,reuse,
71,6588,6596,1,reuse,
72,6596,6600,2,reuse,
73,6600,6601,2,reuse,
74,6612,6623,2,reuse,
75,6623,6631,2,reuse,
76,6631,6632,2,reuse,
77,6632,6643,1,reuse,
78,6643,6674,2,reuse,
79,6674,6676,2,reuse,
80,6676,6682,1,reuse,
81,6682,6683,1,reuse,
82,6683,6684,1,reuse,
83,6684,6685,1,reuse,
84,6690,6706,1,reuse,
85,6706,6707,1,reuse,
86,6707,6710,2,reuse,
87,6710,6711,2,reuse,
88,6711,6712,1,reuse,
89,6712,6720,1,reuse,
90,6720,6722,2,reuse,
91,6722,6728,2,reuse,
92,6728,6731,1,reuse,
93,6731,6733,1,reuse,
94,6733,6734,1,reuse,
95,6738,6742,1,reuse,
96,6742,6743,2,reuse,
97,6743,6748,1,reuse,
98,6748,6749,1,reuse,
99,6749,6754,2,reuse,
100,6754,6756,2,reuse,
101,6756,6757,2,reuse,
102,6757,6759,1,reuse,
103,6760,6761,2,reuse,
104,6761,6762,1,reuse,
105,6773,6779,1,reuse,
106,6779,6780,1,reuse,
107,6783,6787,1,reuse,
108,6787,6788,1,reuse,
109,6788,6789,1,reuse,
110,6791,6801,1,reuse,
111,6801,6802,1,reuse,
112,6802,6806,1,reuse,
113,6806,6807,1,reuse,
114,6807,6824,1,reuse,
115,6832,6840,1,reuse,
116,6840,6843,2,reuse,
117,6843,6844,2,reuse,
118,6844,6855,2,reuse,
119,6855,6856,2,reuse,
120,6856,6863,2,reuse,
121,6863,6872,2,reuse,
122,6872,6874,2,reuse,
123,6874,6876,2,reuse,
124,6876,6885,2,reuse,
125,6891,6898,1,reuse,
126,6898,6901,1,reuse,
127,6901,6902,1,reuse,
