,section,book,start,end,first_ms,book2,ms2,section2,rid
3242,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11718,11723,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3243,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11723,11728,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3244,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11728,11729,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3245,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11729,11733,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3246,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11733,11767,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3247,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11770,11771,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3248,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11771,11785,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3249,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11785,11787,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3250,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11787,11788,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3251,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11794,11808,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3252,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11808,11814,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3253,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11814,11817,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3254,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11818,11825,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3255,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11825,11827,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3256,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11828,11829,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3257,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11829,11839,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3258,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11840,11866,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3259,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11866,11910,1361,0660IbnCadim.BughyatTalab,1972,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3260,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11197,11224,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3261,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11224,11229,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3262,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11229,11257,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3263,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11258,11298,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3264,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11298,11304,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3265,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11304,11339,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3266,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11341,11400,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3267,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11400,11403,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3268,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11404,11407,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3269,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11407,11440,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3270,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11440,11443,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3271,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11445,11447,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3272,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11447,11510,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3273,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11510,11511,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3274,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11511,11512,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3275,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11512,11540,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3276,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11542,11548,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3277,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11552,11597,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3278,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11620,11623,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3279,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11627,11630,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3280,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11640,11643,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3281,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11652,11656,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3282,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11680,11685,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3283,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11685,11686,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3284,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11688,11691,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3285,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11701,11704,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3286,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11704,11705,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3287,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11706,11707,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3288,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11707,11712,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3289,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11716,11719,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3290,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11719,11720,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3291,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11720,11723,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3292,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11723,11724,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3293,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11725,11726,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3294,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11726,11728,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3295,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11728,11729,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3296,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11729,11730,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3297,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11730,11732,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3298,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11732,11733,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3299,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11734,11739,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3300,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11739,11741,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3301,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11741,11742,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3302,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11757,11761,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3303,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11764,11767,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3304,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11772,11776,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3305,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11785,11788,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3306,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11793,11796,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3307,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11805,11808,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3308,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11824,11832,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3309,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11835,11838,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3310,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11867,11871,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3311,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11879,11886,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3312,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11902,11910,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3313,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11921,11924,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3314,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11928,11932,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3315,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11934,11937,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3316,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11937,11940,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3317,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11947,11951,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3318,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11197,11202,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3319,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11202,11207,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3320,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11207,11209,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3321,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11210,11214,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3322,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11214,11218,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3323,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11218,11219,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3324,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11220,11223,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3325,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11251,11254,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3326,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11260,11263,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3327,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11263,11268,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3328,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11268,11269,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3329,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11274,11288,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3330,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11288,11294,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3331,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11299,11302,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3332,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11318,11321,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3333,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11321,11325,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3334,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11335,11340,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3335,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11340,11355,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3336,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11371,11382,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3337,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11393,11450,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3338,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11450,11452,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3339,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11461,11468,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3340,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11477,11482,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3341,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11492,11497,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3342,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11497,11498,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3343,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11508,11511,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3344,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11534,11537,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3345,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11537,11541,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3346,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11544,11548,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3347,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11553,11557,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3348,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11568,11640,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3349,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11674,11679,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3350,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11687,11690,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3351,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11697,11700,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3352,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11711,11717,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3353,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11717,11718,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3354,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11729,11745,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3355,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11770,11775,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3356,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11781,11785,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3357,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11785,11798,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3358,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11807,11810,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3359,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11833,11872,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3360,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11872,11874,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3361,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11894,11931,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3362,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,11933,11970,1361,0845Maqrizi.Mawaciz,1469,### | ذكر بساتين الوزير,0845Maqrizi.Mawaciz
3363,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12741,12745,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3364,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12745,12747,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3365,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12747,12748,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3366,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12748,12749,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3367,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12749,12751,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3368,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12751,12752,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3369,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12752,12753,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3370,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12753,12754,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3371,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12754,12759,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3372,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12763,12769,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3373,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12769,12770,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
3374,### $ 1246 - الوزير المغربي [370 - 418],0845Maqrizi.Muqaffa,12777,12782,1361,0660IbnCadim.BughyatTalab,1973,### $ الحسين بن علي بن الحسين,0660IbnCadim.BughyatTalab
