,start,end,intensity,type,label
116,11568,11569,3,reuse,
117,11569,11571,4,reuse,
118,11571,11572,3,reuse,
119,11572,11573,3,reuse,
120,11573,11574,3,reuse,
121,11574,11575,4,reuse,
122,11575,11576,5,reuse,
123,11576,11577,4,reuse,
124,11577,11578,3,reuse,
125,11578,11579,3,reuse,
126,11579,11581,2,reuse,
127,11581,11583,1,reuse,
128,11583,11584,2,reuse,
129,11584,11586,1,reuse,
130,11586,11588,1,reuse,
131,11588,11590,2,reuse,
132,11590,11591,2,reuse,
133,11591,11592,3,reuse,
134,11592,11593,2,reuse,
135,11593,11594,1,reuse,
136,11594,11595,2,reuse,
137,11595,11596,4,reuse,
138,11596,11597,4,reuse,
139,11597,11598,3,reuse,
140,11598,11600,1,reuse,
141,11600,11602,2,reuse,
142,11602,11603,2,reuse,
143,11603,11604,3,reuse,
144,11604,11605,4,reuse,
145,11605,11606,3,reuse,
146,11606,11607,3,reuse,
147,11607,11608,2,reuse,
148,11608,11609,3,reuse,
149,11609,11610,4,reuse,
150,11610,11611,6,reuse,
151,11611,11612,6,reuse,
152,11612,11613,4,reuse,
153,11613,11614,4,reuse,
154,11614,11616,3,reuse,
155,11616,11617,5,reuse,
156,11617,11618,6,reuse,
157,11618,11619,7,reuse,
158,11619,11620,7,reuse,
159,11620,11621,7,reuse,
160,11621,11623,7,reuse,
161,11623,11626,6,reuse,
162,11626,11635,6,reuse,
163,11635,11638,6,reuse,
164,11638,11639,6,reuse,
165,11639,11642,7,reuse,
166,11642,11644,7,reuse,
167,11644,11650,6,reuse,
168,11650,11651,5,reuse,
169,11651,11652,5,reuse,
170,11652,11653,5,reuse,
171,11653,11654,5,reuse,
172,11654,11655,4,reuse,
173,11655,11662,6,reuse,
174,11662,11666,5,reuse,
175,11666,11667,7,reuse,
176,11667,11668,5,reuse,
177,11668,11669,3,reuse,
178,11669,11671,7,reuse,
179,11671,11673,7,reuse,
180,11673,11679,7,reuse,
181,11679,11684,6,reuse,
182,11684,11686,6,reuse,
183,11686,11688,5,reuse,
184,11688,11689,5,reuse,
185,11689,11693,4,reuse,
186,11693,11694,6,reuse,
187,11694,11696,6,reuse,
188,11696,11720,7,reuse,
189,11720,11721,7,reuse,
190,11721,11722,8,reuse,
191,11722,11723,8,reuse,
192,11723,11728,4,reuse,
193,11728,11729,4,reuse,
194,11729,11735,5,reuse,
195,11735,11743,5,reuse,
196,11743,11746,4,reuse,
197,11746,11749,4,reuse,
198,11749,11750,4,reuse,
