,section,book,start,end,first_ms,book2,ms2,section2
802,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,194,197,18,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير
803,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,197,198,18,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير
804,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,200,204,18,0845Maqrizi.Mawaciz,1467,### | ذكر بساتين الوزير
805,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1589,1597,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
806,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1607,1616,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
807,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1616,1625,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
808,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1625,1626,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
809,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1626,1627,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
810,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1630,1631,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
811,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1631,1663,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
812,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1663,1666,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
813,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1666,1671,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
814,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1671,1673,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
815,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1675,1699,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
816,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1700,1703,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
817,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1703,1706,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
818,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1706,1715,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
819,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1723,1746,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
820,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1746,1748,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
821,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1754,1781,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
822,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1781,1806,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
823,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1806,1821,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
824,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1821,1824,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
825,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1824,1844,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
826,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1844,1853,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
827,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1853,1854,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
828,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1858,1861,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
829,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1865,1897,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
830,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1898,1915,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
831,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1915,1917,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
832,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1925,1929,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
833,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1929,1951,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
834,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,1951,2015,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
835,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,2015,2016,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
836,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,2021,2023,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
837,### $ الوزير الأجل الكامل الأؤحد صفى أمير المؤمنين وحالصته أبو الفرج محمد بن جعفر المغريى,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,2023,2031,18,0845Maqrizi.Mawaciz,1471,### | ذكر بساتين الوزير
