word_3,word_2,word_1,book_1,book_2,book_3,book_4,book_5,row_id,cit,book_no,uri_other,word_start,word_end,extend,new_uri
الطبيب,السري,أبو,0487AbuCubaydBakri.MasalikWaMamalik,0600KatibMarrakushi.Istibsar,,,,519,1,,,,,5,
الطبيب,السري,أبو,0600KatibMarrakushi.Istibsar,0900IbnCabdMuncimHimyari.RawdMictar,,,,520,,,,,,,
الطولونية,السيرة,جامع,0350Balawi.SiratAhmadIbnTulun,,,,,1256.1676,1,1,,,,,
الطولونية,السيرة,جامع,0626YaqutHamawi.MucjamBuldan,0692IbnCabdZahir.RawdaBahiyya,0911Suyuti.HusnMuhadara,0930IbnIyas.NuzhatUmam,,616,,,,,,,
الطيبي,الدين,شمس,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,1714,,,,,,,
الظاهر,سيرة,جامع,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,1602,1,1,,,,,
الظاهر,سيرة,جامع,0692IbnCabdZahir.RawdaBahiyya,,,,,1603,,,,,,,
الظاهر,عبد,ابن,0465IbnHawazinQushayri.RisalaQushayriyya,,,,,1605,,,,,,,
الظاهر,عبد,ابن,0542IbnMunjibTajRiyasaIbnSayrafi.Afdaliyyat,0617IbnTuwayr.NuzhatMuqlatayn,,,,1023,,,,,,,
الظاهر,عبد,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,907,,,,,,,
الظاهر,عبد,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1100.1114.1118.1127,,,,,,,
الظاهر,عبد,ابن,0588IbnMamun.AkhbarMisr,,,,,1037.1038.1113,,,,,,,
الظاهر,عبد,ابن,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,1369,,,,,,,
الظاهر,عبد,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,1102,,,,,,,
الظاهر,عبد,ابن,0665AbuShama.Rawdatayn,,,,,1255,,,,,,,
الظاهر,عبد,ابن,0681IbnKhallikan.WafayatAcyan,,,,,1159.1566,,,,,,,
الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,0821Qalqashandi.SubhAcsha,,,,1172,,,,,,,
الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,1101.1215.1240.1602,1,1,,,,,
الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,0911Suyuti.HusnMuhadara,,,,1298,,,,,,,
الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,,,,,1179.1236.1370.1442.1468.1603,,,,,,,
الظاهر,عبد,ابن,0845Maqrizi.ItticazHunafa,,,,,1169,,,,,,,
الظاهر,عبد,ابن,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,,1126,,,,,,,
الظاهر,عبد,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,866.944.1160.1166.1295,,,,,,,
الظاهر,عبد,ابن,0845Maqrizi.Suluk,,,,,1371,,,,,,,
الظاهر,عبد,ابن,0911Suyuti.HusnMuhadara,0911Suyuti.TawqHamama,,,,1396,,,,,,,
الظاهر,عبد,ابن,0911Suyuti.HusnMuhadara,,,,,1296,,,,,,,
الظاهر,عبد,ابن,0930IbnIyas.NuzhatUmam,,,,,378,,,,,,,
الظاهرية,السيرة,جامع,0845Maqrizi.Suluk,,,,,1474,1,,0692IbnCabdZahir.RawdaBahiyya,,,,
العاص,بن,عمرو,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,249,0,,,,,,
العاص,بن,عمرو,0257IbnCabdHakam.FutuhMisr,,,,,248,,,,,,,
العاص,بن,عمرو,0350MuhammadKindi.FadailMisr,0874IbnTaghribirdi.NujumZahira,,,,80,,,,,,,
العاص,بن,عمرو,0733Nuwayri.NihayatArab,0874IbnTaghribirdi.NujumZahira,,,,81,,,,,,,
العباد,أفعال,وجميع,0548Shahrastani.MilalWaNihal,0764Safadi.WafiBiWafayat,,,,1553,0,,,,,,
العجب,الناس,في,0200SayfIbnCumar.Fitna,0654SibtIbnJawzi.MiratZaman,,,,1517,0,,,,,,
العجب,الناس,في,0200SayfIbnCumar.Fitna,,,,,1516,,,,,,,
العظيم,عبد,الحافظ,0845Maqrizi.Suluk,0930IbnIyas.NuzhatUmam,,,,589,,,,,,,
الغفاري,بصرة,أبو,0429AbuMansurThacalibi.Jawahir,0873AbuZaydThacalibi.JawahirHisan,,,,65,0,,,,,,
الغفاري,بصرة,أبو,0460ShaykhTusi.Tibyan,0733Nuwayri.NihayatArab,,,,64,,,,,,,
الفاضل,القاضي,فيه,0606IbnMamati.QawaninDawawin,0845Maqrizi.Muqaffa,,,,1312,1,,,,,5,0596QadiFadil
الفاضل,القاضي,فيه,0606IbnMamati.QawaninDawawin,,,,,1311.1313,,,,,,,
القاسم,أبو,الحافظ,0538JarAllahZamakhshari.RabicAbrar,0930IbnIyas.NuzhatUmam,,,,691,,,,,,,
القاسم,بن,إبراهيم,0626YaqutHamawi.MucjamUdaba,0845Maqrizi.MusawwadatMawaciz,,,,876,,,,,,,
القاسم,بن,إبراهيم,0626YaqutHamawi.MucjamUdaba,,,,,875,,,,,,,
القاضي,بن,سعيد,0350MuhammadKindi.WulatMisr,0911Suyuti.HusnMuhadara,,,,1338.1339,,,,,,,
القالي,علي,أبو,0257IbnCabdHakam.FutuhMisr,0468IbnAhmadWahidiNaysaburi.WasitFiTafsir,,,,423,,,,,,,
القالي,علي,أبو,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,424,,,,,,,
القصور,زمام,الثقة,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1100,0,,,,,,
القصور,زمام,الثقة,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,1101,,,,,,,
القضاة,لقاضي,السلطان,0692IbnCabdZahir.RawdZahir,,,,,1373,0,,,,,,
الكاتب,المهذب,لي,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,1221,0,,,,,,
الكندي,عمر,أبو,0350Balawi.SiratAhmadIbnTulun',0350MuhammadKindi.WulatMisr,0845Maqrizi.Muqaffa,,,1336,,,,,,,
الكندي,عمر,أبو,0350MuhammadKindi.WulatMisr,0845Maqrizi.Muqaffa,,,,1337,1,1,,,,,
الكندي,عمرو,أبو,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,1444,,,,,,,
الكندي,عمرو,أبو,0230IbnSacd.TabaqatKubra,,,,,1445,,,,,,,
الكندي,عمرو,أبو,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,492.493.495,,,,,,,
الكندي,عمرو,أبو,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,513,,,,,,,
الكندي,عمرو,أبو,0257IbnCabdHakam.FutuhMisr,,,,,724.725,,,,,,,
الكندي,عمرو,أبو,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,478,,,,,,,
الكندي,عمرو,أبو,0350MuhammadKindi.FadailMisr,,,,,479,,,,,,,
الكندي,عمرو,أبو,0350MuhammadKindi.WulatMisr,0874IbnTaghribirdi.NujumZahira,,,,1515,,,,,,,
الكندي,عمرو,أبو,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,494,,,,,,,
الكندي,عمرو,أبو,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,514,,,,,,,
الله,حمد,بعد,0157AbuMikhnafAzdi.MaqtalHusayn,0157AbuMikhnafAzdi.WaqcatTaff,,,,1001,0,,,,,,
الله,حمد,بعد,0157AbuMikhnafAzdi.MaqtalHusayn',0157AbuMikhnafAzdi.WaqcatTaff,,,,1003,,,,,,,
الله,حمد,بعد,0157AbuMikhnafAzdi.WaqcatTaff,0353AbuCabbasHasani.Masabih,,,,1004,,,,,,,
الله,حمد,بعد,0157AbuMikhnafAzdi.WaqcatTaff,0630IbnAthirCizzDin.Kamil,,,,1002,,,,,,,
الله,رحمه,البكري,0367IbnHawqal.SuratArd,0930IbnIyas.NuzhatUmam,,,,371,1,,,1,1,,0487Bakri
الله,رحمه,القضاعي,0350Balawi.SiratAhmadIbnTulun,,,,,1440,0,,,,,,
الله,رحمه,المؤلف,0257IbnCabdHakam.FutuhMisr,0346Mascudi.MurujDhahab,,,,139,0,,,,,,
الله,رحمه,المؤلف,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1251,,,,,,,
الله,رحمه,المؤلف,0257IbnCabdHakam.FutuhMisr,,,,,137.138,,,,,,,
الله,رحمه,المسعودي,0346Mascudi.MurujDhahab,0930IbnIyas.NuzhatUmam,,,,185,1,1,,,,,
الله,رحمه,المسعودي,0596IbnWasifShah.MukhtasarCajaibDunya,0930IbnIyas.NuzhatUmam,,,,184,,,,,,,
الله,رحمه,مؤلفه,0257IbnCabdHakam.FutuhMisr,0821Qalqashandi.SubhAcsha,,,,1415,0,,,,,,
الله,رحمه,مؤلفه,0346Mascudi.MurujDhahab,,,,,435.436,,,,,,,
الله,رحمه,مؤلفه,0463IbnCabdBarr.IstidhkarJamic,,,,,1427,,,,,,,
الله,رحمه,مؤلفه,0487AbuCubaydBakri.MucjamMaIstacjama,0721IbnRushaydSabti.MalCayba,,,,535,,,,,,,
الله,رحمه,مؤلفه,0588IbnMamun.AkhbarMisr,,,,,1142,,,,,,,
الله,رحمه,مؤلفه,0596IbnWasifShah.MukhtasarCajaibDunya,0733Nuwayri.NihayatArab,,,,525,,,,,,,
الله,رحمه,مؤلفه,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,1369,,,,,,,
الله,رحمه,مؤلفه,0665AbuShama.Rawdatayn,,,,,1255,,,,,,,
الله,رحمه,مؤلفه,0692IbnCabdZahir.RawdaBahiyya,,,,,1370,,,,,,,
الله,رحمه,مؤلفه,0845Maqrizi.KhabarCanBashar,,,,,477,,,,,,,
الله,رحمه,مؤلفه,0845Maqrizi.MusawwadatMawaciz,,,,,1166,,,,,,,
الله,رحمه,مؤلفه,0930IbnIyas.NuzhatUmam,,,,,194.195,,,,,,,
الله,رسول,لي,0458Bayhaqi.SunanKubra,,,,,1392,0,,,,,,
الله,رضي,عمر,0230IbnSacd.TabaqatKubra,0347IbnYunusSadafi.Tarikh,,,,1268,0,,,,,,
الله,رضي,عمر,0230IbnSacd.TabaqatKubra,0470IbnMandaCabdRahman.Mustakhraj,,,,1269,,,,,,,
الله,رضي,عمر,0230IbnSacd.TabaqatKubra,,,,,1267,,,,,,,
الله,رضي,عمر,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,0733Nuwayri.NihayatArab,,,1293,,,,,,,
الله,رضي,عمر,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1294,,,,,,,
الله,رضي,عمر,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,,,,1283,,,,,,,
الله,رضي,عمر,0257IbnCabdHakam.FutuhMisr,,,,,1284.1285.1286.1287.1290.1291.1292,0,,,,,,
الله,صلى,النبي,0182AbuYusufYacqub.Kharaj,0279Baladhuri.AnsabAshraf,0733Nuwayri.NihayatArab,,,295,,,,,,,
الله,صلى,النبي,0224QasimIbnSallam.Amwal,,,,,308,,,,,,,
الله,صلى,النبي,0262CumarIbnShabba.TarikhMadina,0733Nuwayri.NihayatArab,,,,294,,,,,,,
الله,صلى,النبي,0450AbuHasanMawardi.AhkamSultaniyya,0450AbuHasanMawardi.HawiKabir,0450AbuHasanMawardi.HawiKabir',,,307,,,,,,,
الله,صلى,النبي,0733Nuwayri.NihayatArab,0855BadrDinCayni.CumdatQari,,,,293,,,,,,,
الله,صلى,للنبي,0279Baladhuri.FutuhBuldan,0458AbuYaclaIbnFarra.AhkamSultaniyya,,,,313,,,,,,,
الله,صلى,للنبي,0450AbuHasanMawardi.AhkamSultaniyya,0458AbuYaclaIbnFarra.AhkamSultaniyya,,,,314,,,,,,,
الله,عبد,أبو,0930IbnIyas.NuzhatUmam,,,,,309,,,,,,,
الله,عبد,لأبي,0630IbnAthirCizzDin.Kamil,0845Maqrizi.ItticazHunafa,0845Maqrizi.Muqaffa',,,1164,0,,,,,,
الله,عبد,وقال,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,478,0,,,,,,
الله,عبد,وقال,0350MuhammadKindi.FadailMisr,,,,,479,,,,,,,
الله,ماشا,ابن,0360HamzaIsfahani.TarikhSini,,,,,723,,,,,,,
الله,مقدورات,تنتهي,0415QadiCabdJabbar.ManiyyaWaAmal,0816IbnMuhammadSharifJurjani.SharhMawaqif,,,,1536,0,,,,,,
الله,يصف,الشاعر,0255Jahiz.Hayawan,0449AbuCalaMacarri.RisalatSahilWaShajih,,,,63,,,,,,,
الله,يصف,الشاعر,0400IbnTahirMaqdisi.BadWaTarikh,0449AbuCalaMacarri.RisalatSahilWaShajih,,,,62,,,,,,,
الليث,عن,القضاعي,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,492.493.495,0,,,,,,
الليث,عن,القضاعي,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,494,,,,,,,
المؤمنين,أمير,لي,0276IbnQutaybaDinawari.ShicrWaShucara,0852IbnHajarCasqalani.RafcIsr,,,,1671,0,,,,,,
المترجم,المعجم,في,0845Maqrizi.Suluk,0930IbnIyas.NuzhatUmam,,,,590,1,,,,,,Anonymous
المخزومي,الحسن,أبو,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,513,,,,,,,
المخزومي,الحسن,أبو,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,514,,,,,,,
المسعودي,الحسن,أبو,0346Mascudi.MurujDhahab,,,,,547.548.553,1,1,,,,,
المسعودي,الحسن,أبو,0385IbnNadim.Fihrist,,,,,343,,,,,,,
المعتمر,بن,تميم,0528HakamIbnAbiSalt.Diwan,0681IbnKhallikan.WafayatAcyan,,,,220,,,,,,,
المعتمر,بن,تميم,0613CaliIbnZafir.GharaibTanbihat,0930IbnIyas.NuzhatUmam,,,,219,,,,,,,
المعتمر,بن,تميم,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,217,,,,,,,
المعتمر,بن,تميم,0850ShihabDinIbshihi.Mustatraf,0930IbnIyas.NuzhatUmam,,,,218,,,,,,,
المعروف,المسجد,القضاعي,0350MuhammadKindi.WulatMisr,0615MuwaffaqDinShafici.MurshidZuwwar,,,,1675,,,,,,,
المعروف,المسجد,القضاعي,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,1674,,,,,,,
المنجم,البلخي,شادان,0581AbuQasimSuhayli.RawdUnuf,0804IbnMulaqqin.Tawdih,,,,672,,,,,,,0000ShadanBalkhi
النسابة,النقيب,الشريف,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,1655,,,,,,,
النفر,لأولئك,بعضهم,0347IbnYunusSadafi.Tarikh,,,,,1270,,,,,,,
الوزير,سيرة,جامع,0845Maqrizi.IghathaUmma,0845Maqrizi.ItticazHunafa',0845Maqrizi.Muqaffa',,,329,,,,,,4,0450Anonymous.SiraYazuri
الوزير,للجمالي,السلطان,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat,,,,1219,0,,,,,,
الوليد,بن,خالد,0230IbnSacd.TabaqatKubra,0450AbuHasanMawardi.AhkamSultaniyya,,,,296,0,,,,,,
الوليد,بن,خالد,0733Nuwayri.NihayatArab,0789IbnMuhammadKhuzaci.TakhrijDalalat,,,,297,,,,,,,
اليهود,من,قوم,0600PseudoMascudi.AkhbarZaman,0845Maqrizi.KhabarCanBashar,,,,666,0,,,,,,
اليوم,في,لهم,0255Jahiz.BayanWaTabyin,0845Maqrizi.KhabarCanBashar,,,,1693,0,,,,,,
انصرافنا,بعد,والدي,0257IbnCabdHakam.FutuhMisr,,,,,1436.1437,0,,,,,,
بابك,بن,أزدشير,0375IkhwanSafa.Rasail,0845Maqrizi.KhabarCanBashar,,,,24,,,,,,,
بابك,بن,أزدشير,0733Nuwayri.NihayatArab,0845Maqrizi.KhabarCanBashar,0930IbnIyas.NuzhatUmam,,,26,,,,,,,
بابك,بن,أزدشير,0733Nuwayri.NihayatArab,0845Maqrizi.KhabarCanBashar,,,,25,0,,,,,,
ببهجتها,عجبا,لؤلؤة,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1116,,,,,,,
ببهجتها,عجبا,لؤلؤة,0845Maqrizi.MusawwadatMawaciz,,,,,1115,,,,,,,
بتقدير,عني,من,0385IbnNadim.Fihrist,,,,,343,0,,,,,,
بكر,أبو,به,0845Maqrizi.Muqaffa,,,,,1304,,,,,,,
بكر,أبو,له,0257IbnCabdHakam.FutuhMisr,0385Daraqutni.MutalifWaMukhtalif,,,,1433,,,,,,,
بكر,أبو,له,0257IbnCabdHakam.FutuhMisr,,,,,1434.1435,,,,,,,
بكير,بن,يحيى,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,199,,,,,,,
بكير,بن,يحيى,0626YaqutHamawi.MucjamBuldan,0739SafiDinHanbali.Marasid,0930IbnIyas.NuzhatUmam,,,200,,,,,,,
بن,أحمد,الشهاب,0528HakamIbnAbiSalt.Diwan,0681IbnKhallikan.WafayatAcyan,,,,220,,,,,,,
بن,أحمد,الشهاب,0613CaliIbnZafir.GharaibTanbihat,0930IbnIyas.NuzhatUmam,,,,219,,,,,,,
بن,أحمد,الشهاب,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,217,,,,,,,
بن,أحمد,الشهاب,0850ShihabDinIbshihi.Mustatraf,0930IbnIyas.NuzhatUmam,,,,218,,,,,,,
بن,إبراهيم,الأستاذ,0207Waqidi.FutuhSham,0902Sakhawi.AjwibaMurdiyya,0930IbnIyas.NuzhatUmam,,,581,,,,,,,
بن,إبراهيم,الأستاذ,0487AbuCubaydBakri.MasalikWaMamalik,0733Nuwayri.NihayatArab,,,,1274,,,,,,,
بن,إبراهيم,الأستاذ,0596IbnWasifShah.MukhtasarCajaibDunya,0600PseudoMascudi.AkhbarZaman,,,,573,,,,,,,
بن,إبراهيم,الأستاذ,0596IbnWasifShah.MukhtasarCajaibDunya,0930IbnIyas.NuzhatUmam,,,,176.333,,,,,,,
بن,إبراهيم,الأستاذ,0596IbnWasifShah.MukhtasarCajaibDunya,,,,,537,,,,,,,
بن,إبراهيم,الأستاذ,0600PseudoMascudi.AkhbarZaman,0930IbnIyas.NuzhatUmam,,,,108,,,,,,,
بن,إبراهيم,الأستاذ,0646IbnQifti.IkhbarCulama,,,,,398,,,,,,,
بن,إبراهيم,الأستاذ,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,177,,,,,,,
بن,إبراهيم,الأستاذ,0749IbnFadlAllahCumari.MasalikAbsar,0930IbnIyas.NuzhatUmam,,,,381,,,,,,,
بن,إبراهيم,الأستاذ,0814IbnZayyat.KawakibSayyara,0930IbnIyas.BadaicZuhur',0930IbnIyas.NuzhatUmam,,,106,,,,,,,
بن,إبراهيم,الأستاذ,0874IbnTaghribirdi.NujumZahira,0930IbnIyas.NuzhatUmam,,,,332,,,,,,,
بن,إبراهيم,الأستاذ,0911Suyuti.HusnMuhadara,0930IbnIyas.BadaicZuhur',0930IbnIyas.NuzhatUmam,,,107,,,,,,,
بن,إبراهيم,الأستاذ,0930IbnIyas.NuzhatUmam,,,,,580,,,,,,,
بن,الخطاب,أبو,0764IbnShakirKutubi.FawatWafayat,0764Safadi.WafiBiWafayat',0845Maqrizi.ItticazHunafa,,,1315,,,,,,,
بن,الرحمن,عبد,0257IbnCabdHakam.FutuhMisr,,,,,545,,,,,,,
بن,الله,عبد,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,769,,,,,,,
بن,الله,عبد,0257IbnCabdHakam.FutuhMisr,0350MuhammadKindi.FadailMisr,,,,77,,,,,,,
بن,الله,عبد,0257IbnCabdHakam.FutuhMisr,0736IbnDawadari.KanzDurar,,,,76,,,,,,,
بن,الله,عبد,0257IbnCabdHakam.FutuhMisr,0783IbnHadida.MisbahMudi,0911Suyuti.HusnMuhadara,,,74,,,,,,,
بن,الله,عبد,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,75,,,,,,,
بن,الله,عبد,0257IbnCabdHakam.FutuhMisr,,,,,767.768,,,,,,,
بن,الله,عبد,0346Mascudi.MurujDhahab,0930IbnIyas.NuzhatUmam,,,,170.171,,,,,,,
بن,الله,عبد,0350MuhammadKindi.FadailMisr,,,,,1414,,,,,,,
بن,الله,عبد,0458IbnSidaMursi.MuhkamWaMuhit,0930IbnIyas.NuzhatUmam,,,,539,,,,,,,
بن,الله,عبد,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,1655,,,,,,,
بن,الله,عبد,0487AbuCubaydBakri.MucjamMaIstacjama,0930IbnIyas.NuzhatUmam,,,,354,,,,,,,
بن,الله,عبد,0626YaqutHamawi.MucjamBuldan,0930IbnIyas.NuzhatUmam,,,,353,,,,,,,
بن,الله,عبد,0649MuhammadIdrisi.Anwar,0930IbnIyas.NuzhatUmam,,,,355,,,,,,,
بن,الله,عبد,0845Maqrizi.KhabarCanBashar,0930IbnIyas.NuzhatUmam,,,,473,,,,,,,
بن,الله,عبد,0911Suyuti.HusnMuhadara',0911Suyuti.TuhfatKiram,0930IbnIyas.NuzhatUmam,,,352,,,,,,,
بن,الله,عبد,0930IbnIyas.NuzhatUmam,,,,,224,,,,,,,
بن,داود,له,0279Baladhuri.AnsabAshraf,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,1644,0,,,,,,
بن,داود,له,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1642.1643,,,,,,,
بن,سعيد,أبو,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,567,,,,,,,
بن,سعيد,أبو,0251IbnZanjawayh.Amwal,,,,,566,,,,,,,
بن,سفيان,لي,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,478,0,,,,,,
بن,سفيان,لي,0350MuhammadKindi.FadailMisr,,,,,479,,,,,,,
بن,طالب,أبو,0845Maqrizi.ItticazHunafa,,,,,855,,,,,,,
بن,عمر,أبو,0463IbnCabdBarr.IstidhkarJamic,,,,,1427,,,,,,,
بن,لعلي,شفاها,0548Shahrastani.MilalWaNihal,,,,,1546,0,,,,,,
بن,محمد,الشريف,0207Waqidi.Maghazi,,,,,531,,,,,,,
بن,محمد,الشريف,0257IbnCabdHakam.FutuhMisr,0346Mascudi.TanbihWaIshraf,,,,781,,,,,,,
بن,محمد,الشريف,0257IbnCabdHakam.FutuhMisr,0487AbuCubaydBakri.MasalikWaMamalik,,,,782,,,,,,,
بن,محمد,الشريف,0257IbnCabdHakam.FutuhMisr,,,,,780,,,,,,,
بن,محمد,الشريف,0350MuhammadKindi.FadailMisr,,,,,1414,,,,,,,
بن,محمد,الشريف,0350MuhammadKindi.WulatMisr,0889IbnAhmadSakhawi.TuhfatAhbab,,,,1626,,,,,,,
بن,محمد,الشريف,0350MuhammadKindi.WulatMisr,,,,,1678,,,,,,,
بن,محمد,الشريف,0458IbnSidaMursi.MuhkamWaMuhit,,,,,1598,,,,,,,
بن,محمد,الشريف,0544QadiCiyad.TartibMadarik,0748Dhahabi.TarikhIslam,,,,1365.1366,,,,,,,
بن,محمد,الشريف,0544QadiCiyad.TartibMadarik,0845Maqrizi.Muqaffa,,,,1367,,,,,,,
بن,محمد,الشريف,0692IbnCabdZahir.RawdaBahiyya,,,,,1458,,,,,,,
بن,محمد,العماد,0665AbuShama.Rawdatayn,,,,,1255,,,,,,,
بن,محمد,الفاضل,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,992.993,,,,,,,
بن,وزيد,قتادة,0204Shafici.AhkamQuran,0204Shafici.TafsirShafici',0541IbnCatiyyaAndalusi.MuharrarWajiz,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran,,530,0,,,,,,
بن,وزيد,قتادة,0204Shafici.AhkamQuran,0204Shafici.TafsirShafici',0845Maqrizi.KhabarCanBashar,,,529,,,,,,,
بن,وسعيد,مجاهد,0257IbnCabdHakam.FutuhMisr,0347IbnYunusSadafi.Tarikh,,,,66,0,,,,,,
بن,وسعيد,مجاهد,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,,,,67,,,,,,,
بن,وسعيد,مجاهد,0257IbnCabdHakam.FutuhMisr,,,,,68,,,,,,,
بن,يحيى,ابنه,0310Tabari.Tarikh,0421Miskawayh.Tajarib,0630IbnAthirCizzDin.Kamil,,,1652,0,,,,,,
بن,يحيى,ابنه,0310Tabari.Tarikh,0421Miskawayh.Tajarib,,,,1653,,,,,,,
بن,يحيى,ابنه,0421Miskawayh.Tajarib,0630IbnAthirCizzDin.Kamil,,,,1654,,,,,,,
بني,يا,لا,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,1655,0,,,,,,
بين,مفاوضة,وجرت,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,978,0,,,,,,
بين,مفاوضة,وجرت,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,976,,,,,,,
بين,مفاوضة,وجرت,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,979,,,,,,,
بين,مفاوضة,وجرت,0845Maqrizi.Muqaffa,0845Maqrizi.MusawwadatMawaciz,,,,977,,,,,,,
تاريخ,في,الأدفوي,0692IbnCabdZahir.RawdZahir,,,,,629,1,,0748Adfuwi,,,,
تاريخه,في,المسبحي,0346Mascudi.MurujDhahab,0930IbnIyas.NuzhatUmam,,,,685,1,,0420Musabbihi.AkhbarMisr,,,,
تاريخه,في,المسبحي,0911Suyuti.HusnMuhadara,,,,,1421,,,,,,,
تعالى,قوله,في,0257IbnCabdHakam.FutuhMisr,0347IbnYunusSadafi.Tarikh,,,,66,0,,,,,,
تعالى,قوله,في,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,,,,67,,,,,,,
تعالى,قوله,في,0257IbnCabdHakam.FutuhMisr,,,,,68,,,,,,,
تقوم,لا,المملكة,0809IbnDuqmaq.NuzhatAnam,,,,,1239,0,,,,,,
ثان,هو,الفارسي,0458IbnSidaMursi.MuhkamWaMuhit,,,,,1615,,,,,,,
ثقة,السعيد,القاضي,0440AbuRayhanBiruni.AtharBaqiya,0930IbnIyas.NuzhatUmam,,,,700,,,,,,,
ثلاث,بالقرآن,خلوت,0279Baladhuri.AnsabAshraf,0630IbnAthirCizzDin.Kamil,,,,1629,0,,,,,,
ثمان,سنة,في,0346Mascudi.MurujDhahab,0930IbnIyas.NuzhatUmam,,,,685,0,,,,,,
جاء,قد,بعضهم,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,1543,0,,,,,,
جبير,بن,خوات,0182AbuYusufYacqub.Kharaj,0251IbnZanjawayh.Amwal,,,,306,0,,,,,,
جعفر,أبو,الإمام,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,397,,,,,,,
جعفر,أبو,الإمام,0300IbnKhurdadhbih.MasalikWaMamalik,0930IbnIyas.NuzhatUmam,,,,396,,,,,,,
جعفر,الفضل,أبو,0596IbnWasifShah.MukhtasarCajaibDunya,,,,,537,,,,,,,
