,reuser,ms_count
162,0950IbnSabat.SidqAkhbar,2
150,0571IbnCasakir.TarikhDimashq,2
161,0726IbnSuqaci.TaliWafayat,2
160,0730ShaficIbnCali.HusnManaqib,2
138,0346Mascudi.TanbihWaIshraf,2
158,0615MuwaffaqDinShafici.MurshidZuwwar,2
202,0974IbnHajarHaytami.FatawaHadithiyya,2
170,0488IbnFutuhHumaydi.JamcBaynaSahihayn,2
111,0911Samhudi.wafa,2
128,0542IbnMunjibTajRiyasaIbnSayrafi.Ishara,2
78,0815Ghuzuli.MatalicBudur,2
77,0505Ghazali.Fadaih,2
54,0538JarAllahZamakhshari.RabicAbrar,2
52,0375AnonymousTranslator.TarikhCalamUrusiyus,2
129,0606IbnMamati.QawaninDawawin,2
49,0928MujirDinCulaymi.FathRahman,2
82,0597IbnJawzi.Muntazam,2
39,0420Musabbihi.AkhbarMisr,2
32,0646IbnQifti.IkhbarCulama,2
31,0629CabdLatifBaghdadi.IfadaWaIctibar,2
30,0649MuhammadIdrisi.Anwar,2
28,0725BaybarsMansuri.ZubdatFikra,2
16,0850ShihabDinIbshihi.Mustatraf,2
13,0600KatibMarrakushi.Istibsar,2
38,0775IbnAbiWafa.JawahirMudiya,2
96,0725BaybarsMansuri.MukhtarAkhbar,2
51,0360HamzaIsfahani.TarikhSini,2
109,0911Samhudi.WafaWafa,2
124,0542IbnBassamShantarini.Dhakhira,2
106,0759Yusufi.NuzhatNazir,2
110,0816AbuBakrMaraghi.TahqiqNusra,2
102,0845Maqrizi.DhahabMasbuk,2
112,0911Suyuti.ShaddAthwab,2
104,0927Nucaymi.DarisFiMadaris,2
35,0626YaqutHamawi.MucjamBuldan,3
34,0367IbnHawqal.SuratArd,3
33,0900IbnCabdMuncimHimyari.RawdMictar,3
183,0816IbnMuhammadSharifJurjani.SharhMawaqif,3
193,0324Ashcari.MaqalatIslamiyyin,3
50,0456IbnHazm.FisalFiMilal,3
108,0911Suyuti.HawiLiFatawi,3
185,0631SayfDinAmidi.AbkarAfkar,3
36,0257IbnCabdHakam.FutuhMisr,3
76,0429IbnTahirBaghdadi.FarqBaynaFiraq,3
103,0852IbnHajarCasqalani.DurarKamina,3
79,0460Anonymous.DhakhairTuhaf,3
46,0927Culaymi.UnsJalil,3
88,0421Miskawayh.Tajarib,3
146,0874IbnTaghribirdi.MawridLatafa,3
9,0375IkhwanSafa.Rasail,3
147,0832TaqiFasi.Muqnic,3
101,0832TaqiFasi.CiqdThamin,3
137,0617IbnTuwayr.NuzhatMuqlatayn,3
105,0852IbnHajarCasqalani.InbaGhumr,3
61,0347IbnYunusSadafi.Tarikh,4
66,0470MuayyadFiDinShirazi.Sira,4
22,0310Tabari.Tarikh,4
132,0739ShamsDinJazari.HawadithZaman,4
75,0692IbnCabdZahir.RawdaBahiyya,4
81,0774IbnKathir.Bidaya,4
169,0456IbnHazm.IhkamFiUsulAhkam,4
44,0697IbnWasil.MufarrijKurub,4
25,0845Maqrizi.Bayan,5
2,0902Sakhawi.DawLamic,5
148,0759MufaddalIbnAbiFadail.NahjSadid,5
57,0654SibtIbnJawzi.MiratZaman,5
186,0548Shahrastani.MilalWaNihal,6
70,0732AbuFida.MukhtasarFiAkhbar,6
59,0660IbnCadim.BughyatTalab,6
114,0855BadrDinCayni.CiqdJuman,6
107,0843IbnKhatibNasiriyya.DurrMuntakhab,7
15,0440AbuRayhanBiruni.AtharBaqiya,7
56,0821Qalqashandi.Maathir,7
19,0588IbnMamun.AkhbarMisr,7
45,0749ZaynDinIbnWardi.Tarikh,7
221,0400IbnTahirMaqdisi.BadWaTarikh,7
99,0764IbnShakirKutubi.FawatWafayat,8
47,0809IbnDuqmaq.NuzhatAnam,9
27,0692IbnCabdZahir.RawdZahir,9
68,0677IbnMuyassar.AkhbarMisr,9
60,0350Balawi.SiratAhmadIbnTulun,9
43,0807IbnFurat.TarikhDuwal,11
58,0748Dhahabi.TarikhIslam,11
48,0726Yunini.DhaylMiratZaman,11
11,0487AbuCubaydBakri.MasalikWaMamalik,11
41,0630IbnAthirCizzDin.Kamil,11
42,0808IbnKhaldun.Tarikh,13
12,0596IbnWasifShah.MukhtasarCajaibDunya,15
100,0874IbnTaghribirdi.ManhalSafi,16
120,0911Suyuti.HusnMuhadara,21
14,0600PseudoMascudi.AkhbarZaman,22
72,0889IbnAhmadSakhawi.TuhfatAhbab,24
10,0736IbnDawadari.KanzDurar,25
3,0845Maqrizi.DurarCuqud,30
8,0845Maqrizi.KhabarCanBashar,35
98,0764Safadi.AcyanCasr,37
40,0749IbnFadlAllahCumari.MasalikAbsar,38
55,0821Qalqashandi.SubhAcsha,40
26,0764Safadi.WafiBiWafayat,41
24,0874IbnTaghribirdi.NujumZahira,51
18,0350MuhammadKindi.WulatMisr,52
7,0733Nuwayri.NihayatArab,62
0,0845Maqrizi.MusawwadatMawaciz,64
20,0845Maqrizi.ItticazHunafa,71
21,0845Maqrizi.Suluk,75
1,0930IbnIyas.NuzhatUmam,77
23,0845Maqrizi.Muqaffa,95
228,None,562
