begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
829	1	1262	583	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2749	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1041	269	امير المءمنين عز الاسلام فخر الانام نظام الدين امير الجيوش سيف الاسلام ناصر الامام كافل قضاة المسلمين وهادي دعاة المءمنين --ثم --اس--تقر- من نعوته السيد -الاجل ا--مير--- -الجيوش سيف الاس----ل--ا-م ناصر ال--امام كافل --قضاة --المسل-مين وهادي --د---عاة -ال----مءمن-------ين -عضد ---ا-ل--له -به ال------دين و--ا--متع بط---ول------ ب-قاءه -------امير ال-مءمن-ين -----وا--دا-م ---قدرته --وا--ع-لي -كل--مته --ا-بو -عبد -ا--لله- ----ابن -----الامير -نور الدو-لة ابي- --شجا-ع فاتك ا-بن -الا-مير منجد الدولة ابي ال-حسن مختار ا--ب-ن ال-----ام--ير- -ا--مين ال-دولة ابي -علي المعروف باب---ن ---ا-	امير المءمنين عز الاسلام فخر الانام نظام الدين امير الجيوش سيف الاسلام ناصر الانام كافل قضاة المسلمين وهادي دعاة المءمنين وكان يجلس بداره في -يومي الاحد والاربعاء للراحة والنفقة في- العسكر البساطية الي الظهر ثم يرفع النفقة ويحط السماط ويجلس بعد العصر والكتاب بين يديه فينفق في الراجل الي اخر النهار وفي يوم الجمعة يطلق للمقرءين بحضرته خمسة دنانير ولكل من هو مستمر القراءة علي بابه من الضعفاء والاجراء مما هو ثابت باسماءهم خمسماءة درهم ولبقية الضعفاء والمساكين خمسماءة درهم اخري فاذا توجه يوم الجمعة الي القرافة يكون المبلغ المذكور مستقرا لاربابه ولم يزل الي ليلة السبت الرابع من رمضان	2749	1041	-9212000430605095826	-8845267750598617777	202	584	46.0616455078125	19	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
223	927	1023	1575	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1368	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1469	270	اقام مدة علي هذه الحال من امره فلما مات فخر الملك في سنة ثنتي عشرة واربعماءة شرع في اصلاح امير المءمنين القادر بالله واستعطاف رايه وابراء ساحته عنده فيما ظن به وقدر فيه وعاد الي بغداد واقام بها اياما ثم مضي الي ابي المنيع ----------------------------------------------------قرواش بن المقلد امير العرب وسار معه الي الموصل فاقام بها مديدة يسيرة وخافه المعروف بابن ابي الوزير وزير ومدبر امور دولته فحمل اليه مالا كثيرا وتقدم اليه بالرحيل فسار عن الموصل الي ديار بكر فاقام عند اميرها نصير الدولة ابي نصر احمد بن مروان الكردي مدة علي سبيل الضيافة ثم خوطب في التصرف ففعله بعد اباء شديد وامتناع كثير وكان لبسته اذ ذاك المرقعة والصوف فلم تمض الا مدة يسيرة حتي غير ذلك اللباس وانكشف حاله لجميع الناس وجرت حاله علي ما ا قال وقد ابتاع غلاما تركيا كان يهواه قبل ان يبيعه منه مولاه الوافر تبدل من مرقعة ونسك بانواع الممسك والصنوف وعن له غزال ليس يحوي هواه ولا رضاه	امام المجد يبني ويهدم وليس حليما من تباس يمينه فيرضي ولكن من تعض فيحلم فسير اليه امانا بخطه وتوجه ابن المغربي قبل وصول امان الحاكم اليه الي بغداد وبلغ القادر بالله خبره فاتهمه بانه قدم في فساد الدولة العباسية فخرج الي واسط واستعطف القادر فعطف عليه وعاد الي بغداد ثم مضي الي قرواش بن المقلد امير العرب وسار معه الي الموصل فاقام بها مدة وخافه وزير قرواش فاخرجه -------------------------------------------------------------------------------------------الي ديار بكر فاقام عند اميرها نصير الدولة ابي نصر احمد بن مروان الكردي وتصرف له وكان يلبس في هذه المدة المرقعة والصوف فلما تصرف غير لباسه وانكشف حاله فصار كمن قيل فيه -------------------------------------------------------------------------------------------------وقد ابتاع غلاما تركيا كان يهواه قبل ان يبتاعه ----------------تبدل من مرقعة ونسك بانواع الممسك والشفوف وعن له غزال ليس يحوي هواه ولا رضاه	1368	1469	-1429128685325188557	-7088676402616566306	213	852	31.690141677856445	46	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
149	464	812	1381	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1325	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0196	344	-ري -لعياله رزقا كان -لابيهم عفا-- -ا-لله -عنه -و--رحمه وابو- زنب---ور هذا-- -هو ال--ذي -هدم ميدان -احمد بن -----طول--ون -وقصره فهدم ذل---ك كل---ه -في شهر--- رم-ضان- سنة ثل--ا-ث وتسعين --و--ماءتين وباع ان--قاضه -فدثر --ك-ان --لم --يك--ن -------وقيل ---فيه ا--شعار- ---------كثي------ر-ة ذكر ال--قا----ضي ابو عمرو عثمان النابلسي في كتاب حسن السريرة في اتخاذ الحصن بالجزيرة انه ر-ا-ي كتا-با- --ي-شتمل علي ----ثنتي ---عشرة -كر-ا--سة مضمو--مة --في ----فهرست شعراء -مي---دان احمد- ب-ن طولون فا-ذا -----كان -اسم- ال----شعراء ---ب --في اثنتي ع---شرة -ك------راسة ف-كم يكون شعره---م وقد-- -بادوا وبادت -اشعارهم الا -ق-ليلا ا-بو عبد- -ا---ل-له -الشيعي -ا الحسين بن احمد بن م----حمد بن- زك-ريا--- -ابو -عبد الله ا-ل---شي--ع--ي ال---داعي -يعرف -بابن ---ا---بي ال---م---ل--ا---حف المحتسب اصله من الكو--فة ---من-- -را-م هر---مز وكان محتسبا --بسوق الغزل --من البصرة -وق-يل- -ال--م-حتسب- ---انما ه-و اخوه ا----ب----و -ا--لعبا-س محمد --	ترك البواقي في ا-يام الخليفة الامر باحكام الله ووزارة المامون البطاءحي ورايت بخط الاسعد بن مهذب بن زكريا بن مماتي الكاتب المصري سالت القاضي الفاضل عبد الرحيم كم كانت عدة العساكر في عرض ديوان الجيش لما كان سيدنا يتولي ذلك في ايام رزيك بن الصالح فقال اربعين الف فارس ونيفا وثلاثين الف راجل من السودان وقال ابو عمرو عثمان النابلسي في كتاب حسن السريرة في اتخاذ الحصن بالجزيرة ان ضرغاما لما ثار علي شاور وفر شاور الي السلطان نور الدين محمود بن زنكي بدمشق يستنجد به علي ضرغام ويعده بانه يكون ناءبا عنه بمصر ويحمل اليه الخراج انشا لنور الدين عزما لم يكن فجهز الف فارس وقدم عليه اسد الدين شيركوه وامره بالتوجه فابي وقال لا امضي ابدا فان هلاكي ومن معي وسوء ما سمعه السلطان معلوم من هنا وكيف امضي بالف فارس ا-لي اقليم فيه عشرة الاف فارس وماءة سبهبد فيها عشرة الاف مقاتل واربعون الف عبد وقوم مستوطنون في اوطانهم فرايت حرابتهم ونحن ناتيهم من تعب السفر بهذه ال-عدة القليلة قال ثم اجابه بعد ذلك هذا اعزك الله بعد ما كانت عساكر احمد بن	1325	196	2629348681729726716	-4582550888660218277	227	920	37.39130401611328	13	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
153	10	560	582	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0869	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0691	233	ا-بعا- -ل--ان -ا--لا-ول ---تدو-ي-----ن عمر----و بن ---ا----لعا-صي و-ا---لثان-----ي-- تدوين --عبد -ال-عزيز بن مروان والثالث -تدوين -قرة بن -----شريك ---وا-ل-رابع--- -تدوين --بشر --هذا--- ثم--- ورد --كت---اب -يزيد علي بشر بتا-مي-ره علي افريقية فخرج اليها في شوال سنة اثنتين وماءة واستخلف اخاه حن-----------ظلة بن صفوان علي مصر فلما دخل افر--يقية ب--لغه ا---ن -عبد ال---له بن --موسي بن- نصير ---هو -ا---ل----ذي ---دس--- -----ب---قتل يزيد بن ابي -مسلم ف------كتب- --الي يزيد -فا-مره -بقت---له ف--قت--له- ثم--- -وفد بشر -الي يزيد بهدايا جليلة فب--لغه لم--ا -قد---م-- مصر- -وفاة -ي	الصلات الي ان مات لاحدي عشرة وقيل لسبع عشرة خلت من رمضان سنة احدي وماءة فكانت ولايته سنتين ونصفا فولي بشر بن صفوان -الكلبي من قبل يزيد بن عبد الملك قدمها لسبع عشرة خلت من رمضان سنة احدي وماءة وفي امرته نزل الروم تنيس ثم ولاه يزيد علي افريقية فخرج اليها في شوال سنة اثنتين وماءة واستخلف اخاه حنظلة فولي حنظلة بن صفوان -باستخلاف -اخيه فاقره يزيد بن عبد الملك وخرج الي الاسكندرية في سنة ثلاث وماءة واستخلف عقبة بن مسلمة التجيبي وكتب يزيد بن عبد الملك في سنة اربع وماءة بكسر الاصنام والتماثيل فكسرت كلها ومحيت التماثيل ومات يزيد بن عبد الملك وبويع هشام بن عبد الملك فصرف حنظلة في	869	691	3234638543517188695	2728911449741916459	160	575	40.5217399597168	18	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
648	938	1383	1474	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2838	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1773	244	-بن محم-د --بن هبة الله بن علي بن ال-حسي-ن بن محمد بن عل-ي --بن م--حمد ----بن علي بن عمر بن الحسن -بن علي بن -علي --بن ال-----حسن --بن --ع-ل----ي --بن ---ابي -طا-----ل-ب علي-هم السلام ابو --جعف--ر العلوي ال-ح----سني ---ا-لطرا-بلس----ي ----ال----نسا---ب-ة ال--ملقب بالزكي امين ال-----دول-ة عرف بال-----ا--فطسي- ولد بطرابلس الشام في سنة اثنتين وستين واربعماءة واخذ علم النسب عن علي بن محمد بن بلقطة العلوي النسابة بطرابلس وقرا بها العربية علي الطليطلي وكتب علي طريقة ابي عبد الله ابن مقلة وقال الشعر ومدح بطرابلس ابا الحسن علي بن محمد بن عماد وغيره في سنة خمس وثمانين واربعماءة وهو اول ما ظهر من شعره ثم اعتقله فخر الدولة ابو علي عمار بن محمد بن عمار مدة وافرج عنه فخرج من طرابلس وقدم الي القاهرة في سنة احدي وخمسماءة ومدح الافضل -شا---هنشاه ابن امير ا-لجيوش بدر- -الجمالي -ثم -عاد ----الي --طرابلس ---وقدم- -عليه باهله- و----بنيه -في --سن--ة ثل--اث وخمسماءة وم-	ابو المجد وابو عبد الله بن -بركات النحوي ووجوه الدولة فلما اضجر من حضر نزل عن المنبر وقد حم فتقدم قيم الجامع وصلي ومضي الشريف الي داره فاعتل ومات وكان قد ولي قضاء عسقلان وغيرها ثم قدم الي مصر فولي الحكم بالمحلة وولي ديوان الاحباس وكان احد الاعيان الادباء العارفين بالنسب وم-ن الشعراء المجيدين والنحاة اللغويين ولد بطرابلس الشام في سنة اثنتين وستين واربعماءة --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------وقدم الي القاهرة في سنة احدي وخمسماءة ومدح الافضل ومات في سنة سبع عشرة او ثمان عشرة وخمسماءة وقد ترشح للنقابة بمصر ولم ينلها مع تطلعه -اليها وذيل كتاب ابي الغناءم الزيدي النس-ابة ومن	2838	1773	-8601227500781212727	2454965139809251396	171	860	28.372093200683594	19	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1179	1209	1484	1470	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1295	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1192	140	--ير- وقطع اكثر الرسوم التي كانت تطلق للاولياء من الاتراك وغيرهم وقطع اكثر ما كان من المطابخ واقتصر علي البعض وقطع ارزاق جماعة من اصحاب الراتب وفرق كثيرا من جوار في القصر علي الناس وكان فيه من الجواري والخدم عشرة الاف جارية وخادم فباع من اختار البيع واعتق من سال العتق كل ذلك طلبا للتوفير و--حمل ا--لي سلمان بن ف---	كثيرا وقطع اكثر الرسوم التي كانت تطلق لاولياء الدولة من الاتراك وقطع اكثر ما كان في المطابخ وقطع ارزاق جماعة وفرق كثيرا من جواري القصر وكان به -----------------------------------------------من الجواري والخدم عشرة الاف جارية وخادم فباع من اختار البيع واعتق من سال العتق -------طلبا للتوفير واصطنع احداث المغاربة فكثر	1295	1192	145476860013005229	-4731259518958558016	112	315	44.44444274902344	23	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1218	1	1599	319	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1964	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1956	296	وزير في يوم الجمعة الثامن من شعبان سنة اثنتين وعشرين وستماءة فدفن برباطه الذي كان بقرب داره وهو الان بجوار مدرسته وكان بعيد الغور جماعا للمال ضابطا له من الانفاق في غير واجب قد ملات مهابته الصدور وانقاد له علي الرغم والرضي الجمهور واخمد جمرات الرجال واضرم رمادا لم يخطر ايقاده علي بال وبلغ من الرتبة عند الملك الكامل انه بعث اليه بابنيه الملك الصالح نجم الدين ايوب والملك العادل -سي	وزير في يوم الجمعة --ثامن ---شعبان سنة اثنتين وعشرين وستماءة -----------------------------------------------------وكان بعيد الغور جماعا للمال ضابطا له من الانفاق في غير واجب قد ملات -هيبته الصدور وانقاد له علي الرغم والرضي الجمهور واخمد جمرات الرجال واضرم رمادا لم يخطر ايقاده علي بال وبلغ عند الملك الكامل بحيث -----انه بعث اليه بابنيه الملك الصالح نجم الدين ايوب والملك العادل ابي	1964	1956	-5194544045814696501	-3637715736001395620	241	382	77.48690795898438	52	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
656	291	1498	1441	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0819	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0779	460	ا--لعمل ال---زا-كي --ففا--ز-وا وادركوا- --ولا فضل الا -انني بك مءمن و---اني -بحب ----ال--م-صط--في م-تمسك ---وقا-ل السريع حللت ن-فسي من ---عقال ا--لهم-وم ب-----عقد-ي الطرف --بكتب -الع--لو----م-- --ا -لم-ا-- -------ر--ايت الح----ظ -بي ----قاعدا قعدت ا--ستانيه --حت-ي -يقوم وقا-ل الطويل-- ---وذي سفه -ا-ضحي يدير --لسا-نه بغيبته مني- علي- -صفح-- جل-د ولو شءت قول ال---سوء فيه ---وف----عل------ه -لما خا-نني --فيه-- لساني -ولا -يدي --وقال ا-لكامل -ا-ه-لا-- بغرة وجهك الحسن الذي غرر المحاسن اهله -وذووه ا--ن --زا--رن-ي فبفضل--ه -او --زر------ته فل-فضل--ه ف---الفضل --لا يعدوه وقال ال---ر-----م----ل----- -------حبذا الفسطاط من والدة جنبت اولادها در الجفا يرد النيل اليها كدرا فاذا مازج اهليها صفا لطفوا فالمزن لا يالفهم خجلا حين راهم الطفا وقال السريع يا -حبذا مجل---سن-ا -مجل-س-ا- -قد -حفت ال-نعمة -جل-ا--سه-- --ي-----جلو -علي------ه الغصن اعطافه --زهوا- ويهدي الزهر ا-نفاسه وقال-- في قصر ا-لنهار الك----ا-مل- و--------اها- --ليوم قد- -ل----هوت به --مقا-رب -الطرف-----ين مختصر- قطعت غزالته --مسا-فتها- --وثبا كمثل--- ال------لمح بالبصر -ل----م -تبد فيه -ا-لشمس --طا---لع---ة حتي تل-اه-ا ----ا-لليل -في ال-اثر- وقا-ل ال-رجز ------كا-نم-ا-- ال----هالة حول بدرها كما	احد علي الجسر الذي بين الجزيرة والفسطاط راكبا احتراما لموضع السلطان ويتنافي ليلة ذلك اليوم بطيارة مرتفعة علي جانب ال-نيل فقلت نزلنا من الفسطاط احسن منزل بحيث امتداد النيل قد دار كالعقد وقد جمعت فيه المراكب سحرة كسرب قطا اضحي يزف علي ورد واصبح يطغي الموج فيه ويرتمي ويطغو حنانا وهو يلعب بالنرد غدا ماءه كالريق ممن احبه -فمدت- عليه حلية من حلي الخد وقد كان مثل الزهر من قبل مدة فاصبح لما زاده المد كالورد قلت هذا ل-اني لم اذق في المياه احلي من ماءه وانه يكون -قبل ال-مد الذي يزي به ويفيض علي اقطاره ابيض فاذا كان عباب النيل صار احمر وانشدني علم الدين فخر الترك ايدمر عتيق وزير الجزيرة في مدح الفسطاط واهلها حبذا الفسطاط من والدة جنبت اولادها در الجفا يرد النيل اليها كدرا فاذا مازج اهليها صفا لطفوا فالمزن لا يالفهم خجلا لما راهم الطفا و-لم ار في اهل البلاد الطف من اهل الفسطاط حتي انهم الطف من اهل القاهرة وبينهما نحو ميلين وجملة الحال ان اهل الفسطاط في نهاية من اللطافة واللين في الكلام وتحت ذلك من الملق وقلة المبالاة برعاية قدم الصحبة وكثرة الممازجة والالفة ما يطول ذكره واما ما يرد علي الفسطاط من متاجر البحر الاسكندراني والبحر الحجازي فانه فوق ما يوصف وبها مجمع ذلك لا بالقاهرة ومنها تجهز الي القاهرة وساءر البلاد وبالفسطاط مطابخ السكر والصابون ومعظم -ما	819	779	-7687223919121058397	7491954811579625619	318	1158	39.723663330078125	25	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
355	817	900	1536	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1955	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0689	165	ان عليه بالامرة ويسلم عليهما بالامرة وشهدا وقعة دير الجماجم فلما انهزم ابن الاشعث عاد عبد الله الي الشام وغزا الروم سنة ثلاث وثمانين وفتح طرندة واسكن فيها عدة من المسلمين ثم غزا سنة اربع وثمانين ففتح المصيصة وبني حصنها ووضع فيها ثلاثماءة مقاتل من ذوي الباس فكان اول من انزل فيها المسلمين وبني ايضا مسجدها ولايته مصر ثم ولاه ابوه مصر بعد موت عبد العزيز بن مروان وجعل اليه الصلاة والخراج معا فدخل الفسطاط -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------يوم الاثنين لاحدي عشرة خلت من جمادي الاخرة سنة ست وثمانين وهو يومءذ ابن سبع وعشرين سنة وقد تقدم اليه ابوه ان ي-عفي اثار عمه عبد العزيز فاستبدل	ابي العاص ابو الاصبغ ولي من قبل ابيه لهلال رجب سنة خمس وستين علي الصلات والخراج ومات ابوه وبويع من بعده عبد الملك بن مروان فاقر اخاه عبد العزيز ووقع الطاعون بمصر سنة سبعين فخرج عبد العزيز منها ونزل حلوان فاتخذها دارا وسكنها وجعل بها الاعوان وبني بها الدور والمساجد وعمرها احسن عمارة وغرس نخلها وكرمها وعرف بمصر وهو اول من عرف بها في سنة احدي وسبعين وجهز البعث في البحر لقتال ابن الزبير في سنة اثنتين وسبعين ثم مات لثلاث عشرة خلت من جمادي الاولي سنة ست وثمانين فكانت ولايته عشرين سنة وعشرة اشهر وثلاثة عشر يوما فولي عبد الله بن عبد الملك بن مروان من قبل ابيه علي صلاتها وخراجها فدخل يوم الاثنين لاحدي عشرة خلت من جمادي الاخرة سنة ست وثمانين وه---و--- ابن تسع وعشرين سنة وقد تقدم اليه ابوه ان يقتفي اثار عمه عبد العزيز فاستبدل	1955	689	9030930197665428896	-1143935578608532465	123	725	22.758621215820312	23	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
662	285	1001	674	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0532	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1484	214	ب- وهو احمد بن ---حنبل -بن -هل-------ال-- بن اسد بن- ادريس بن ---عبد الله بن حي--ان -بياء -مثناة -تحتية بعد الحاء ابن -عبد الله --بن ا---نس --ب-ن -عو----ف بن قاسط بن مازن بن شيبان بن --ذهل بن ثعلبة بن عكابة بن صعب بن علي بن بكر بن واءل بن قاسط بن هنب بن افصي بن دعمي بن جديلة بن اسد بن ربيعة بن نزار -بن -م-عد بن -عدنان -بن -اد بن ا-دد بن ال--عمي--سع -بن- -حمل بن -نبت بن قيدار بن ---ا--سماع-يل بن --اب	بن عبد الله بن جعفر بن ابي طالب فخذ والتي في قيس بنو صبر-ة بن بكر بن اشجع بن ريث بن غطفان بن سعد بن قيس ب-ن عيلان فخذ واما التي في نزار ففي شيبان بنو صبرة بن -عوف بن محكم بن --ذهل بن شيبان بن ثعلبة بن عكابة بن صعب بن علي بن بكر بن واءل بن قاسط بن هن--ب------ بن دعمي بن جديلة بن اسد بن ربيعة بن نزار فخذ وما التي في يمن ففي لخم وجذام فاما التي في لخم فبنو صبرة بن بطيخ بن مغالة بن دعجان بن عميث بن كليب	532	1484	-3527548440346194832	-6329383024385484274	137	402	53.233829498291016	36	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
34	930	751	1484	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms3002	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0711	229	-ا ب--ابن --ح----لي------س وعب-د السلام- فضر--ب --ا-عناقهما -و---صلبهما يو--م ال-اثنين- -ل-ثنتي -عشرة بقيت من- --ذي الحجة -وسار متوجها الي الشام لغرة المحرم سنة خمس عشرة وماءتين في اتراكه ومجمع من الاساري فلقي ابو اسحاق امير المءمنين المامون وقد خرج من بغداد يريد غزو الروم فاجتمع به قبل دخوله الموصل فدخل معه الي الروم وسار الي ثم عاد الي بلاد الروم في سنة ست عشرة بابي اسحاق فاخذ حصنا واتي مصر في حر شديد وولي علي مصر عبدويه بن جبلة من الابناء وخرج عليه ناس من لخم بالحوف وحاربوه في شعبان فقاتلهم عيسي بن منصور الرافقي والي الحوف فظفر بهم تكليفه الافشين بقتال ثوار برقة والصعيد ثم قدم الافشين واسمه خيذر بن كاوس الصغدي ومعه علي بن عبد العزيز الحبروي في ثالث ذي الحجة فقتله يوم الاضحي وصرف عبدويه وخرج الي برقة وولي عيسي بن منصور ----------------الرافقي ف----انتق----ضت اس-فل ا-ل	واقبل ابو اسحاق الي مصر في اربعة الاف من اتراكه فقاتل اهل الحوف في شعبان ودخل الي مدينة الفسطاط لثمان بقين منه وقتل اكابر الحوف ثم خرج الي الشام -غرة المحرم سنة خمس عشرة وماءتين في اتراكه ومعه جمع من الاساري في ضر وجهد ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------شديد وولي علي مصر عبدويه بن جبلة من الابناء علي الصلاة فخرج ناس بالحوف في شعبان فبعث اليهم وحاربهم حتي ظفر بهم ثم قدم الافشين حيدر بن كاوس الصفدي الي مصر لثلاث خلون من ذي الحجة ومعه علي بن عبد العزيز الجروي لاخذ ماله فلم يدفع اليه شيءا فقتله ------------------------------------------وصرف عبدويه وخرج الي برقة وولي عيسي بن منصور بن موسي بن عيسي الرافعي فولي من قبل ابي اسحاق اول	3002	711	-3517150000025961024	-489732157929467182	169	780	29.35897445678711	27	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1368	1339	1508	1528	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0718	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0478	109	قبر ا--بن القاسم رحمهما الله -ا-----صبغ ب---ن -عبد ا--لعزي----ز -ا--لام-----------------وي --ا-- اصبغ --بن-- عبد العزيز بن مروان بن الحكم بن ابي العاص بن امية بن عبد شمس بن عبد مناف ا---بو	قال العبد الصالح ما شاء الله لا قوة الا بالله فقال اذكرتني شكرا يا غلام قل لانيتاس يزيد في عطاءه عشرة دنانير عبد العزيز بن مروان بن الحكم بن ابي العاص بن امية بن عبد شمس بن عبد مناف القرشي	718	478	-1522777057381822896	-4470423220960894341	78	189	57.671958923339844	18	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
28	705	1000	1548	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0834	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0690	188	يج وايوب بن شرحبيل قال اي الرجلين اقصد قالوا ايوب قال فهذا اردت وكتب الي ايوب بولايته وامر البريد بكتمان ذلك وان تكون موافاته يوم الجمعة فقدم الرسول ودفع الكتاب الي ايوب فراح كما كان يروح فركع قريبا من المنبر وعبد الملك بن رفاعة امير مصر يومءذ فلما اذن المءذن صعد ايوب المنبر فخطب الناس وصلي بهم الجمعة وانصرفوا وابن رفاعة لم يعلم وذلك في ربيع الاول سنة تسع وتسعين وجعل علي شرطه الحسن بن يزيد الرعيني فورد كتاب ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------عمر بن عبد العزيز بالزيادة في اعطيات الناس عامة ومنعت الخمر وكسرت اوانيها وعطلت حاناتها ثم صرف الحسن عن الشرط في رجب بالحارث بن ذاخر بن بهشم الاصبحي وكتب عمر بن عبد العزيز الي ايوب بفريضة للجند فقال الصق ذلك باهل البيوتات الصالحة فانما ب الناس معادن معادن وقسم للغارمين خمسة وعشرين الف دينار وقفل اهل قسطنطينية ونزعت مواريت القبط عن الكور واستعمل المسلمون عليها ومنع النساء الحمامات وشكي ضعف ايوب الي عمر بن عبد العزيز فقال ان ايوب زجرت به اعراق صالحة فلان لين الاشراف وقصد قصد السادة ومات عمر بن عبد العزيز في رجب سنة احدي وماءة واستخلف يزيد بن عبد الملك فاقر	عين وبني واستنبط قرة بن شريك بركة الحبش من الموات واحياها وغرس فيها القصب فقيل لها اصطبل قرة واصطبل القاش ثم مات وهو وال ليلة الخميس لست بقين من ربيع الاول سنة ست وتسعين واستخلف علي الجند والخراج عبد الملك بن رفاعة فكانت ولايته ست سنين واياما ثم ولي عبد الملك بن رفاعة بن خالد بن ثابت الفهمي من قبل الوليد بن عبد الملك علي صلاتها وتوفي الوليد واستخلف سليمان بن عبد الملك فاقر ابن رفاعة وتوفي سليمان وبويع عمر بن عبد العزيز فعزل ابن رفاعة فكانت ولايته ثلاث سنين ثم ولي ايوب بن شرحبيل بن اكسوم بن ابرهة بن الصباح من قبل عمر بن عبد العزيز علي صلاتها في ربيع الاول سنة تسع وتسعين فورد كتاب امير المءمنين عمر بن عبد العزيز بالزيادة في اعطيات الناس عامة وخمرت الخمر وكسرت وعطلت حاناتها وقسم للغارمين بخمسة وعشرين الف دينار ونزعت مواريث --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------القبط عن الكور واستعمل المسلمون عليها ومنع الناس الحمامات وتوفي عمر بن عبد العزيز ----------------------------------------------------------------------------------------------------------------------------واستخلف يزيد بن عبد الملك فاقر	834	690	7293329807706964823	5070293621069325669	141	1161	16.19293785095215	23	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
