begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	ch_match	align_len	matches_percentage	w_match	series_b1	series_b2
342	312	1006	1262	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1416	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0962	438	-ن -ب- وا--خر-ج الراس من مكان دا-ر-س وعطره وحمله في سفط الي ----دار ----وعمر --مشهد----ا -----وحم-------ل الراس------- علي صدره وسعي به ماشيا الي ان احله في مقره ثم نقل الرا-س من -عسقلان -------------------------------------------ف---و--------صل--- الي القاهرة----------------------- في يوم الاحد ثامن جمادي الاخرة سنة ثمان واربعين وخمسماءة -----ا----حضر -ال-ا--مير س--يف ال-م---------م-لكة تميم والي عسقلان والقاضي المءتمن بن مسكين مشارفها وجعل في القصر يوم الثلاثاء --عاشر--ه -وبني -ل---ه الم-وضع المعر-وف -با-لمشهد الحسي--------ني من ال--------ق-ا--هرة ومن -الناس -من -ي---ثبت ا---ن -هذا -هو راس ا--لحسين ---ومنهم من -ينفي-- ذل---ك قا--ل ابن عبد الظا-هر وسم--عت من -------يحكي --حكاية يستدل بها علي -ب--عض شرف هذا- الراس ال--م---با-رك- -وهي ان ال----سلطان الملك --النا--صر صلاح الدين يو-سف- -بن -ايو--ب لما ا--خذ --اهل -القصر و------شي----- -ل--ه ---بخا------دم له قدر -في الدولة --ال--مصرية وك--ان زمام -القصر وقيل ا-ن---------ه- يعرف الاموال ال-تي- --با-	بن ابي طالب رضي ال-له عنهم-ا- فاخرجه وعطره وحمله في سفط الي اجل دار بها وعمر المشهد فلما تكامل حمل الافضل الراس الشريف علي صدره وسعي به ماشيا الي ان احله في مقره --وقيل ان المشهد بعسقلان بناه امير الجيوش بدر الجمالي وكمله ابنه الافضل وكان حمل الراس الي القاهرة من عسقلان ووصوله اليها في يوم الاحد ثامن جمادي الاخرة سنة ثمان واربعين وخمسماءة وكان الذي وصل بالراس من عسقلان الامير سيف المملكة تميم والي-ها كان والقاضي المءتمن بن مسكين مشارفها وحصل في القصر يوم الثلاثاء العاشر من جمادي الاخرة المذكور ويذكر ان هذا الراس الشريف لما اخرج من المشهد بعسقلان وجد دمه لم يجف وله ريح كريح المسك فقدم به الاستاذ مكنون في عشاري من عشاريات الخدمة وانزل -به الي الكافوري ثم حمل في السرداب الي قصر الزمرذ ثم دفن عند قبة الديلم بباب دهليز الخدمة فكان كل من يدخل الخدمة يقبل الارض امام القبر وكانوا -ينحرون في يوم عاشوراء عند القبر الابل والبقر والغنم ويكثرون النوح والبكاء ويسبون من قتل الحسين ولم يزالوا علي ذلك حتي زالت دولتهم وقال ابن عبد الظاهر مشهد الام-ام الحسين صلوات	1416	962	-3958837404757237000	2737841132367830982	323	959	45.672576904296875	39	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1103	18	1569	496	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0202	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1883	275	--ق-- ابن الصوفي بالواح فاقام به سنتين ثم خرج الي الاشمونين في المحرم سنة تسع وخمسين فبعث اليه ابن طولون بابن ابي مغيث في خمسماءة فوجده قد سار الي اسوان لمحاربة ابي عبد الرحمن العمري ف-واقعه العمري و--قتل --من --اصحابه- مقتلة عظيمة وخلص ابن الصوفي الي اسوان فقطع لاهلها ثلاثماءة الف نخلة وافسد فيه-ا-- -----فبعث- -ا-ليه احمد بن -طولون --بابن --سيما-- عونا- --لبهم ب-ن ال-حسين ف-اض----طرب ا---م----ر ابن -ال-صوفي مع اصحا--به وفار-قهم الي عيذاب وركب البحر الي -م-كة واقام ب--------ه--ا -ثم قبض -عليه وبعث ----به ا-ل---ي ابن -طو--لون ---فلما وصل ال-ي-	فاقام ابن الصوفي بالواح--------- سنتين ثم خرج الي الاشمونين في المحرم سنة تسع وخمسين وسار -----------------------------------------------------الي اسوان لمحاربة ابي عبد الرحمن العمري فظفر به العمري وبجميع جيشه وقتل منهم مقتلة عظيمة ولحق ابن الصوفي ---باسوان فقطع لاهلها ثلاثماءة الف نخلة فبعث اليه ابن طولون بعثا فاضطرب امره مع اصحابه فتركهم ومضي الي عيذاب فركب البحر الي مكة فقبض عليه بها وحمل الي ابن طولون فسجنه ثم اطلقه فصار الي ال-مدي-نة ومات --بها وفي امارة هارون بن خمارويه بن احمد بن طولون انكر رجل من اهل مصر ا-ن يكون احد خيرا من اهل البيت	202	1883	-4843773683507449500	3344724269645795054	205	548	50.18247985839844	32	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1	531	1084	1595	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0275	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0731	635	واستخلف ابنه العباس وعاد لثمان خلون من شوال وامر ببناء المسجد الجامع علي الجبل وبناء المارستان للمرضي فبني لهم وورد عليه ---------كتاب المعتمد يستحثه في حمل الاموال فكتب اليه لست اطيق ذلك والخراج بيد غيري فانفذ المعتمد نفيسا الخادم --الي-----ه ب-تقليده الخراج بمصر وبولايته علي الثغور الشامية فتسلم ارض مصر وخراجها ثمانماءة الف دينار ديوانية فاقر احمد ابا ايوب احمد بن محمد بن شجاع علي الخراج خليفة له عليه وضج اهل الثغور من ولاتهم فعقد لطخشي بن بليزد علي طرسوس في جمادي الاولي سنة اربع وستين وتقدم ابو احمد الموفق الي موسي بن بغا ان يصرف احمد عن --مصر ويردها الي ماجور ---وهو والي دمشق -------يومءذ-- فتوقف ماجور لعجزه عن مقاومة ابن طولون فخرج موسي بن بغا -الي الرقة فبلغ ابن طولون انه ساءر اليه لمحاربته فبني احمد حصن الجزيرة ليحصن فيه ماله وحرمه واجتهد في المراكب الحربية واطافها بالجزيرة واستعد غاية الاستعداد --فاقام موسي بالرقة عشرة اشهر واحمد بن طولون في احكام اموره فاضطرب اصحاب موسي عليه ثم انه مات في صفر سنة اربع وستين ومات ماجور في دمشق و---خلفه ابنه علي بن ماجور -وهو صبي فخلا -ا ----ذرع-ه -ل-----و---فا-ة عبد -ا----لله --بن يحيي وموسي ب----ن ---بغا- و--م-----اجور --و--تح----رك- -للمسير الي---ه ---و--كتب ال---ي ابن م-اجور ا----ن يج--ه-ز الا-قاما-ت والانزال---- -ل--ميرة العساكر فا--جا	واستخلف ابنه العباس وقدم لثمان خلون من شوال وامر ببناء المسجد الجامع علي الجبل في صفر سنة تسع وخمسين وببناء المارستان للمرضي وورد كتاب المعتمد يستحثه في حمل الاموال فكتب اليه لست اطيق ذلك والخراج بيد غيري فانفذ المعتمد نفيسا الخادم بتقليد احمد بن طولون الخراج----- وبولايته علي الثغور الشامية فاقر ------------------------------------------------------ابا ايوب احمد بن محمد بن شجاع علي الخراج خليفة له عليه وعقد لطخشي بن بلبرد علي الثغور فخرج -------------------في جمادي الاولي سنة اربع وستين وتقدم ابو احمد الموفق الي موسي بن بغا في -صرف احمد بن طولون وتقليدها-- ماجور التركي والي دمشق فكتب اليه بذلك فتوقف------ لعجزه عن مقاومة ابن طولون فخرج موسي بن بغا ونزل الرقة فبلغ ابن طولون انه ساءر اليه فابتدا في بناء الحصن بالجزيرة ليكون معقلا لماله وحرمه في سنة ثلاث وستين واجتهد في عمل المراكب الحربية واظافها بالجزيرة فاقام موسي بالرقة عشرة اشهر واضطربت اموره ومات ---------------------------------------------في صفر سنة اربع وستين ومات ماجور --بدمشق واستخلف- ابنه علي بن ماجور فحرك ذلك احمد بن طولون علي المسير وكتب الي ابن ماجور انه ساءر اليه وامره باقامة الانزال والميرة فاجاب بجواب حسن وشكا اهل مصر الي ابن طولون ضيق المسجد الجامع يوم الجمعة بجنده وسودانه فامر ببناء المسجد الجامع بجبل يشكر فابتدا	275	731	1253125170434355185	1821092876333070224	496	1199	52.96080017089844	98	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
998	1	1215	286	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2839	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1774	136	وفي سر بدا ضوء بدر فافترقنا لضوءه فيا من راي بدرا ينم علي بدر وله- -ديوا-ن -شعر-- اكثره ف-ي -مد-ح فخر ال------م-ل------ك علي- ----------بن ------عمار ص----ا-حب-- -----طرا-بل-س ب و-في --مدح ال-افضل-- -امير الجيوش والمامون -البطاءح-ي ومن جيد شعره الطويل ااحب--اب-نا- -لو سرتم سير-ة -ال-هوي-	وفي سر بدا ضوء بدر فافترقنا لضوءه فيا من راي بدرا ينم علي بدر واهل المطالب يذكرون ان الافضل وجد بموضع الصهريج مطلبا فختم عليه اشهرا الي ان نقله وعمله صهريجا وبني عليه هذا المسجد وهذا الشرف الذي عليه جام-ع الفيلة منظرة في غاية الحسن لان في قبليه --بركة الحبش وبستان الوزير المغربي والعدوية	2839	1774	-8286839196924893214	7914995501719530632	99	288	47.22222137451172	14	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
0	799	136	945	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1108	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0398	120	-- ال----جيزة ونودي بالنفير في الفسطاط لعشر بقين من جمادي الاخرة فلم يتخلف عن الخروج الي الجيزة احد من الخاصة والعامة الا -ن--فر -ا يعذرون بعلة او	من الاسكندرية ونودي بالنضير في الفسطاط لعشر بقين من جمادي الاخرة فلم يتخلف عن الخروج الي الجيزة احد من الخاصة والعامة الا من عجز عن الحركة لمرض او	1108	398	1099743812776382676	-5956588399582414900	94	146	82.19178009033203	20	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1	982	492	1622	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1365	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1468	310	بالانصراف فقال لهم ابو القاسم -ا----بن ال--م--غربي ا-ن -ر-ح-ل--تم علي هذه -الصورة وقع الطمع فيكم------ -وان صبر-ت-------م---- حتي تف-------تحو-ا- ال--بل-د خافكم الحاكم وملكتم ا-لشام و----ال---ر-ا--ي -ا----ن تنا-دوا -في --السواد واطرا-ف ال--بلاد ----والجبال ب--اباحة ال-نهب- و--ا-لغني-م------ة -----فقبلوا-- -منه- و---------جسروا ونادوا في الناس فاجتمع لهم خلق كثير وزحفوا علي الرملة فملكوها وبالغوا في القتل والفتك ----فل-ما بلغ الحاكم هذ-ا انزع-ج- ------وكتب الي مفرج بن دغفل بن الجراح -يع-تبه ويحذره ---سوء -العاقبة --وي-------امره بارسال يارختكين ال-يه-- ووعده علي ذلك بخمسين الف دينار فبادر ابو ال-قاسم --ا-ب--ن ----ال-مغربي لما -بل--غ--ه --ذل	بن الجراح ف-اجاره وقلد الحاكم يارجتكين الشام فخافه ابن جراح لكثرة ع-ساكره فحسن له ابن ال-مغربي مهاجمته فطرق يارجتكين في مسيره علي غفلة واسره وعاد الي الرملة فشن الغارات علي رساتيقها وخرج العسكر الذي بالرملة فقاتل العرب قتالا شديدا كادت العرب ان تنهزم لولا ثبتها ابن المغربي واشار عليهم باشهار النداء باباحة النهب والغنيمة فثبتوا ونادوا في الناس فاجتمع لهم خلق كثير وزحفوا الي الرملة فملكوها وبالغوا في النهب والهتك والقتل فانزعج الحاكم لذلك انزعاجا عظيما وكتب الي مفرج بن جراح يحذره سوء العاقبة ويلزمه باطلاق يارجتكين من يد حسان ابنه وارساله ا---لي- القاهرة ووعده علي ذلك بخمسين الف دينار فبادر ابن المغربي لما بلغه ذلك الي حسان وما زال يغريه بقتل	1365	1468	2882890399455267324	8484621586659438498	237	647	47.913448333740234	23	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
335	1206	823	1490	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2607	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1463	132	محمد بن علي بن احمد بن ابراهيم بن الحسين ابو بكر ابن ابي الحسن ابن ابي بكر الماذراءي الكاتب متولي خراج مصر اول من تولي بمصر من الماذراءيين جده ابو بكر احمد بن ابراهيم الاطروش في ايام احمد بن طولون كما قد ذكر في ترجمته وولد محمد بن علي بنصيبين في ثالث عشر ربيع الاول سنة ثمان وخمسين وماءتين وقيل بل ولد لعشر خلون من شوال وقدم مصر في سنة اثنتين وسبعين هو واخوه ابو الطيب احمد بن علي وسنه خمس عشرة سنة وابوه علي بن احمد يملك النظر في جميع امور مصر خلافة لابي الجيش خمارويه بن احمد بن طولون و---	محمد بن علي بن احمد بن ابراهيم بن الحسين بن عيسي بن رستم المارداني احد عظماء الدنيا ولد بنصيبين لثلاث عشرة خلت من شهر -----------------------------------------------------------------------------------------------------------------------------------------ربيع الاول سنة ثمان وخمسين وماءتين وقدم الي مصر في سنة اثنتين وسبعين وماءتين وخلف اباه علي بن احمد المارداني ايام نظره في امور ابي ----------------------------------------------------------------------الجيش خمارويه بن احمد بن طولون وسنه	2607	1463	3517379857409150880	-3953635902630966188	98	491	26.8839111328125	22	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
988	1	1717	794	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2753	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0948	688	وبرسم الاخوة والاخوات والسيدة الملكة والسيدات والامير ابي علي واخوته والموالي والمستخدمات ومن استجد من الافضليات الفان واربعماءة وثلاثة واربعون دينارا ولم يكن للقصور في الايام الافضلية من الطيب راتب ------بل ----اذا وصلت الهدية والنجاوي من --بلاد اليمن-- تحمل --كلها الي الايوان وينفذ منها --------للافضل و---ي-----طلق للخليفة من جملتها ف--صار -في ال----ايام المامونية الطيب مياومة ومشاهرة ---وم-------------ا هو برسم الخاص الشريف في ال-شهر ند مثلث ثلاثون مثقالا عود صيفي ماءة وخمسة دراهم كافور قديم خمسة عشر درهما عنبر خام عشرون مث-قالا زعفران عشرون درهما ماء ورد ثلاثون رطلا وما هو برسم بخور المجلس -------في ال-شهر--- ايام السلام ند مثلث عشرة مثاقيل عود -----عشرون درهما كافور ---ب ثمانية دراهم زعفران شعر عشرة دراهم وما هو برسم بخور الحمام في كل ليلة جمعة عن اربع جمع في الشهر ند مثلث اربعة مثاقيل عود	وبرمس الاخوة والاخوات والسيدة الملكة والسيدات والامير ابي علي واخوته والموالي والمستخدمات ومن استجد من الافضليات الفان و-تسعماءة وثلاثة واربعون دينارا ولم يكن للقصور في الايام الافضلية من الطيب راتب فيذكر بل كان اذا وصلت الهدية وال-جاوي من البلاد اليمنية تحمل برمتها الي الايوان فينقل منها بعد ذلك للافضل والطيب المطلق للخليفة من جملتها فانفسخ هذا الحكم وصار المرتب من الطيب مياومة ومشاهرة علي ما ياتي ذكره ما هو برسم الخاص الشريف في كل شهر ند مثلث ثلاثون مثقالا عود صيفي ماءة وخمسة دراهم كافور قديم خمسة عشر درهما عنبر خام عشر-ة مثاقيل- زعفران عشرون درهما ماء ورد ثلاثون رطل----ا ---برسم بخور المجلس الشريف في كل شهر في ايام السلام ند مثلث عشرة مثاقيل عود صيفي عشرون درهما كافور قديم ثمانية دراهم زعفران شعر عشرة دراهم -ما هو برسم بخور الحمام في كل ليلة جمعة عن اربع جمع في الشهر ند مثلث اربعة مثاقيل عود	2753	948	4619088850671248499	2421872570203217750	560	805	85.46583557128906	104	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
437	782	1112	1596	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2776	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2034	277	-ه في--- -سنة ا-حدي-- و-سب-عين وستماءة --وما قبلها محمد -بن ال-فضل بن--- اعي----ن القيرواني م----------حم--د ---بن ال------فضل بن -اعين -----ا--بو --بكر الم-صري ----ثم ال--قيروان-ي نزل هن-اك وحدث عن محم-د --ب----ن ----رمح ---ومحمد بن -عبد -ال--------له بن عبد ال---حكم توفي سنة ا---حد-ي -وثلاثماءة الخطيب ا-لجعبري- محمد بن ابي الفضل بن سلطان بن عمار وقيل عامر بن تمام ابو عبد الله الجعبري الحلبي ويعرف بالخطيب ولد بقلعة جعبر في رجب سنة اربع وعشرين وستماءة وسمع بحلب من ابي عبد الله محمد بن حامد ابن ابي العميد القزويني وقدم الي القاهرة وحدث وسمع منه جماعة وبها مات -يوم الاثنين سادس عشر جمادي الاخرة سنة ثلاث عشرة وسبعماءة -كان صالحا كثير العبادة م-شتغلا -بما -يعنيه من الان-قطاع والعبادة زا---ه-----د----ا ور---عا --محمد -بن ---ال--فضل المعاف-ري م------حمد بن الفضل وقيل --محم-----د -بن ا-ل-فضيل ابن صالح المعافري -ي	له لياخذ بثار الخليفة وغلب علي الوزارة استخرج الظافر من هذا الموضع ونقله الي تربة الصر وبني موضعه هذا المسجد وسماه المشهد وعمل له بابين احدهما هذا الباب الموجود والباب الثاني كان يتوصل منه الي دار المامون البطاءحي التي هي اليوم مدرسة تعرف بالسيوفية وقد سد هذا الباب وما برح هذا المسجد يعرف بالمشهد الي ان انقطع فيه محمد بن ابي الفضل بن سلطان بن عمار بن تمام ابو عبد الله الحلبي الجعبري المعروف بالخطيب وكان صالحا كثير العبادة زاهدا منقطعا عن الناس ورعا وسمع الحديث وحدث وكان مولده في شهر رجب سنة اربع وعشرين وستماءة بقلعة جعبر ووفاته بهذا المسجد وقد طالت اقامته فيه يوم الاثنين سادس عشر جمادي الاخرة سنة ثلاث عشرة وسبعماءة ودفن بمقابر باب النصر رحمه الله وهذا المسجد من احسن مساجد القاهرة وابهجها مسجد الكافوري هذا المسجد كان في البستان ال-كافوري من القاهرة بن-اه ال-وزير المامون ابو عبد الله محمد بن فاتك البطاءحي في	2776	2034	-3976334739418634253	-5340518745044475763	200	817	33.9045295715332	19	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
406	1173	733	1565	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms1765	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0184	222	امون الفرما انشد الوافر لليلك كان بالميدا ن اقصر منه بالفرما غريب في قري مصر يقاسي الهم والسدما قدومه الي مصر وقدم --------------------------------------مصر لعشر خلون من المحرم سنة سبع عشرة وماءتين فسخط علي عيسي بن منصو----ر---- --ا---مي----ر- مصر وامر بحل لواءه واخذه بلباس البياض--------- وقال لم يكن هذا الحدث العظيم الا عن فعلك وفعل عما لك حملتم الناس ما لا يطيقون وكتمت-م الخبر حتي تفاقم	واخرجوا العمال وخلعوا الطاعة لسوء سيرة عمال السلطان فيهم فكانت بينهم وبين عساكر الفسطاط حروب امتدت الي ان قدم الخليفة عبد الله امير المءمنين المامون الي مصر لعشر خلون من المحرم سنة سبع عشرة وماءتين فسخط علي عيسي بن منصور الرافقي وكان علي امارة مصر وامر بحل لواءه واخذه بلباس البياض عقوبة له وقال لم يكن هذا الحدث العظيم الا عن فعلك وفعل عما-لك حملتم الناس ما لا يطيقون وكتمتني الخبر حتي تفاقم	1765	184	-8591386234362205112	-5683082062162835315	174	393	56.488548278808594	38	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
819	39	1264	579	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0529	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms1484	268	-- ابي- زنبور-- -الحسي-ن بن احمد ف---ي --و---لايته ---خ--راج مصر- م---رة -ثانية -ثم صرف با--بن ب-----سطام ---في- --سنة ---خ-مس و-تسعين و-ما-ءتي-ن ف---باشر خراج مصر حتي -مات --في-- سنة سب-ع -وتسع---ين --و-----م-اءتين --ف-ولي الخرا--ج ب----عد--ه ---ابنه ابو ا-لقاسم -علي بن احمد احمد بن -حنبل ا احمد بن- محمد بن حنبل بن هلال بن اسد بن ادريس بن عبد --الله بن حي-ان -بن -عبد ال------------له --ب-ن انس -----بن عوف بن قاسط بن مازن بن شيبان بن ذهلبن ثعلبة بن عكابة بن صعب بن علي بن بكر بن واءل بن قاسط بن هنب بن افصي بن دعمي بن جديلة بن اسد بن ربيعة بن نزار -بن -م-	بن اريش بن اراش بن جديلة بن لخم وفخذها بنو صبرة بن بطيخ ولهم حارة مجاورة للخطمة المعروفة اليوم بكوم دينار السايس وصبرة في خندف وفي قيس ونزار ويمن فالتي في خندف -في بني جعفر الطيار بنو صبرة بن جعفر بن داود بن محمد بن جعفر بن ا-براهيم بن محمد بن علي بن- عبد الله بن جعفر بن ابي طالب فخذ والتي في قيس بنو صبرة بن -بكر بن اشجع بن ريث بن غطفان بن سعد بن قيس بن عيلان فخذ واما التي في نزار ففي شيبان بنو صبرة بن عوف بن محكم بن -ذهل بن شيبان بن ------ثعلبة بن عكابة بن صعب بن علي بن بكر بن واءل بن قاسط بن هن--ب------ بن دعمي بن جديلة بن اسد بن ربيعة بن نزار فخذ وما	529	1484	4186366661151861013	-6329383024385484274	174	559	47.94275665283203	38	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
1115	1086	1374	1492	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms0116	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms0705	177	و--عه ثم ----ا-عا----ده -الرشيد علي ---مصر -عل---ي ----صلاتها ----وخرا--جها فكتب الي عسامة ---------يستخلفه --وبعث نصر بن كلثوم خليفته علي الخراج فقدم غرة ربيع الاول -------س-نة -س--------------------------------ت -و------سب-ع---ي-ن ------وم-----ا---ءة-------- ثم قدم ابراهيم للنصف من جمادي الاولي ---ف--جعل -علي شرطه خالد بن -يزيد --بن -المهلب بن -ابي- ---صفرة بعد --م--و--ت -عسام-----ة ----وما----ت ابراهيم	واحدة ثم ولي ابراهيم بن صالح بن علي بن عبد الله بن عباس ثانيا من قبل الرشيد فكتب الي عسامة بن عمرو فاستخلفه ثم قدم نصر بن كلثوم خليفته علي الخراج ---مستهل ربيع الاول وتوفي عسامة لسبع بقين من ربيع الاخر فقدم روح بن روح بن زنباع خليفة لابراهيم علي الصلاة والخراج ثم قدم ابراهيم للنصف من جمادي الاولي وتوفي وهو وال لثلاث خلون من شعبان فكان مقامه بمصر شهرين وثمانية عشر يوما وقام بالامر بعده ابنه صالح بن ابراهيم	116	705	-8248456990435727890	3660832650287079647	129	409	43.276283264160156	21	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
872	462	1399	1156	-8020384904724402078	-6636270028460100563	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed.ms2042	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown.ms2131	292	-ن النخع -بن عمرو بن علة بن ----جلد بن مال---ك بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان --------المذحجي- ال-نخعي --من ---سكا---ن الكوفة احد الاشر---ا-ف الشجعان ------المذكو-رين ومن --كبار- -ا-مرا-ء علي بن ابي طال---ب واحد امرا-ء مصر --اد-رك الجاهلي-ة --وروي -عن --عم-ر ---وعلي --وخا-لد بن- --ا----لول-يد ---وا--بي -ذر -رضي الله -عنهم- -رو-ي عنه ا-بنه ابر-اهي--م بن الاشتر ---وعبد ------الر----حم-ن بن زيد وعلق-مة --بن قيس ال-نخعي---ون وابو حسان الاعرج -واخرون ----روي له النسا----ءي -حدي--ثين وفوده علي عمر--- مع --قوم---ه م----ذ---حج قدم -من اليمن --في وفد --م-ذ--حج ال------ي -المدين----ة --ف--ي -خلافة عمر -----بن الخطاب رضي الله عنه ف---جعل -عم--ر -ينظر الي	من الاشعريين هم ولد سريع بن ماتع من بني الاشعر بن ادد بن زيد بن يشجب بن عريب بن زيد بن كهلان بن سبا بن يشجب بن يعرب بن قحطان وهم رهط ابي قبيل التابعي الذي خطته اليوم الكوم شرقي قناطر سقاية احمد بن طولون المعروفة بعفصة الكبيرة بالقرافة الخندق هذا -الخندق كا-ن بقرافة مصر قد دثر وعلي شفيره الغربي قبر الامام الشافعي رضي الله عنه وكان من النيل الي الجبل حفر مرتين مرة في زمن مروان بن- الحكم ومرة في خلافة الامين محمد بن هارون الرشيد ثم حفره ايضا القاءد جوهر قال القضاعي الخندق هو الخندق الذي في شرقي الفسطاط في المقابر كان الذي اثار حف-ره مسير مروان بن الحكم الي مصر وذلك في سنة خمس وستين وعلي مصر يومءذ عبد الرحمن بن عقبة بن جحدم الفهري من قبل عبد الله بن الزبير رضي الله عنه فلما بلغه مسير مروان الي	2042	2131	8092179727144874130	8986134013363085295	198	698	41.83381271362305	27	0845Maqrizi.Muqaffa.Sham19Y0145334-ara1.completed	0845Maqrizi.Mawaciz.Shamela0011566-ara1.mARkdown
