parent_cl_book,level_1_book,level_2_book,level_3_book,ms,row_id
['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,930,952
['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,930,953
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,931,954
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,931,955
['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster,935,960
['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster,940,964
['0588IbnMamun.AkhbarMisr'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",['0588IbnMamun.AkhbarMisr'],No Cluster,948,974
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,948,975
['0460Anonymous.DhakhairTuhaf'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,955,983
['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster,955,984
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,956,985
['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,959,987
['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,959,988
['0845Maqrizi.MusawwadatMawaciz'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,959,989
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,959,990
['0821Qalqashandi.SubhAcsha'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,984,1022
['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1005,1042
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1005,1043
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1005,1044
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1005,1045
['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1005,1046
['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,1006,1047
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1006,1048
['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1006,1049
['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1007,1050
['0617IbnTuwayr.NuzhatMuqlatayn'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,1007,1051
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1007,1052
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1008,1053
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1008,1054
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1008,1055
['0617IbnTuwayr.NuzhatMuqlatayn'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,1008,1056
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1009,1057
['0874IbnTaghribirdi.NujumZahira'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1009,1058
['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,1009,1059
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1009,1060
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1011,1064
['0821Qalqashandi.SubhAcsha'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1011,1065
['0821Qalqashandi.SubhAcsha'],['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,1011,1066
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1012,1067
['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1012,1068
['0821Qalqashandi.SubhAcsha'],['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,1012,1069
['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1020,1076
['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,1020,1077
['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,1020,1078
['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1021,1079
['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1021,1080
['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,1021,1081
['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1022,1082
['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,1022,1083
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,1024,1086
['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,1024,1087
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1024,1088
['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,No Cluster,1027,1092
"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,1040,1103
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1058,1119
['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster,No Cluster,1062,1121
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1073,1122
['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1084,1128
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1087,1130
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1087,1131
['0874IbnTaghribirdi.NujumZahira'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1087,1132
['0654SibtIbnJawzi.MiratZaman'],['0654SibtIbnJawzi.MiratZaman'],['0665AbuShama.Rawdatayn'],No Cluster,1110,1145
['0654SibtIbnJawzi.MiratZaman'],['0665AbuShama.Rawdatayn'],['0697IbnWasil.MufarrijKurub'],['0845Maqrizi.ItticazHunafa'],1110,1146
['0845Maqrizi.ItticazHunafa'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",No Cluster,No Cluster,1118,1149
['0845Maqrizi.Muqaffa'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,1118,1150
['0845Maqrizi.MusawwadatMawaciz'],['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,1122,1154
['0845Maqrizi.MusawwadatMawaciz'],['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,1123,1155
['0845Maqrizi.MusawwadatMawaciz'],['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,1123,1156
['0845Maqrizi.MusawwadatMawaciz'],['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,1123,1157
['0845Maqrizi.Muqaffa'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,1131,1161
['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster,1132,1162
['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,No Cluster,1143,1167
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1164,1177
['0764Safadi.WafiBiWafayat'],No Cluster,No Cluster,No Cluster,1176,1183
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,1183,1186
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,1185,1187
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,1187,1188
"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,1192,1193
['0832TaqiFasi.CiqdThamin'],['0845Maqrizi.DhahabMasbuk'],No Cluster,No Cluster,1194,1195
['0845Maqrizi.DhahabMasbuk'],['0832TaqiFasi.CiqdThamin'],No Cluster,No Cluster,1195,1196
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1206,1198
['0764Safadi.AcyanCasr'],No Cluster,No Cluster,No Cluster,1208,1199
['0764Safadi.AcyanCasr'],No Cluster,No Cluster,No Cluster,1210,1200
['0764Safadi.AcyanCasr'],No Cluster,No Cluster,No Cluster,1212,1201
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,1223,1204
['0458IbnSidaMursi.MuhkamWaMuhit'],No Cluster,No Cluster,No Cluster,1227,1205
['0764IbnShakirKutubi.FawatWafayat'],No Cluster,No Cluster,No Cluster,1234,1207
['0845Maqrizi.DurarCuqud'],['0807IbnFurat.TarikhDuwal'],['0807IbnFurat.TarikhDuwal'],No Cluster,1242,1209
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1247,1213
"['0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa']",No Cluster,No Cluster,No Cluster,1248,1214
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",['0764Safadi.AcyanCasr'],No Cluster,No Cluster,1256,1216
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",['0583SibtIbnTacawidhiShacir.Diwan'],No Cluster,No Cluster,1256,1217
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",['0764Safadi.AcyanCasr'],No Cluster,No Cluster,1256,1218
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1263,1220
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1268,1222
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1270,1223
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1271,1224
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1272,1225
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1274,1226
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,1277,1228
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,1278,1229
['0845Maqrizi.DurarCuqud'],['0845Maqrizi.Suluk'],No Cluster,No Cluster,1282,1231
['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster,1321,1241
['0855BadrDinCayni.CiqdJuman'],No Cluster,No Cluster,No Cluster,1336,1243
['0692IbnCabdZahir.RawdZahir'],No Cluster,No Cluster,No Cluster,1365,1248
['0650JamalDinJawbari.MukhtarFiKashfAsrar'],['0650JamalDinJawbari.MukhtarFiKashfAsrar'],No Cluster,No Cluster,1400,1259
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,1414,1263
['0816AbuBakrMaraghi.TahqiqNusra'],No Cluster,No Cluster,No Cluster,1416,1264
['0845Maqrizi.Muqaffa'],['0764Safadi.AcyanCasr'],No Cluster,No Cluster,1417,1265
['0615MuwaffaqDinShafici.MurshidZuwwar'],No Cluster,No Cluster,No Cluster,1464,1303
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,1468,1306
['0542IbnBassamShantarini.Dhakhira'],['0660IbnCadim.BughyatTalab'],No Cluster,No Cluster,1469,1307
['0660IbnCadim.BughyatTalab'],['0660IbnCadim.BughyatTalab'],No Cluster,No Cluster,1469,1308
['0660IbnCadim.BughyatTalab'],['0420Musabbihi.AkhbarMisr'],['0845Maqrizi.Muqaffa'],No Cluster,1470,1309
['0606IbnMamati.QawaninDawawin'],['0606IbnMamati.QawaninDawawin'],No Cluster,No Cluster,1475,1311
['0606IbnMamati.QawaninDawawin'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,1475,1312
['0606IbnMamati.QawaninDawawin'],['0606IbnMamati.QawaninDawawin'],No Cluster,No Cluster,1475,1313
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,1500,1319
['0732AbuFida.MukhtasarFiAkhbar'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1502,1320
['0749ZaynDinIbnWardi.Tarikh'],['0732AbuFida.MukhtasarFiAkhbar'],No Cluster,No Cluster,1503,1321
['0749ZaynDinIbnWardi.Tarikh'],['0732AbuFida.MukhtasarFiAkhbar'],['0690IbnMujawirDimashqi.TarikhMustabsir'],No Cluster,1503,1322
['0749IbnFadlAllahCumari.MasalikAbsar'],['0732AbuFida.MukhtasarFiAkhbar'],No Cluster,No Cluster,1504,1323
['0732AbuFida.MukhtasarFiAkhbar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1504,1324
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1507,1325
['0749IbnFadlAllahCumari.MasalikAbsar'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1508,1326
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1509,1327
['0845Maqrizi.Muqaffa'],['0350Balawi.SiratAhmadIbnTulun'],No Cluster,No Cluster,1517,1330
['0845Maqrizi.Muqaffa'],['0350Balawi.SiratAhmadIbnTulun'],No Cluster,No Cluster,1517,1331
['0350Balawi.SiratAhmadIbnTulun'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,1518,1332
['0350Balawi.SiratAhmadIbnTulun'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,1519,1333
['0350Balawi.SiratAhmadIbnTulun'],"['0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']",No Cluster,No Cluster,1519,1334
['0350Balawi.SiratAhmadIbnTulun'],No Cluster,No Cluster,No Cluster,1520,1335
['0911Suyuti.HusnMuhadara'],['0685IbnSacidMaghribi.Muqtataf'],No Cluster,No Cluster,1529,1343
['0911Suyuti.HusnMuhadara'],['0692IbnCabdZahir.RawdZahir'],No Cluster,No Cluster,1529,1344
['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,No Cluster,1537,1346
['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1549,1357
['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster,1550,1358
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1566,1360
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1567,1361
['0697IbnWasil.MufarrijKurub'],['0414AbuHayyanTawhidi.Basair'],No Cluster,No Cluster,1583,1375
['0725BaybarsMansuri.TuhfaMulukiyya'],No Cluster,No Cluster,No Cluster,1587,1377
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1588,1378
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1588,1379
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1591,1380
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1594,1381
['0749IbnFadlAllahCumari.MasalikAbsar'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1601,1383
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1606,1386
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1610,1387
['0749IbnFadlAllahCumari.MasalikAbsar'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1612,1389
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1615,1390
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1620,1391
['0458Bayhaqi.SunanKubra'],No Cluster,No Cluster,No Cluster,1624,1392
['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,No Cluster,1625,1393
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster,1626,1394
['0845Maqrizi.DurarCuqud'],"['0845Maqrizi.Suluk', '0845Maqrizi.DurarCuqud']",No Cluster,No Cluster,1641,1397
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1643,1398
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1644,1399
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1648,1400
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1651,1402
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1652,1403
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,1657,1404
['0911Suyuti.HusnMuhadara'],['0928MujirDinCulaymi.TarikhMuctabar'],No Cluster,No Cluster,1658,1405
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1660,1406
['0845Maqrizi.DurarCuqud'],['0845Maqrizi.Muqaffa'],['0759MufaddalIbnAbiFadail.NahjSadid'],No Cluster,1663,1407
['0845Maqrizi.DurarCuqud'],"['0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa']",No Cluster,No Cluster,1663,1408
['0845Maqrizi.DurarCuqud'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster,1664,1409
"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']",No Cluster,No Cluster,No Cluster,1665,1410
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1666,1411
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,1668,1412
['0911Suyuti.HusnMuhadara'],['0626YaqutHamawi.MucjamBuldan'],No Cluster,No Cluster,1681,1420
['0350MuhammadKindi.WulatMisr'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,1708,1438
['0692IbnCabdZahir.RawdaBahiyya'],['0261Khassaf.Hiyal'],No Cluster,No Cluster,1738,1448
['0692IbnCabdZahir.RawdaBahiyya'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster,1739,1449
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1744,1451
['0677IbnMuyassar.AkhbarMisr'],['0677IbnMuyassar.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,1762,1461
['0677IbnMuyassar.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,1762,1462
['0677IbnMuyassar.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,1763,1463
['0677IbnMuyassar.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,1763,1464
['0808IbnKhaldun.Tarikh'],No Cluster,No Cluster,No Cluster,1768,1466
['0458YahyaIbnSacidAntaki.Tarikh'],No Cluster,No Cluster,No Cluster,1769,1467
['0874IbnTaghribirdi.NujumZahira'],No Cluster,No Cluster,No Cluster,1780,1470
['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,1795,1473
['0692IbnCabdZahir.RawdZahir'],['0692IbnCabdZahir.RawdZahir'],['0845Maqrizi.Muqaffa'],No Cluster,1800,1476
['0692IbnCabdZahir.RawdZahir'],['0692IbnCabdZahir.RawdZahir'],No Cluster,No Cluster,1800,1477
['0726Yunini.DhaylMiratZaman'],"['0726Yunini.DhaylMiratZaman', '0726IbnSuqaci.TaliWafayat']",No Cluster,No Cluster,1801,1478
['0684IbnShaddad.TarikhMalikZahir'],No Cluster,No Cluster,No Cluster,1803,1479
['0874IbnTaghribirdi.ManhalSafi'],['0764Safadi.AcyanCasr'],No Cluster,No Cluster,1812,1482
['0874IbnTaghribirdi.ManhalSafi'],"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",['0845Maqrizi.Muqaffa'],No Cluster,1812,1483
"['0764Safadi.WafiBiWafayat', '0764Safadi.AcyanCasr']",No Cluster,No Cluster,No Cluster,1826,1488
['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,No Cluster,1831,1490
"['0874IbnTaghribirdi.NujumZahira', '0874IbnTaghribirdi.ManhalSafi', '0874IbnTaghribirdi.MawridLatafa']",No Cluster,No Cluster,No Cluster,1834,1492
['0626YaqutHamawi.MucjamUdaba'],['0764Safadi.WafiBiWafayat'],No Cluster,No Cluster,1839,1494
['0626YaqutHamawi.MucjamUdaba'],['0626YaqutHamawi.MucjamUdaba'],No Cluster,No Cluster,1839,1495
['0764Safadi.WafiBiWafayat'],['0626YaqutHamawi.MucjamUdaba'],No Cluster,No Cluster,1839,1496
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1841,1498
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1842,1499
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1844,1500
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,1847,1503
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,1857,1504
['0852IbnHajarCasqalani.InbaGhumr'],['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,1858,1505
['0456IbnHazm.IhkamFiUsulAhkam'],No Cluster,No Cluster,No Cluster,1863,1506
['0456IbnHazm.IhkamFiUsulAhkam'],['0456IbnHazm.IhkamFiUsulAhkam'],No Cluster,No Cluster,1864,1507
['0456IbnHazm.IhkamFiUsulAhkam'],['0456IbnHazm.IhkamFiUsulAhkam'],No Cluster,No Cluster,1864,1508
['0456IbnHazm.IhkamFiUsulAhkam'],['0726CallamaHilli.NihayatWusul'],No Cluster,No Cluster,1864,1509
['0456IbnHazm.IhkamFiUsulAhkam'],['0456IbnHazm.IhkamFiUsulAhkam'],No Cluster,No Cluster,1864,1510
['0456IbnHazm.IhkamFiUsulAhkam'],['0360Ramhurmuzi.MuhaddithFasil'],No Cluster,No Cluster,1866,1511
['0456IbnHazm.IhkamFiUsulAhkam'],['0488IbnFutuhHumaydi.JamcBaynaSahihayn'],No Cluster,No Cluster,1866,1512
['0456IbnHazm.IhkamFiUsulAhkam'],No Cluster,No Cluster,No Cluster,1867,1513
['0350MuhammadKindi.WulatMisr'],['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,1881,1524
['0350MuhammadKindi.WulatMisr'],['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,1882,1525
['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster,1887,1529
['0808IbnKhaldun.Tarikh'],No Cluster,No Cluster,No Cluster,1888,1530
['0808IbnKhaldun.Tarikh'],No Cluster,No Cluster,No Cluster,1889,1531
['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster,1890,1532
['0726CallamaHilli.NihayatWusul'],No Cluster,No Cluster,No Cluster,1892,1534
['0764Safadi.WafiBiWafayat'],No Cluster,No Cluster,No Cluster,1906,1540
['0324Ashcari.MaqalatIslamiyyin'],['0324Ashcari.MaqalatIslamiyyin'],No Cluster,No Cluster,1911,1544
['0324Ashcari.MaqalatIslamiyyin'],['0548Shahrastani.MilalWaNihal'],No Cluster,No Cluster,1911,1545
['0429IbnTahirBaghdadi.FarqBaynaFiraq'],No Cluster,No Cluster,No Cluster,1917,1548
['0630IbnAthirCizzDin.Kamil'],No Cluster,No Cluster,No Cluster,1924,1549
['0334Azdi.TarikhMawsil'],No Cluster,No Cluster,No Cluster,1927,1550
['0656IbnCabdQawiMundhiri.TakmilaLiWafayatNaqala'],No Cluster,No Cluster,No Cluster,1941,1561
['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster,1948,1567
['0759MufaddalIbnAbiFadail.NahjSadid'],['0845Maqrizi.Suluk'],No Cluster,No Cluster,1952,1569
['0656IbnCabdQawiMundhiri.TakmilaLiWafayatNaqala'],['0656IbnCabdQawiMundhiri.TakmilaLiWafayatNaqala'],['0733Nuwayri.NihayatArab'],No Cluster,1954,1571
['0845Maqrizi.Muqaffa'],"['0764Safadi.WafiBiWafayat', '0764IbnShakirKutubi.FawatWafayat']",No Cluster,No Cluster,1957,1573
['0748Dhahabi.TarikhIslam'],No Cluster,No Cluster,No Cluster,1964,1574
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1965,1575
['0597IbnJawzi.Muntazam'],No Cluster,No Cluster,No Cluster,1971,1579
['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster,1975,1580
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1976,1581
['0807IbnFurat.TarikhDuwal'],No Cluster,No Cluster,No Cluster,1985,1583
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1990,1586
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,1993,1587
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2002,1588
['0845Maqrizi.DurarCuqud'],No Cluster,No Cluster,No Cluster,2014,1589
['0733Nuwayri.NihayatArab'],['0911Suyuti.HusnMuhadara'],No Cluster,No Cluster,2015,1590
['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster,2016,1591
['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster,2017,1592
