,ms,reuser_count,reusers
27,117,5,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0596IbnWasifShah.MukhtasarCajaibDunya', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
28,123,1,['0930IbnIyas.NuzhatUmam']
29,124,1,['0930IbnIyas.NuzhatUmam']
30,125,1,['0930IbnIyas.NuzhatUmam']
31,126,1,['0930IbnIyas.NuzhatUmam']
32,127,1,['0930IbnIyas.NuzhatUmam']
33,128,1,['0930IbnIyas.NuzhatUmam']
34,146,0,[]
35,155,2,"['0930IbnIyas.NuzhatUmam', '0440AbuRayhanBiruni.AtharBaqiya']"
36,156,1,['0930IbnIyas.NuzhatUmam']
37,157,1,['0930IbnIyas.NuzhatUmam']
38,171,3,"['0850ShihabDinIbshihi.Mustatraf', '0736IbnDawadari.KanzDurar', '0520IbnWalidTurtushi.SirajMuluk']"
39,181,1,['0350MuhammadKindi.WulatMisr']
40,187,0,[]
41,192,1,['0588IbnMamun.AkhbarMisr']
42,193,1,['0588IbnMamun.AkhbarMisr']
43,196,1,['0845Maqrizi.ItticazHunafa']
44,201,1,['0845Maqrizi.Suluk']
45,202,1,['0845Maqrizi.Suluk']
46,203,1,['0845Maqrizi.Suluk']
47,204,0,[]
48,205,0,[]
49,206,0,[]
50,207,0,[]
51,213,1,['0310Tabari.Tarikh']
52,215,5,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0930IbnIyas.NuzhatUmam', '0350MuhammadKindi.WulatMisr', '0845Maqrizi.Bayan']"
53,217,0,[]
54,218,0,[]
55,222,1,['0930IbnIyas.NuzhatUmam']
56,228,1,['0845Maqrizi.Muqaffa']
57,231,0,[]
58,234,2,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam']"
59,235,2,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam']"
60,236,1,['0930IbnIyas.NuzhatUmam']
61,237,1,['0930IbnIyas.NuzhatUmam']
62,238,2,"['0764Safadi.WafiBiWafayat', '0930IbnIyas.NuzhatUmam']"
63,239,1,['0764Safadi.WafiBiWafayat']
64,242,3,"['0845Maqrizi.Suluk', '0692IbnCabdZahir.RawdZahir', '0725BaybarsMansuri.ZubdatFikra']"
65,246,1,['0733Nuwayri.NihayatArab']
66,249,0,[]
67,253,0,[]
68,254,0,[]
69,266,4,"['0565AbuHamidGharnati.TuhfatAlbab', '0596IbnWasifShah.MukhtasarCajaibDunya', '0649MuhammadIdrisi.Anwar', '0930IbnIyas.NuzhatUmam']"
70,275,3,"['0649MuhammadIdrisi.Anwar', '0930IbnIyas.NuzhatUmam', '0629CabdLatifBaghdadi.IfadaWaIctibar']"
71,276,2,"['0930IbnIyas.NuzhatUmam', '0629CabdLatifBaghdadi.IfadaWaIctibar']"
72,287,0,[]
73,288,0,[]
74,289,0,[]
75,290,0,[]
76,291,0,[]
77,300,4,"['0733Nuwayri.NihayatArab', '0596IbnWasifShah.MukhtasarCajaibDunya', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
78,301,1,['0930IbnIyas.NuzhatUmam']
79,302,2,"['0733Nuwayri.NihayatArab', '0600PseudoMascudi.AkhbarZaman']"
80,303,3,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
81,304,3,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
82,305,3,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
83,306,1,['0930IbnIyas.NuzhatUmam']
84,309,1,['0646IbnQifti.IkhbarCulama']
85,311,0,[]
86,312,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
87,313,2,"['0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
88,314,0,[]
89,315,3,"['0733Nuwayri.NihayatArab', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
90,316,1,['0733Nuwayri.NihayatArab']
91,317,0,[]
92,318,3,"['0733Nuwayri.NihayatArab', '0930IbnIyas.NuzhatUmam', '0600PseudoMascudi.AkhbarZaman']"
93,319,1,['0733Nuwayri.NihayatArab']
94,320,1,['0733Nuwayri.NihayatArab']
95,324,2,"['0733Nuwayri.NihayatArab', '0600PseudoMascudi.AkhbarZaman']"
96,325,5,"['0733Nuwayri.NihayatArab', '0845Maqrizi.KhabarCanBashar', '0736IbnDawadari.KanzDurar', '0487AbuCubaydBakri.MasalikWaMamalik', '0596IbnWasifShah.MukhtasarCajaibDunya']"
97,331,2,"['0733Nuwayri.NihayatArab', '0600PseudoMascudi.AkhbarZaman']"
98,332,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0487AbuCubaydBakri.MasalikWaMamalik']"
99,333,2,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar']"
100,334,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0596IbnWasifShah.MukhtasarCajaibDunya']"
101,349,1,['0845Maqrizi.KhabarCanBashar']
102,389,0,[]
103,390,0,[]
104,395,1,['0350MuhammadKindi.WulatMisr']
105,396,1,['0350MuhammadKindi.WulatMisr']
106,397,1,['0350MuhammadKindi.WulatMisr']
107,398,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
108,399,0,[]
109,400,0,[]
110,401,0,[]
111,406,6,"['0845Maqrizi.Muqaffa', '0900IbnCabdMuncimHimyari.RawdMictar', '0487AbuCubaydBakri.MasalikWaMamalik', '0350MuhammadKindi.WulatMisr', '0600KatibMarrakushi.Istibsar', '0845Maqrizi.Bayan']"
112,407,1,['0350MuhammadKindi.WulatMisr']
113,408,1,['0350MuhammadKindi.WulatMisr']
114,409,1,['0350MuhammadKindi.WulatMisr']
115,410,1,['0350MuhammadKindi.WulatMisr']
116,411,0,[]
117,414,1,['0930IbnIyas.NuzhatUmam']
118,416,1,['0930IbnIyas.NuzhatUmam']
119,418,2,"['0930IbnIyas.NuzhatUmam', '0367IbnHawqal.SuratArd']"
120,419,1,['0930IbnIyas.NuzhatUmam']
121,426,2,"['0845Maqrizi.Muqaffa', '0626YaqutHamawi.MucjamBuldan']"
122,431,1,['0900IbnCabdMuncimHimyari.RawdMictar']
123,437,0,[]
124,439,1,['0930IbnIyas.NuzhatUmam']
125,440,1,['0930IbnIyas.NuzhatUmam']
126,441,0,[]
127,442,1,['0930IbnIyas.NuzhatUmam']
128,445,0,[]
129,447,2,"['0900IbnCabdMuncimHimyari.RawdMictar', '0257IbnCabdHakam.FutuhMisr']"
130,448,0,[]
131,449,0,[]
132,450,0,[]
133,451,1,['0845Maqrizi.Muqaffa']
134,458,1,['0845Maqrizi.Bayan']
135,459,0,[]
136,460,0,[]
137,461,0,[]
138,463,0,[]
139,465,2,"['0930IbnIyas.NuzhatUmam', '0614IbnJubayr.Rihla']"
140,472,1,['0775IbnAbiWafa.JawahirMudiya']
141,474,2,"['0845Maqrizi.ItticazHunafa', '0420Musabbihi.AkhbarMisr']"
142,483,2,"['0749IbnFadlAllahCumari.MasalikAbsar', '0367IbnHawqal.SuratArd']"
143,491,2,"['0845Maqrizi.ItticazHunafa', '0930IbnIyas.NuzhatUmam']"
144,492,1,['0930IbnIyas.NuzhatUmam']
145,493,2,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam']"
146,494,5,"['0845Maqrizi.Suluk', '0630IbnAthirCizzDin.Kamil', '0808IbnKhaldun.Tarikh', '0807IbnFurat.TarikhDuwal', '0697IbnWasil.MufarrijKurub']"
147,496,2,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam']"
148,498,1,['0845Maqrizi.Suluk']
149,499,6,"['0845Maqrizi.Suluk', '0630IbnAthirCizzDin.Kamil', '0749IbnFadlAllahCumari.MasalikAbsar', '0749ZaynDinIbnWardi.Tarikh', '0697IbnWasil.MufarrijKurub', '0927Culaymi.UnsJalil']"
150,500,2,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam']"
151,501,2,"['0845Maqrizi.Suluk', '0809IbnDuqmaq.NuzhatAnam']"
152,502,3,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam', '0809IbnDuqmaq.NuzhatAnam']"
153,503,2,"['0845Maqrizi.Suluk', '0930IbnIyas.NuzhatUmam']"
154,504,1,['0845Maqrizi.Suluk']
155,505,1,['0845Maqrizi.Suluk']
156,506,1,['0845Maqrizi.Suluk']
157,507,3,"['0845Maqrizi.Suluk', '0845Maqrizi.Muqaffa', '0726Yunini.DhaylMiratZaman']"
158,509,3,"['0845Maqrizi.Suluk', '0874IbnTaghribirdi.NujumZahira', '0930IbnIyas.NuzhatUmam']"
159,511,2,"['0902Sakhawi.DawLamic', '0930IbnIyas.NuzhatUmam']"
160,512,1,['0930IbnIyas.NuzhatUmam']
161,513,1,['0930IbnIyas.NuzhatUmam']
162,514,0,[]
163,515,1,['0930IbnIyas.NuzhatUmam']
164,535,3,"['0733Nuwayri.NihayatArab', '0736IbnDawadari.KanzDurar', '0600PseudoMascudi.AkhbarZaman']"
165,542,3,"['0733Nuwayri.NihayatArab', '0487AbuCubaydBakri.MasalikWaMamalik', '0600PseudoMascudi.AkhbarZaman']"
166,554,2,"['0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik']"
167,556,5,"['0733Nuwayri.NihayatArab', '0928MujirDinCulaymi.FathRahman', '0487AbuCubaydBakri.MasalikWaMamalik', '0596IbnWasifShah.MukhtasarCajaibDunya', '0600PseudoMascudi.AkhbarZaman']"
168,566,0,[]
169,567,0,[]
170,568,0,[]
171,571,1,['0845Maqrizi.KhabarCanBashar']
172,572,2,"['0845Maqrizi.KhabarCanBashar', '0375IkhwanSafa.Rasail']"
173,575,1,['0845Maqrizi.KhabarCanBashar']
174,576,1,['0845Maqrizi.KhabarCanBashar']
175,578,1,['0845Maqrizi.KhabarCanBashar']
176,579,0,[]
177,580,0,[]
178,581,0,[]
179,584,2,"['0845Maqrizi.KhabarCanBashar', '0600PseudoMascudi.AkhbarZaman']"
180,589,1,['0456IbnHazm.FisalFiMilal']
181,591,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
182,592,1,['0845Maqrizi.KhabarCanBashar']
183,593,2,"['0845Maqrizi.KhabarCanBashar', '0440AbuRayhanBiruni.AtharBaqiya']"
184,594,1,['0845Maqrizi.KhabarCanBashar']
185,595,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0440AbuRayhanBiruni.AtharBaqiya']"
186,601,1,['0930IbnIyas.NuzhatUmam']
187,602,1,['0930IbnIyas.NuzhatUmam']
188,603,2,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam']"
189,604,2,"['0764Safadi.WafiBiWafayat', '0930IbnIyas.NuzhatUmam']"
190,608,2,"['0375AnonymousTranslator.TarikhCalamUrusiyus', '0930IbnIyas.NuzhatUmam']"
191,609,1,['0930IbnIyas.NuzhatUmam']
192,610,3,"['0940IbnQasimMuhyiDinAmasi.RawdAkhyar', '0538JarAllahZamakhshari.RabicAbrar', '0930IbnIyas.NuzhatUmam']"
193,615,1,['0930IbnIyas.NuzhatUmam']
194,616,1,['0930IbnIyas.NuzhatUmam']
195,617,1,['0930IbnIyas.NuzhatUmam']
196,618,1,['0930IbnIyas.NuzhatUmam']
197,619,1,['0930IbnIyas.NuzhatUmam']
198,620,2,"['0930IbnIyas.NuzhatUmam', '0367IbnHawqal.SuratArd']"
199,621,1,['0930IbnIyas.NuzhatUmam']
200,622,1,['0930IbnIyas.NuzhatUmam']
201,623,0,[]
202,624,0,[]
203,625,1,['0930IbnIyas.NuzhatUmam']
204,626,1,['0930IbnIyas.NuzhatUmam']
205,629,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
206,630,1,['0821Qalqashandi.SubhAcsha']
207,631,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
208,632,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
209,633,2,"['0821Qalqashandi.SubhAcsha', '0821Qalqashandi.Maathir']"
210,634,2,"['0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman']"
211,635,4,"['0748Dhahabi.TarikhIslam', '0821Qalqashandi.SubhAcsha', '0654SibtIbnJawzi.MiratZaman', '0874IbnTaghribirdi.NujumZahira']"
212,636,1,['0821Qalqashandi.SubhAcsha']
213,643,3,"['0845Maqrizi.KhabarCanBashar', '0930IbnIyas.NuzhatUmam', '0440AbuRayhanBiruni.AtharBaqiya']"
214,649,3,"['0845Maqrizi.KhabarCanBashar', '0360HamzaIsfahani.TarikhSini', '0930IbnIyas.NuzhatUmam']"
215,650,1,['0930IbnIyas.NuzhatUmam']
216,651,0,[]
217,652,0,[]
218,679,0,[]
219,680,1,['0821Qalqashandi.SubhAcsha']
220,696,1,['0874IbnTaghribirdi.NujumZahira']
221,697,1,['0588IbnMamun.AkhbarMisr']
222,698,0,[]
223,699,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
224,701,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
225,703,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
226,704,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
227,705,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
228,706,1,['0350MuhammadKindi.WulatMisr']
229,707,3,"['0660IbnCadim.BughyatTalab', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
230,708,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
231,709,3,"['0808IbnKhaldun.Tarikh', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
232,710,1,['0874IbnTaghribirdi.NujumZahira']
233,711,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
234,712,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr', '0845Maqrizi.Bayan']"
235,713,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
236,714,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
237,715,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
238,718,3,"['0845Maqrizi.Muqaffa', '0646IbnQifti.IkhbarCulama', '0350Balawi.SiratAhmadIbnTulun']"
239,719,2,"['0845Maqrizi.Muqaffa', '0350Balawi.SiratAhmadIbnTulun']"
240,720,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
241,722,1,['0350Balawi.SiratAhmadIbnTulun']
242,731,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
243,733,2,"['0845Maqrizi.Muqaffa', '0350MuhammadKindi.WulatMisr']"
244,734,4,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350Balawi.SiratAhmadIbnTulun', '0350MuhammadKindi.WulatMisr']"
245,735,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
246,736,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
247,737,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
248,742,0,[]
249,744,0,[]
250,745,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
251,746,1,['0350MuhammadKindi.WulatMisr']
252,747,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
253,748,2,"['0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
254,749,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0350MuhammadKindi.WulatMisr']"
255,750,1,['0874IbnTaghribirdi.NujumZahira']
256,754,0,[]
257,756,0,[]
258,757,1,['0347IbnYunusSadafi.Tarikh']
259,758,1,['0347IbnYunusSadafi.Tarikh']
260,759,1,['0347IbnYunusSadafi.Tarikh']
261,760,0,[]
262,762,2,"['0444AbuCamrDani.SunanWarida', '0685IbnYahyaSulami.CiqdDurar']"
263,763,5,"['0664IbnTawus.MalahimWaFitan', '0538JarAllahZamakhshari.RabicAbrar', '0664IbnTawus.Tashrif', '0470MuayyadFiDinShirazi.Sira', '0128IbnAbiHabibMisri.AhadithYazid']"
264,764,3,"['0677IbnMuyassar.AkhbarMisr', '0874IbnTaghribirdi.NujumZahira', '0845Maqrizi.ItticazHunafa']"
265,765,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
266,766,0,[]
267,767,0,[]
268,770,0,[]
269,771,0,[]
270,772,0,[]
271,774,0,[]
272,778,0,[]
273,779,1,['0845Maqrizi.Muqaffa']
274,780,1,['0845Maqrizi.MusawwadatMawaciz']
275,782,0,[]
276,783,1,['0626YaqutHamawi.MucjamBuldan']
277,784,0,[]
278,786,0,[]
279,787,0,[]
280,788,0,[]
281,790,0,[]
282,791,0,[]
283,792,1,['0255Jahiz.Hayawan']
284,793,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
285,794,3,"['0845Maqrizi.Muqaffa', '0808IbnKhaldun.Tarikh', '0845Maqrizi.ItticazHunafa']"
286,795,1,['0845Maqrizi.ItticazHunafa']
287,796,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
288,797,1,['0845Maqrizi.ItticazHunafa']
289,798,5,"['0630IbnAthirCizzDin.Kamil', '0808IbnKhaldun.Tarikh', '0749ZaynDinIbnWardi.Tarikh', '0732AbuFida.MukhtasarFiAkhbar', '0845Maqrizi.ItticazHunafa']"
290,799,3,"['0630IbnAthirCizzDin.Kamil', '0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
291,800,1,['0845Maqrizi.ItticazHunafa']
292,801,1,['0845Maqrizi.ItticazHunafa']
293,802,1,['0845Maqrizi.ItticazHunafa']
294,803,1,['0845Maqrizi.ItticazHunafa']
295,804,1,['0845Maqrizi.ItticazHunafa']
296,807,1,['0845Maqrizi.ItticazHunafa']
297,808,0,[]
298,809,1,['0845Maqrizi.ItticazHunafa']
299,810,1,['0470MuayyadFiDinShirazi.Sira']
300,811,2,"['0845Maqrizi.ItticazHunafa', '0845Maqrizi.IghathaUmma']"
301,812,1,['0845Maqrizi.ItticazHunafa']
302,813,1,['0845Maqrizi.ItticazHunafa']
303,814,2,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']"
304,815,0,[]
305,816,0,[]
306,817,1,['0845Maqrizi.ItticazHunafa']
307,818,0,[]
308,819,0,[]
309,825,1,['0845Maqrizi.MusawwadatMawaciz']
310,826,2,"['0845Maqrizi.MusawwadatMawaciz', '0889IbnAhmadSakhawi.TuhfatAhbab']"
311,827,1,['0845Maqrizi.MusawwadatMawaciz']
312,828,1,['0845Maqrizi.MusawwadatMawaciz']
313,829,1,['0889IbnAhmadSakhawi.TuhfatAhbab']
314,830,1,['0845Maqrizi.MusawwadatMawaciz']
315,831,1,['0845Maqrizi.MusawwadatMawaciz']
316,832,1,['0845Maqrizi.MusawwadatMawaciz']
317,835,1,['0845Maqrizi.MusawwadatMawaciz']
318,836,1,['0845Maqrizi.MusawwadatMawaciz']
319,837,1,['0845Maqrizi.MusawwadatMawaciz']
320,838,0,[]
321,839,0,[]
322,840,0,[]
323,841,0,[]
324,842,3,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0626YaqutHamawi.MucjamUdaba']"
325,843,0,[]
326,844,0,[]
327,845,0,[]
328,847,1,['0845Maqrizi.MusawwadatMawaciz']
329,848,1,['0845Maqrizi.MusawwadatMawaciz']
330,849,1,['0845Maqrizi.MusawwadatMawaciz']
331,850,0,[]
332,851,1,['0845Maqrizi.MusawwadatMawaciz']
333,852,0,[]
334,853,0,[]
335,854,1,['0845Maqrizi.MusawwadatMawaciz']
336,857,3,"['0845Maqrizi.Muqaffa', '0874IbnTaghribirdi.NujumZahira', '0362IbnHaniAndalusi.Diwan']"
337,858,0,[]
338,865,1,['0845Maqrizi.Muqaffa']
339,866,0,[]
340,867,1,['0845Maqrizi.MusawwadatMawaciz']
341,868,1,['0845Maqrizi.MusawwadatMawaciz']
342,869,1,['0845Maqrizi.MusawwadatMawaciz']
343,870,2,"['0845Maqrizi.MusawwadatMawaciz', '0692IbnCabdZahir.RawdaBahiyya']"
344,871,1,['0845Maqrizi.MusawwadatMawaciz']
345,879,0,[]
346,886,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
347,887,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
348,888,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
349,889,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0736IbnDawadari.KanzDurar']"
350,890,1,['0845Maqrizi.MusawwadatMawaciz']
351,891,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
352,892,0,[]
353,893,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
354,894,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
355,895,2,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz']"
356,896,1,['0845Maqrizi.MusawwadatMawaciz']
357,897,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0429IbnTahirBaghdadi.FarqBaynaFiraq', '0505Ghazali.Fadaih']"
358,898,3,"['0733Nuwayri.NihayatArab', '0845Maqrizi.MusawwadatMawaciz', '0505Ghazali.Fadaih']"
359,916,1,['0845Maqrizi.MusawwadatMawaciz']
360,917,0,[]
361,935,1,['0845Maqrizi.ItticazHunafa']
362,936,3,"['0815Ghuzuli.MatalicBudur', '0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
363,937,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
364,938,2,"['0845Maqrizi.ItticazHunafa', '0460Anonymous.DhakhairTuhaf']"
365,940,1,['0845Maqrizi.ItticazHunafa']
366,944,0,[]
367,945,1,['0845Maqrizi.ItticazHunafa']
368,953,2,"['0677IbnMuyassar.AkhbarMisr', '0845Maqrizi.ItticazHunafa']"
369,956,1,['0845Maqrizi.MusawwadatMawaciz']
370,966,21,"['0733Nuwayri.NihayatArab', '0630IbnAthirCizzDin.Kamil', '0279Baladhuri.AnsabAshraf', '0660IbnCadim.BughyatTalab', '0774IbnKathir.Bidaya', '0597IbnJawzi.Muntazam', '0955MuhammadKarakiHairi.TasliyatMujalis', '0654SibtIbnJawzi.MiratZaman', '0314IbnActhamKufi.Futuh', '0588IbnShahrAshub.ManaqibAlAbiTalib', '0310Tabari.Tarikh', '0718AbuIshaqWatwat.GhurarKhasais', '0508FattalNaysaburi.RawdatWacizin', '0421Miskawayh.Tajarib', '0413ShaykhMufid.Irshad', '0548IbnHasanTabarsi.IclamWara', '0282AbuHanifaDinawari.AkhbarTiwal', '0568MuwaffaqKhwarazmi.MaqtalHusayn', '0660IbnCadim.TarjamatHusayn', '0157AbuMikhnafAzdi.MaqtalHusayn', '0157AbuMikhnafAzdi.WaqcatTaff']"
371,977,4,"['0733Nuwayri.NihayatArab', '0845Maqrizi.Suluk', '0692IbnCabdZahir.RawdZahir', '0725BaybarsMansuri.MukhtarAkhbar']"
372,979,1,['0845Maqrizi.MusawwadatMawaciz']
373,980,0,[]
374,981,0,[]
375,988,1,['0845Maqrizi.MusawwadatMawaciz']
376,989,0,[]
377,1027,1,['0821Qalqashandi.SubhAcsha']
378,1036,0,[]
379,1043,0,[]
380,1058,1,['0845Maqrizi.MusawwadatMawaciz']
381,1063,1,['0588IbnMamun.AkhbarMisr']
382,1064,1,['0588IbnMamun.AkhbarMisr']
383,1065,1,['0588IbnMamun.AkhbarMisr']
384,1066,1,['0588IbnMamun.AkhbarMisr']
