ms,word_7,word_6,word_5,word_4,word_3,word_2,word_1
1189,الله,شا,ان,موضعه,في,كله,ذلك
1190,يعرف,كان,الخط,هذا,الاكفانيين,خط,الرحاب
1197,بهذا,اتي,ومن,مصر,من,مكه,اين
1198,وصلت,واذا,الخدمه,يوم,العدل,بدار,له
1198,مولانا,يا,القزويني,الدين,جلال,القضاه,قاضي
1198,دمنه,حضر,فان,خوند,يا,ايتمش,الامير
1198,كتب,الغضب,عنه,سكن,لما,ثم,امنه
1199,تعالي,الله,يقول,وسلم,عليه,الله,صلي
1211,من,مشهور,هو,ما,ايراد,والقصد,الخوخ
1216,تقول,كنت,كم,المداعبه,سبيل,علي,له
1216,الدين,شرف,للامير,رسمت,انت,خوند,يا
1216,لاجل,خوخه,يفتح,ان,شاورني,انما,السلطان
1216,بابا,الا,فتح,ما,خوند,يا,الخازن
1217,هذه,العيد,باب,رحبه,فاده,فيه,ما
1217,من,خاليه,الرحبه,هذه,تزل,ولم,ذلك
1220,من,الرحبه,هذه,الافيال,رحبه,المظفر,دار
1224,سفله,والحوانيت,الربع,الان,موضعها,وفي,الدور
1226,خربت,وقد,تعالي,الله,شا,ان,المنتزهات
1229,من,وهي,تعالي,الله,شا,ان,المدارس
1235,غلام,عندي,ما,مملوك,مالي,انا,له
1239,حرام,علي,وخدمتك,يخدمك,من,يفلح,ما
1240,فصار,اعرف,ما,مثل,اربيه,انا,السلطان
1244,هو,هذا,بيبرس,فان,بيبرس,الركنيه,الخانقاه
1246,تصادر,ان,قصد,انما,المساله,هذه,لك
1246,الاكوز,وشكره,رفيقه,الدين,تاج,ولد,هو
1249,فقال,الخلعه,وكشف,معي,الوزير,فعل,انظر
1249,علي,اصبر,ما,وانا,الوزير,شغل,هذا
1250,الدين,صلاح,الملقب,ايبك,بن,خليل,الصفدي
1255,دار,الخوخه,حيزباب,من,ويجاورها,الخلفا,مناظر
1261,ما,الناصر,الملك,لاخي,جهزت,قد,لطوخي
1261,فقال,هذا,في,السلطان,يرسلني,لم,طوخي
1261,الف,عشرين,فاقترض,التجار,من,نقترض,نحن
1261,فيه,تجتمع,فرح,عمل,من,بد,لا
1264,القاضي,فقال,ويرموني,رجلي,يجروا,مت,اذا
1267,ش,اي,الدين,بدر,امير,يا,له
1267,بنيت,ما,خوند,يا,والله,السلطان,صدقات
1269,عنه,يعرف,ولم,ابدا,وجهه,يرني,لا
1273,ابي,بن,الغني,عبد,الدين,فخر,الامير
1280,يومنا,والي,الكتاب,هذا,من,الخلفا,مناظر
1284,الصاغ,محمد,بن,محمد,الدين,شمس,فيه
1286,عبد,بن,محمد,الدين,شمس,العلامه,الامام
1288,السلطان,ان,يونس,غيبه,في,سرا,السلطان
1288,مهمات,من,ش,علي,يطلع,ان,الحذر
1288,فقال,اعلمه,ولم,سال,ان,منه,اخاف
1288,لا,ان,السلطان,رسم,قد,سرا,للسلطان
1288,كلهم,البريديه,ارسل,الدوادار,يونس,للامير,السلطان
1290,الله,ابقاك,مولانا,يا,الصالح,اصحاب,بعض
1290,فان,العين,امر,الله,كفاك,مولاي,يا
1290,عبد,بن,الله,عبد,الدين,محي,القاضي
1296,الصاحب,حمام,الكتاب,هذا,من,الدور,في
1297,كتاب,في,الجواني,اسعد,بن,محمد,الشريف
1298,وشاعر,مرقبا,شبهوه,واخرون,مبنيه,قلعه,قوم
1298,تري,ماذا,وقال,الربا,فوق,روضه,تلك
1299,يعد,السلطان,اليه,فبعث,ذنبي,اعرف,اريد
1299,المظفر,الملك,قتل,حاضرا,كنت,لو,اواه
1300,ان,قدرت,ما,كونك,وتتحسر,اخي,انت
1301,عبد,ابن,قال,الكتاب,هذه,من,الاخطاط
1304,ايامه,في,الكتاب,هذا,من,النصاري,كناس
1305,الكتاب,هذا,من,مصر,ساحل,ذكر,عند
1305,بكره,ادخل,ان,الله,من,يسعني,ما
1309,هذه,رسلان,قيساريه,الصالح,الملك,فندق,في
1309,عليها,نادي,جهاركس,صاحبها,ان,المرخين,بعض
1309,شت,نقد,اي,ثمنها,انقدك,انا,لصاحبها
1309,بن,محمد,بن,احمد,الدين,شمس,القاضي
1309,بن,احمد,بن,يوسف,الدين,جمال,الحافظ
1310,صاحب,التبنيني,خطلبا,الدين,صارم,الامير,حدثني
1310,الاجناد,بعض,ان,الدين,فخر,الامير,بلغ
1310,في,ورايت,ركبنا,اذا,باخطلبا,الامير,لي
1310,اين,فانظر,السلطان,سماط,من,خرجنا,اذا
1310,مع,هو,ها,قلت,الفرس,اين,لي
1310,بين,وقف,فلما,اليه,فدعوته,ادعه,لي
1310,ما,خطلبا,يا,الدين,فخر,الامير,لي
1310,الاجتماع,يطلب,الامير,بان,واخبرته,به,فاجتمعت
1310,ما,بالك,ما,فلان,يا,الامير,له
1310,من,يكون,ان,عسي,وما,خوند,يا
1311,الف,فيه,اعطيت,انك,بلغني,الامير,له
1311,فقال,تبعه,لم,فلم,قال,كان,كذلك
1311,الرجل,هذا,خرج,اذا,اذني,في,لي
1311,الخلعه,وهذه,ثمنه,اخذت,وقد,اركبه,كيف
1311,وهذا,يرد,لا,مولانا,تشريف,خوند,يا
1311,نحن,هذا,يا,الدين,فخر,الامير,له
1311,الامير,ان,ايضا,التبنيني,الدين,صارم,اخبرني
1311,وقدروا,معه,فتكلموا,الرجل,هذا,استخدموا,لديوانه
1311,فلان,برك,هذا,فقيل,لمن,البرك,هذا
1312,تمضي,شغل,عندنا,لك,ما,له,قولوا
1312,قد,انا,وها,راح,انا,مولانا,يا
1312,الرجل,قال,بما,واخبرته,الامير,الي,فدخلت
1312,ان,الا,ذنب,عندي,له,ما,والله
1312,ورضيت,الامير,عند,خدمت,انما,فقال,الامير
1312,قال,بما,واخبرته,الامير,الي,فرجعت,الامير
1312,واحسن,عليه,وخلع,طلب,ما,له,يجري
1313,الي,وسار,الحاجه,قضيت,فقد,ارجع,له
1314,ابراهيم,اسحاق,ابو,الدين,بدر,القاضي,اخبرني
1314,واحد,يوم,في,القيساريه,اسكنت,السلطان,بسعاده
1314,يوم,في,اسكنتها,كنت,ان,قاضي,يا
1314,قلعه,من,بيبرس,فر,لما,انه,وذلك
1315,المنصور,الملك,وان,سجنا,كانت,انها,الاسواق
1322,من,وامتنع,ولدي,بعد,بالملك,اعمل,ايش
1323,السلطان,مماليك,احد,كان,هذا,ومنكورش,ملفه
1325,جهاركس,الامير,انشاه,الكتاب,هذا,من,القصر
1325,ان,له,وقال,الكتاب,هذا,من,الدور
1326,يتعامل,التي,والسوق,سيده,ابن,قال,الاسواق
1333,موضع,وكان,الكتاب,هذا,من,القصر,ابواب
1335,القاضي,عن,القاهره,حسبه,في,انوب,كنت
1335,وهل,الجوخ,تلبس,ان,ترضي,وكيف,لي
1335,استهجانا,الجوخ,لبس,الي,تعد,لا,لي
1337,الملك,فيه,له,انعقد,الذي,اليوم,في
1337,متواتره,نعمه,من,ما,الممنين,امير,يا
1339,وفي,المعز,سيره,كتاب,في,زولاق,ابن
1339,خطط,كتاب,في,الظاهر,عبد,ابن,ذلك
1342,في,احدا,تراع,لا,بني,يا,له
1344,اسماعيل,الدين,مجد,القضاه,قاضي,شيخنا,لي
1344,وفي,الدخان,داره,قطب,السوق,هذا,له
1347,القصبه,من,شارع,السوق,هذا,وباب,القياسر
1349,الكتاب,هذا,من,الفاطميين,الخلفا,اصطبلات,عند
1349,من,الاخطاط,ذكر,عند,البندقانيين,خط,في
1351,محتسب,عرب,بن,الدين,علا,القاضي,تزوج
1354,عز,بالامير,السويقه,هذه,عرفت,القاهره,ظواهر
1354,ذلك,مصر,عامه,فحرف,عاط,عاط,له
1355,ان,اعلم,القاهره,بقصبه,كانت,التي,العواد
1359,فلما,تعالي,الله,شا,ان,الميدان,هذا
1359,وكانت,الكتاب,هذا,من,المقابر,ذكر,عند
1359,وكان,الكتاب,هذا,من,المناظر,ذكر,عند
1359,ذكر,عند,الكتاب,هذا,من,موضعه,في
1359,اوله,فان,الغربي,الخليج,بر,واما,العسكر
1359,وكانت,الكتاب,هذا,من,مصر,ساحل,في
1360,وكان,الكتاب,هذا,من,القناطر,ذكر,عند
1360,وكان,الكتاب,هذا,من,الاحكار,ذكر,عند
1361,شا,ان,ويشفي,يكفي,ما,المواضع,هذه
1361,كانت,فلما,الكتاب,هذا,من,موضعه,في
1362,اليسار,ذات,واما,الكتاب,هذا,من,الحارات
1363,بالسالك,ينتهي,وهو,الكتاب,هذا,من,الاسواق
1363,الكتاب,هذا,من,المناظر,ذكر,عند,خبرها
1363,ذكر,اعلم,والله,بيان,مزيد,الي,هنا
1364,فبطل,الحر,شديد,يوم,وهذا,صيام,الناس
1368,من,القلعه,ذكر,عند,المهم,هذا,خبر
1369,وانا,الكتاب,هذا,من,المقابر,ذكر,عند
1369,هذا,ان,تقدم,قد,الغربي,الخليج,بر
1370,الخشاب,بستان,المهراني,منشاه,ويجاور,مصر,مدينه
1370,ويجاور,الكتاب,هذا,من,الميادين,ذكر,عند
1370,ابن,قال,الخليج,غربي,في,التي,الاحكار
1371,بن,احمد,بن,الرحمن,عبد,سعيد,ابو
1371,سلامه,بن,محمد,الله,عبد,ابو,القاضي
1371,الوهاب,عبد,بن,محمد,الدين,تاج,القاضي
1371,بين,ما,احكار,الان,اكثر,الحبس,وهذا
1375,وهي,الكتاب,هذا,من,الكناس,ذكر,عند
1376,مدينه,خطط,ذكر,عند,الثلاث,الحمراوات,خبر
1376,بستانا,كان,الحكر,هذا,طقزدمر,حكر,هما
1381,من,الميادين,ذكر,عند,الميدان,هذا,خبر
1382,واما,الكتاب,هذا,من,البرك,ذكر,عند
1382,كريم,وحكر,الساباط,حكر,واما,الفاضل,منشاه
1386,كان,وكيف,المكس,علي,الكلام,وفيه,المقس
1386,انشا,ايضا,وبه,الكتاب,هذا,من,الصناعات
1386,الله,عبد,بن,الرحمن,عبد,القاسم,ابو
1386,عنه,الله,رضي,العاص,بن,عمرو,مسير
1388,تعشرون,كنتم,من,جرير,بن,زياد,سالت
1388,بل,معاهدا,ولا,مسلما,نعشر,كنا,ما
1388,كتاب,في,السلمي,حبيب,بن,الملك,عبد
1388,عمر,زمن,في,المدينه,سوق,علي,كنت
1388,في,منهم,يخذ,ذلك,كان,شهاب,ابن
1388,اقام,ما,ان,والسنه,الله,رحمه,مالك
1390,مني,خذ,او,الفا,واعطني,الفرس,امسك
1390,مر,ثم,قال,الفرس,وامسك,الفا,فاعطاه
1390,كلما,التغلبي,له,فقال,اخري,الفا,اعطني
1390,الخطاب,بن,عمر,الي,التغلبي,فرجع,نعم
1390,نصاري,من,رجل,انا,فقال,انت,من
1390,وقد,جرير,بن,زياد,الي,الرجل,فرجع
1390,طيبه,نفسي,كانت,والله,قد,الرجل,فقال
1390,اليه,كتب,العزيز,عبد,بن,عمر,ان
1391,اخذ,للتجاره,بالخمر,الذمه,اهل,مر,اذا
1391,يحل,لا,سحت,والقناطر,المعاصر,هذه,ان
1391,بن,محمد,وحدثنا,تاخذون,كنتم,كما,خذوا
1391,فابيت,الابله,عشور,علي,يستعملوني,ان,ارادوا
1391,عمل,ما,اخبث,العشور,قلت,يمنعك,ما
1391,بن,عمر,تفعل,لا,لم,لي,فقال
1391,ربيعه,كان,مصر,تاريخ,في,يونس,ابن
1395,القنطره,باب,خارج,المكان,هذا,القمح,ميدان
1397,المجاوره,الارض,تقطع,ان,فسالت,تمني,لها
1397,وحكرت,الطباله,بارض,المعروفه,الارض,هذه,فوهبها
1398,تعرف,بقعه,وفيها,الكاتب,هذا,من,البرك
1398,في,محمد,بن,الحسن,قال,الفقرا,حشيشه
1398,رحمه,حيدرا,الشيوخ,شيخ,شيخه,ان,لي
1399,وقد,يوم,ذات,طلع,الشيخ,ان,ثم
1399,ببالي,خطر,اذ,خلوتي,في,انا,بينما
1399,فلما,النبات,علي,فاوقفنا,الصحرا,الي,فخرجنا
1399,هذا,بسر,خصكم,قد,تعالي,الله,ان
1399,بعد,حيدر,الشيخ,بزاويه,فزرعتها,جعفر,الشيخ
1399,بلاد,في,ذاعه,شاعه,الحشيشه,تزل,ولم
1401,الاسلام,وادرك,الاكاسره,زمن,في,بيررطن,وكان
1401,اوجد,منذ,معروف,قديم,انه,اقول,وانا
1401,القنب,البيان,منهاج,كتاب,في,جزله,ابن
1402,كف,الموصلي,الدين,تقي,انشدني,بالكف,ويسمي
1402,يجدون,ما,مع,استعماله,يقصدون,انما,والفقرا
1402,او,الشهدانج,ياكل,لمن,ينبغي,الاطبا,بعض
1402,للهضم,جيده,وهي,التخمه,من,تبر,انها
1402,بزر,ان,المنهاج,كتاب,في,جزله,ابن
1402,ابدان,تدبير,كتاب,في,ماسويه,بن,يحيي
1402,يدر,الشهدانج,ان,الادويه,اصلاح,كتاب,صاحب
1402,ابلغ,اليد,من,الزفر,لازاله,اجد,ولم
1402,القوم,نزاهه,دع,تعالي,الله,رحمه,ملفه
1404,البعل,سيده,ابن,قال,والتاج,البعل,ارض
1404,في,البعل,وارض,الكتاب,هذا,من,المناظر
1406,المشترك,كتاب,في,ياقوت,قال,الامرا,منيه
1406,ومنيه,الامير,منيه,لها,ويقال,الشيرج,ومنيه
1406,ان,النسابه,الجواني,اسعد,بن,محمد,الشريف
1406,ناحيه,من,لقربها,الكتاب,هذا,من,النيل
1407,فامن,الكتاب,هذا,من,الجسور,ذكر,عند
1407,بين,فيما,لبلد,اسم,هذا,الريش,كوم
1408,من,موضع,غير,في,تقدم,قد,بولاق
1409,ولما,الكتاب,هذا,من,الناصري,الروك,في
1409,فيما,وكان,المهراني,ومنشاه,بولاق,بين,ما
1410,بن,الدين,علا,القاضي,هناك,وانشا,الخور
1412,باب,خارج,ان,اعلم,زويله,باب,خارج
1415,سلف,فيما,يعمل,لم,انه,حينذ,الناس
1420,باب,خارج,ان,اعلم,الفتوح,باب,خارج
1420,الكتاب,هذا,من,للخلفا,كانت,التي,المناظر
1420,الخلفا,مناظر,ذكر,عند,البستانين,هذين,خبر
1426,عبد,ابن,وهم,وقد,الله,رحمه,ملفه
1426,في,ثم,مده,الصلاه,واقامه,تعالي,الله
1426,من,القاهره,خارج,اما,النصر,باب,خارج
1428,الخليج,ان,اعلم,القاهره,بظاهر,التي,الخلجان
1428,فسطاط,مدينه,بظاهر,الخليج,هذا,مصر,خليج
1432,وغزا,هذا,ادريان,عن,الكتاب,اهل,علما
1432,في,شديد,جهد,اصابهم,بالمدينه,الناس,ان
1437,بسد,المنصور,جعفر,ابو,امر,قديد,ابن
1437,الميره,تقطع,ان,مصر,الي,الساعه,يكتب
1437,لفتح,الخليفه,ركوب,ذكر,وقد,الطوير,ابن
1438,ظهر,رمضان,عشر,تاسع,الاربعا,يوم,وفي
1438,وفي,قلاوون,بن,محمد,الناصر,سيره,جامع
1438,معمر,شيخ,اخبرني,تعالي,الله,رحمه,ملفه
1442,خليج,ذكر,تعالي,الله,شا,ان,القناطر
1444,القنطره,فاهملت,الكتاب,هذا,من,موضعه,في
1444,علي,والامر,الكتاب,هذا,من,موضعه,في
1444,الي,اركب,حين,القنطره,هذه,ان,لومرا
1445,فقال,عمارتها,اعجبتك,السلطان,له,فقال,القنطره
1445,لم,عليها,كانت,التي,السباع,قال,كيف
1446,الكتاب,هذا,من,الخوخ,ذكر,عند,خبرها
1447,ادركناها,الان,الي,اثارها,وبقيت,الخلفا,مناظر
1449,هذه,الفخر,قنطره,الكتاب,هذا,من,الجسور
1449,وعرفت,الكتاب,هذا,من,موضعه,في,ذلك
1450,مثل,في,ينفع,من,ويولي,يعزله,السلطان
1451,الا,والسوقه,العامه,تخشي,ما,امير,يا
1451,فلم,المفسدين,امر,في,تشاور,لا,له
1451,قد,والتجار,الكتاب,من,جماعه,ان,له
1451,الناس,بيوت,بكبس,يرضي,لا,السلطان,ان
1454,ذلك,في,الدنيسري,العطار,بن,احمد,الشهاب
1454,والمنع,جري,اقد,مم,المقسي,قنطره,تسلسلت
1454,نقطع,بنا,قوموا,مجنهم,في,طبنه,اهل
1455,خمس,سنه,في,القنطره,هذه,فعمرت,البرك
1455,العمار,اتصلت,القنطره,هذه,عمرت,ولما,الجسور
1457,وقدم,الامرا,كتاب,في,الكندي,بكر,ابو
1457,الله,عبد,بن,الرحمن,عبد,القاسم,ابو
1457,قبلي,في,ان,تاريخه,في,يونس,ابن
1457,ينتهي,البحري,الحد,ان,الشرط,هذا,بعض
1458,موضع,في,له,دارا,الشرط,هذا,في
1458,اليوم,المعروفه,البر,عند,انشاها,كان,انه
1458,الي,يجري,ماها,وان,بالقبانيه,تعرف,انها
1461,الاندلسي,العزيز,عبد,بن,اميه,الصلت,ابو
1461,المشهور,قوله,من,المذكور,اميه,وهو,بعضهم
1461,الراح,وباكر,والطرب,باللذات,فادك,علل,ايضا
1462,من,جمعت,قد,المصري,الرصد,نزهه,يا
1462,محمد,حدثني,تاريخه,في,الرفيق,بن,ابراهيم
1462,النوروز,ايام,من,اجمل,قط,رايت,ما
1462,القادر,عبد,بن,بكر,ابي,بن,محمد
1467,القبليه,الجهه,في,البساتين,هذه,الوزير,بساتين
1472,بركه,الاوقاف,جمله,ومن,اخر,موضع,في
1473,فيه,لمكان,اسم,المعشوق,ان,اعلم,المعشوق
1474,محمد,بن,معمر,بن,كهمس,يونس,ابن
1474,المنصور,بن,المعز,بن,تميم,خلكان,ابن
1474,واما,والافضل,حنا,وابن,المارداني,من,كلا
1477,قال,الاحكار,ذكر,في,اقبغا,حكر,عند
1477,وكان,جدهم,حبس,من,انها,مسكين,بنو
1477,ثم,دينار,الف,ماه,عليها,انفق,انه
1477,الاخره,جمادي,في,اليها,انتقل,انه,اليمني
1477,به,فمضي,دارك,الي,بي,امض,له
1477,فدخلها,التربيه,نحرير,لغلامك,فقال,هذه,لمن
1478,صنعتم,ما,فيقول,قرطاجنه,فقناه,له,فيقولون
1478,اقدر,ولا,الجزيره,الي,انظر,اني,العجب
1478,في,واعجبني,القاهره,ذكر,وقد,سعيد,ابن
1478,عجبت,ولقد,الصاحب,بن,الدين,علم,فيه
1479,وكان,الاحكار,ذكر,عند,الزهري,حكر,في
1481,جز,بن,تميم,ابن,عميره,يونس,ابن
1483,سبع,سنه,المحرم,حوادث,في,الفاضل,القاضي
1483,الدين,صلاح,السلطان,عن,كثيرا,ذلك,من
1483,وفي,قلاون,بن,محمد,الناصر,سيره,جامع
1483,كتاب,في,الجواني,اسعد,بن,محمد,الشريف
1486,من,النصاري,كناس,ذكر,عند,خبرها,في
1486,العامه,تسميه,الذي,الجيم,بفتح,الجسر,الجسور
1486,ونحوها,القنطره,وهو,لغتان,والجسر,الجسر,الخليل
1486,ورا,بغداد,بارض,الاوكر,كفراخ,فراخا,ان
1501,فقال,وموالينا,بمواليك,فعلت,ما,مرجان,لسيده
1510,اشرف,اجد,ولم,بفضله,السلطان,اغناني,قد
1513,فمالك,هالك,انك,ايقنت,قد,كنت,اذا
1513,الان,هي,التي,الجزار,ان,اعلم,الجزار
1516,الزنج,صاحب,ان,طولون,ابن,سيره,جامع
1524,رواياتهم,صارت,حتي,الله,باحكام,الامر,الخليفه
1527,بن,احمد,بن,يوسف,الدين,جمال,الحافظ
1527,الصالح,الملك,من,شاهدته,ما,عجيب,ومن
1528,المغرب,كتاب,في,سعيد,بن,علي,العلامه
1528,وبين,بينها,فيما,الفسطاط,امام,هي,الروضه
1528,ولشعرا,وغيره,المعز,بن,تميم,شعر,في
1533,ذلك,فاتفق,مني,الشك,علي,بلده,تصير
1534,ذلك,فعلي,السنه,من,اشهر,سته,نحو
1535,والسجان,الحبس,السجن,سيده,ابن,قال,السجون
1535,واحتبسه,وحبيس,محبوس,فهو,حبسا,يحبسه,وحبسه
1535,والمحبس,حبسا,اتخذه,واحتبسه,ضبطه,حبسه,سيبويه
1535,الي,ونظيره,كالحبس,مصدرا,يكون,المحبس,بعضهم
1535,بغريم,وسلم,عليه,الله,صلي,النبي,اتيت
1535,اخا,يا,لي,قال,ثم,الزمه,لي
1535,تميم,بني,اخا,يا,اسيرك,فعل,ما
1535,يكن,لم,بانه,احتج,حبسا,يتخذ,لا
1535,عمر,بفعل,احتج,حبسا,يتخذ,ان,له
1536,فيها,واستعنت,دارا,بمصر,بنيت,كنت,ان
1544,لم,لبداوتهم,العرب,ان,ذلك,في,والسبب
1546,اليه,واحسن,به,فودي,القران,بخلق,منهم
1546,المعتز,ايام,في,كان,السادس,الفدا,وانثي
1546,في,الثامن,الفدا,الاف,ثلاثه,وقيل,وانثي
1547,الروم,ان,وذلك,الغدر,بفدا,وعرف,وانثي
1547,باللامش,المقتدر,خلافه,في,العاشر,الفدا,وانثي
1547,المقتدر,خلافه,في,عشر,الحادي,الفدا,وانثي
1547,الراضي,خلافه,في,عشر,الثاني,الفدا,وانثي
1547,المسلمين,من,الروم,ايدي,في,وبقي,وانثي
1548,ماتان,قرضا,المسلمين,علي,للروم,وفضل,وانثي
1552,مال,اقسام,ذكر,في,الخراج,هذا,خبر
1552,في,وبلغت,بمصر,تجبي,كانت,التي,الزكاه
1553,ما,تعالي,الله,ملكني,منذ,لله,الحمد
1556,من,قتل,من,خبر,الكتاب,في,له
1557,قد,ش,كل,المقس,الي,ماض,وهو
1558,مصر,صناعه,الكتاب,هذا,من,موضعه,في
1559,تزل,ولم,الكتاب,ذا,من,موضعه,في
1560,بناه,قد,كان,طولون,ابن,ميدان,الميادين
1560,من,القطاع,ذكر,عند,الميدان,هذا,خبر
1560,شهر,عشري,ثالث,متجددات,في,الفاضل,القاضي
1561,في,سببا,تكون,امراه,ان,منجمه,له
1563,الخيل,باخراج,فامر,ذلك,فاعجبهم,للامرا,ذلك
1563,محمد,الناصر,الملك,وكان,الناصريه,السيره,جامع
1569,اعلم,والله,كفايه,فيه,ما,ملكها,من
1569,مصر,امرا,كتاب,في,الكندي,عمرو,ابو
1576,في,علي,بن,شافع,الدين,ناصر,القاضي
1576,بنا,انها,الجبل,قلعه,وصفه,القلعه,صفه
1582,في,النظر,ان,اعلم,المظالم,في,النظر
1585,العاده,كانت,العدل,بدار,المعروف,الايوان,خدمه
1589,بهذا,وكان,مفصلا,والاحواش,والبساتين,القصور,هذه
1590,فجعل,رطلا,وعشرون,ماه,ونحوه,الشرابخاناه,لشاد
1590,السلطان,ان,العاده,جرت,قد,السلطانيه,العلامه
1596,الطباق,المدارس,ذكر,عند,الكتاب,هذا,في
1613,طاهر,بين,يفرق,ولم,طاهره,الاشيا,جميع
1616,انما,تجده,فانك,الكتاب,هذا,من,المدارس
1618,وهي,الولايه,الاقليم,خراب,اوجبت,التي,الاسباب
1618,له,فقيل,مسعود,بن,الله,عبد,اتي
1618,قد,انا,عنه,الله,رضي,الله,عبد
1618,قال,انه,وهب,بن,زيد,عن,الثعلبي
1618,ظهر,فان,التجسس,عن,نهينا,قد,انا
1619,الوزاره,راينا,وما,هذا,علي,الامر,فان
1627,وكانت,هذا,مثل,يحتمل,لا,الديوان,هذا
1627,يوم,يقعد,نصرانيا,كاتبا,الديوان,في,استخدموا
1627,حال,علي,يدل,ما,النيابه,وذكر,الاقطاعات
1627,متوليها,فان,الفاطميين,الخلفا,عهد,من,قديم
1628,احمر,اطلس,زناري,كنبوشه,عوض,يكون,والاخر
1629,ان,يكاد,وجانباها,الذهب,خفيفه,الكلوته,وتكون
1629,مجوم,الرتبه,هذه,ودون,والكلاليب,الكوته,خلا
1630,علي,يخلع,ما,سوي,اليوم,يبق,ولم
1631,الملك,بناه,ثم,الكتاب,هذا,من,القطاع
1634,فقال,دينار,الف,ثمانين,قالوا,تريدون,كم
1634,يفرغ,حتي,فيه,العمل,مده,تكون,كم
1636,سفرهم,مده,اقاموا,انهم,الاعيان,من,جماعه
1639,القرنصه,في,عليها,الوقت,ازف,قد,براجوها
1639,من,الحمام,بطل,قد,الله,رحمه,ملفه
1639,اعلم,الجبل,قلعه,بنيت,منذ,مصر,ملوك
1640,تعالي,الله,شا,ان,وستقف,والخلفا,الامرا
1640,وتعرف,والجراكسه,والاتراك,الاكراد,من,ملك,من
1640,ان,اعلم,الاكراد,من,مصر,ملك,من
1640,بيوراسف,الملك,طعم,فضل,الاكراد,ان,العجم
1640,وتناكحوا,امهاتهم,فربتهم,والاوديه,الجبال,الي,اكردوهم
1654,جلس,ثم,المنابر,علي,العادل,مع,اسمه
1659,اهل,والروس,واللاض,وهم,الجراكسه,المماليك,دوله
1670,القاهره,مباني,اتصلت,لما,انه,اعلم,الجوامع
1670,عنه,الله,رضي,الخطاب,بن,عمر,قال
1673,قال,او,الشمس,زالت,اذا,قوما,لهما
1673,يمد,كان,العاص,بن,عمرو,ان,الليث
1673,الحرم,تصيبوا,القبله,شرقوا,العاص,بن,عمرو
1673,شريك,بن,قره,كان,فلما,جدا,فشرقت
1673,العاص,بن,عمرو,رايت,تجيب,من,رجل
1673,قد,تعالي,قوله,في,حبيب,بن,يزيد
1673,بن,الخليل,وقال,الخير,ابو,اقراناها,هكذا
1673,ثم,الكعبه,الي,تنظر,وانت,القبله,ضع
1673,الكعبه,وبين,بينه,جبل,كل,فاماط,بيده
1673,يكن,لم,يقولون,اشياخنا,سمعت,لهيعه,ابن
1673,اول,قال,هلال,بن,محمد,حدثنا,الواقدي
1673,مظعون,بن,عثمان,ان,شيبه,بن,عمر
1673,القبله,في,تفلت,اني,الا,ش,لا
1676,بن,العزيز,عبد,ان,ثم,القضاعي,القاضي
1676,بن,الملك,عبد,بن,الله,عبد,ان
1676,فيه,جعله,كان,العاص,بن,عمرو,ان
1676,مصر,كناس,بعض,من,اليه,حمل,انه
1677,يعني,منه,اقدم,منبرا,يعرف,لا,انه
1679,العاص,بن,عمرو,فسطاط,موضع,ان,بعضهم
1683,المنطقه,هذه,تزل,ولم,الله,رحمه,ملفه
1686,ما,فقاسوا,زياده,اطيانها,في,بان,له
1686,وسبعماه,اثنتين,سنه,في,الزلزله,حدثت,ولما
1689,قال,شهاب,ابن,عن,وذكر,الداري,تميم
1689,عن,وروي,القصص,اول,ذلك,وكان,يزيد
1689,المغرب,في,عنه,الله,رضي,علي,امنا
1689,وابا,ثانيا,العاص,بن,وعمرو,اولا,معاويه
1689,العامه,قصص,قصصان,هما,سعد,بن,الليث
1689,علي,وصلي,ومجده,وحمده,وجل,عز,الله
1692,ايري,ويقطعه,المصحف,يخلق,ان,علي,اعزم
1692,الله,رضي,عفان,بن,عثمان,مصحف,انه
1692,المصحف,ودفع,المقتدر,خزان,من,استخرج,انه
1693,فقلت,منامي,في,وجل,عز,الله,رايت
1693,بابا,اريك,ان,اتريد,قال,ثم,نعم
1693,عند,ومنها,عرفه,مقصوره,باب,ذلك,من
1695,المرخ,الاديب,المقر,واخبرني,المتوج,ابن,ذلك
1695,عبد,بن,محمد,الدين,ناصر,المرخ,اخبرني
1695,عبد,بن,محمد,الدين,شمس,العلامه,اخبرني
1695,حيدره,بن,المكين,القاضي,حدثني,المامون,ابن
1695,وتعيين,اختلافها,وسبب,مصر,بديار,التي,المحاريب
1696,احمد,ان,منها,اقوال,انحرافه,سبب,في
1697,فمحاذاته,صورته,وتكملت,العقرب,منازل,طلعت,واذا
1707,في,الكندي,يوسف,بن,محمد,عمرو,ابو
1711,في,استقباله,بصحه,الشريعه,علما,من,جماعه
1714,سنه,حوادث,من,تاريخه,في,المامون,ابن
1716,القطاع,صارت,الكتاب,هذا,من,موضعه,في
1717,الجامع,بنا,في,تقول,ما,ويحك,له
1717,بلا,عيانا,يراه,حتي,للامير,اصوره,انا
1718,ذلك,بعد,اليه,احتجت,وما,انفق,له
1718,قطاه,كمفحص,ولو,مسجدا,لله,بني,من
1718,علمك,بما,الله,نفعك,الامير,لك,يقول
1718,امنك,فقد,انزل,طولون,بن,احمد,له
1719,فعاد,المنبر,مراقي,علي,وهو,سهوه,الخطيب
