ms,word_5,word_4,word_3,word_2,word_1
743,الفطر,عيد,ليله,كانت,لما
743,النابلسي,عثمان,عمرو,ابو,القاضي
743,في,الشعرا,اسما,كانت,فاذا
743,في,دحيه,بن,الخطاب,ابو
743,الامرا,من,مصر,ولي,من
751,الفسطاط,مدينه,عليه,كانت,ما
751,بن,الليث,عن,يونس,ابن
751,له,فقال,الرطل,افلس,باربعه
751,سلمه,ابو,منه,فاخذ,نعم
751,اصرفه,قال,ثم,بدينار,بعثني
751,محمد,الله,عبد,ابو,الشريف
752,من,الفسطاط,مصر,في,كان
752,محمد,الله,عبد,ابو,القاضي
752,انه,عبيد,ابي,القاضي,عن
752,اليه,دفع,انه,القضاعي,غير
752,ابي,الي,اهدي,انه,ويقال
753,المهاجر,ابي,بن,الحسن,ان
753,غير,مال,لابيك,بقي,قد
753,بن,محمد,بكر,ابي,عن
753,خمارويه,الجيش,ابو,الي,بعث
753,المعرب,كتاب,في,سعيد,ابن
753,ايقاظ,كتاب,في,المتوج,ابن
754,الشرقيه,جهته,في,بالفسطاط,وكان
754,خمارويه,زمن,في,دخلتها,الراوي
754,من,لعدم,ادخله,ولم,فخرجت
754,عبد,مسجد,خطه,المتوج,ابن
754,الله,عبد,مسجد,من,عددت
755,زقاق,فيه,بني,السفافير,ودرب
755,سيره,كتاب,في,زولاق,ابن
755,وافي,قد,منسا,الاستاذ,ان
755,لك,كم,للدقاق,مونس,كاتب
755,ان,يرضي,الاستاذ,احسب,ما
755,لا,حسين,خبز,اكل,انا
755,هذا,الا,اجيبك,لا,والله
755,في,بالوظيفه,له,قم,الدقاق
755,ومعي,القمح,فرغ,وقد,فجته
755,ذلك,بقيه,فقلت,هذا,ايش
755,ما,فتامل,وتركه,منه,اعفني
755,بن,محمد,بكر,ابي,عن
756,اخذ,عطلته,في,وهو,مره
756,وانا,اكثر,اخذ,الذي,ابنه
756,نكتب,اليس,مولاي,يا,لابيه
756,وعين,وعرض,قال,منها,قريب
756,بضبط,الحساب,بعض,فامر,كذلك
756,عبد,ابا,ان,الجواني,الشريف
756,وكان,له,افطن,الجلسا,لاحد
757,بن,الرحمن,عبد,سعيد,ابو
757,ابي,كان,اخبرك,انا,لي
757,من,رايتها,وقت,اي,لي
757,افسرها,لست,ريا,هذه,لي
757,قربت,ان,عقيل,ابن,استاذي
757,من,اقل,اخذ,لا,والله
757,صحت,ان,عقيل,ابن,له
757,اليوم,هذا,مثل,ياخذ,له
757,هذا,يصح,لم,فاذا,استاذي
757,مثل,الي,عندك,العود,يكون
757,ومضت,انصفت,قد,استاذي,له
757,ان,يمكن,اين,ومن,لي
758,فقلت,عقيل,ابن,انت,لي
758,قلت,الخشب,قيمه,تبصر,افليس
758,لنا,فقوم,هلا,مع,فاذهب
758,امرتك,كما,الخشب,قومت,لي
758,الفا,فقلت,قومته,كم,هات
758,هو,فقلت,تغلط,لا,انظر
758,دينار,بالفي,انت,فخذه,لي
758,فقلت,وتبيعه,تدبيره,تحسن,الست
758,عليك,نصبر,ونحن,وبعه,فدبره
759,ربحه,هذا,اعطوا,لبعض,بعضهم
759,دينار,خمسماه,ربحه,اعطوه,قال
759,منهم,دينار,الف,قبضت,لي
759,منك,اخذ,لا,والله,لا
760,السنن,كتاب,في,داود,ابو
760,جنان,في,كان,هذا,ان
762,فويل,البربر,من,عنق,يخرج
762,الاسود,ابي,عن,لهيعه,ابن
762,ايها,فقال,واستقبلنا,يوما,سمعته
762,حرقا,او,غرقا,مصر,تهلك
762,الاسكندريه,ان,بلغك,اذا,لابنته
762,عكرمه,عن,حيان,بن,مقاتل
762,الجنه,من,تعالي,الله,انزل
762,بن,عقبه,عن,لهيعه,ابن
762,انطابلس,خرابا,مصر,اول,ان
762,يزيد,عن,سعد,بن,الليث
763,تخرجون,التي,السنه,لاعلم,اني
763,منها,يخرجنا,ما,له,فقلت
763,نيلكم,منها,يخرجكم,ولكن,لا
763,مدينه,لخراب,وكان,الفسطاط,خراب
767,اخبار,في,ذلك,من,طرف
767,ما,الاجناد,فاضطر,القصر,خزان
768,ناصر,يكفي,ما,للرسول,المستنصر
768,الجواني,اسعد,بن,محمد,الشريف
773,فسطاط,مدينه,في,قيل,ما
773,اليوم,الكبري,والمدينه,رضوان,ابن
774,فرايتها,مدينه,دخلت,اذا,روفس
775,هذه,اهل,ان,البين,فمن
775,الكمام,كتاب,عن,سعيد,ابن
776,هي,فالفسطاط,اخر,كتاب,عن
776,والفسطاط,حوقل,ابن,كتاب,عن
777,بالقاهره,استقررت,ولما,سعيد,ابن
779,يكون,الذي,الجسر,حوقل,ابن
782,تعالي,الله,شا,ان,الاخطاط
782,النيل,ساحل,ذكر,مصر,ساحل
782,الارض,اسفل,ساحل,كان,القضاعي
784,الجرف,بستان,الله,رحمه,ملفه
784,ذكر,عند,الصناعه,هذه,خبر
784,نقل,من,ورايت,المتوج,ابن
784,يثق,من,به,اخبره,انه
784,البستان,بين,الان,مصر,وباب
784,الباب,وهذا,الله,رحمه,ملفه
785,الجامع,موضع,عن,المتوج,ابن
785,البحر,هذا,علي,عمر,من
785,من,الدور,هذه,ورا,ما
786,كان,لانه,بالعالمه,عرف,وانما
786,كانت,الجديد,الجامع,بقعه,ان
787,مصر,خليج,ان,اعلم,المنشاه
788,الجوامع,ذكر,عند,خبره,في
788,وردان,اختطها,النحاس,دار,القضاعي
788,من,الدار,هذه,كانت,ربيعه
788,خط,النحاس,دار,المتوج,ابن
788,هذا,من,البرك,ذكر,عند
790,هذا,كان,الله,رحمه,ملفه
790,الكيمان,ذكر,في,الجارح,كوم
791,خط,المذكوره,البركه,ويجاور,الكيمان
791,شا,ان,وياتي,الجبال,في
791,خط,الكبش,خط,ويلي,الاخطاط
791,لفسطاط,وكان,مصر,مدينه,ابواب
796,الدوله,ابتدا,وكان,الفاطميين,الخلفا
796,قد,الشيعي,الله,عبد,لابي
796,اذا,فقالوا,بها,التعليم,اطلب
796,فعجبوا,الاخيار,فج,يكون,اين
796,سمي,وما,الاخيار,فج,هذا
799,نعتقد,كنا,بالذي,هذا,ما
799,فاظهر,المهدي,كنت,ان,له
799,تفعلوا,لا,الله,عبد,ابو
799,الحمار,صاحب,يصل,هنا,الي
799,الفواطم,لتعتصم,هذه,بنيت,انما
803,صدر,الذي,الجواب,هذا,ما
803,اريد,فهكذا,فيكم,الله,بارك
803,سور,ذكر,عند,ترجمته,في
803,او,اولادك,احد,معي,تترك
803,ملكي,عن,عزلتني,جعفر,يا
815,الجوامع,ذكر,عند,خبره,في
818,القاهره,موضع,عليه,كان,ما
823,عليه,كانت,وما,القاهره,بنا
823,مباركه,ليله,في,حفر,قد
830,بعد,القاهره,اليه,صارت,ما
833,والجيزه,الفسطاط,امر,اقتصر,وقد
833,المعرب,كتاب,في,سعيد,ابن
833,من,تقهر,لانها,القاهره,وسميت
833,اسمها,المدينه,هذه,سعيد,ابن
838,رساله,من,الحسين,الدين,زكي
843,الشيرازي,محمد,الدين,جلال,العلامه
844,بقا,مده,في,قيل,ما
844,بن,محمد,الدين,محيي,المعارف
844,عماره,بدايه,كانت,الشارح,هذا
844,واحدي,اربعماه,ومدتها,القاهره,فعمر
844,زحل,نزل,واذا,الاصل,في
844,سنه,في,ذلك,كان,الشارح
844,ما,الترك,عن,المعز,سل
844,وينهون,بالمعروف,يامرون,مسلمون,قوم
845,جانبه,الي,وكان,هكذا,يكون
845,بعضهم,يقتل,زوالهم,يكون,هكذا
845,العاشر,القران,من,بني,احذر
845,في,العاشر,القران,اول,الشارح
845,واحدي,اربعماه,الاخر,الربع,في
845,برج,في,والمريخ,زحل,قران
845,فيه,تتضع,العاشر,القران,ان
846,سنه,في,القاهره,عمر,انها
846,ما,علي,وشوارعها,القاهره,مسالك
855,القاهره,عماره,فاتك,لما,الجوهر
858,المعز,مات,ولما,موضعه,في
858,الا,قو,ولا,حول,لا
858,ابا,يا,عندي,كنت,قد
873,وما,والتحف,الذخار,كتاب,في
873,ثلاثين,الكبيره,الشمسيه,في,ان
873,السلام,عبد,محمد,ابو,المرتضي
873,بمجلس,العام,الجلوس,في,هيتهم
873,ان,وسياتي,العام,اول,الركوب
876,اليوم,كان,فاذا,الطوير,ابن
876,رمضان,شهر,في,ينفق,ومبلغما
876,بن,الملك,عز,المختار,الامير
876,الباطنه,الاسمطه,فاما,الطوير,ابن
878,سماطي,في,ينفق,ما,ومبلغ
879,يداعبه,وهو,اسره,الذي,له
879,عبد,الدين,محيي,الريس,القاضي
879,صلي,الله,رسول,مع,كنا
879,من,بالممنين,اولي,اني,الستم
879,بكل,اولي,اني,تعلمون,الستم
879,مولاه,فعلي,مولاه,كنت,من
908,ابن,عند,الاموال,كثرت,ولما
908,خارجا,دينار,الف,سبعماه,انه
908,شيخ,يا,الليث,ابي,لابن
908,الله,حاشا,لقد,نعمتك,وحق
908,الليث,ابي,ابن,وقتل,انتهي
908,في,الخدمه,اما,الطوير,ابن
914,منزلا,كان,الظاهر,عبد,ابن
917,وقت,خرج,يكن,لم,من
917,الحافظ,الخليفه,امر,فحينذ,البته
918,ان,قبل,قال,الامر,ان
921,الاتراك,ان,الذخار,كتاب,في
921,النافعي,القصر,الظاهر,عبد,ابن
922,بالله,العزيز,عند,وذكر,المسبحي
922,دريد,لابن,الجمهره,كتاب,عنده
922,الخزان,عده,الذخار,كتاب,في
923,الاول,العشر,في,بمصر,وكنت
923,بالكتب,خبره,له,من,لي
923,كانت,الكتب,خزانه,الطوير,ابن
937,عليها,جليت,التي,الحصير,ان
941,وهي,الفرش,خزانه,الطوير,ابن
941,خزان,فاما,الذخار,كتاب,في
944,خزان,من,اخرج,فيما,اخرج
944,اخرج,ما,جمله,في,اخرجنا
954,ولما,والتحف,الذخار,كتاب,في
957,هذا,الله,الا,اله,لا
957,عنهم,انت,اتنقل,السلطان,له
962,الامام,مشهد,الظاهر,عبد,ابن
965,يبايع,لا,مثلنا,فقالا,بايعا
965,احب,فمن,شيعتنا,خذلنا,قد
965,الي,معذره,انها,الناس,ايها
967,ذي,بن,لشمر,زياد,ابن
973,وكان,الشرقي,الكبير,القصر,ابواب
973,المعز,عن,ط,ابي,ابن
973,لما,المعز,ان,ميسر,ابن
973,علي,جمل,خمسماه,كانت,غيره
973,سنه,اخبار,في,المامون,ابن
976,وسلم,عليه,الله,صلي,النبي
976,كان,لما,الظاهريه,السيره,جامع
978,رث,عتيق,كتاب,في,ورايت
978,ابواب,علي,التي,الطلسمات,فيه
980,اذ,وكنت,القول,هذا,لهما
980,ان,الاخباريين,من,واحد,غير
980,تعالي,الله,شا,ان,المصلي
981,القصر,هذا,بجوار,وكان,المنحر
986,رجل,الا,عني,يبلغ,لا
986,بجوار,وكان,الكبري,الوزاره,دار
987,الوزاره,دار,الظاهر,عبد,ابن
989,من,سقط,وقد,مره,رايت
990,ومقدار,خلعهم,وهيه,الوزاره,رتبه
990,فلما,الكتاب,هذا,من,الحارات
990,زي,من,وكان,الطوير,ابن
991,خلعهم,وكانت,طي,ابي,ابن
1001,الطارمه,اصطبل,الظاهر,عبد,ابن
1002,هذه,وحد,وقفها,كتاب,في
1002,منها,شوال,وفي,المامون,ابن
1002,ايام,في,الظاهر,عبد,ابن
1003,في,رايت,الظاهر,عبد,ابن
1003,انها,الحلبي,الشريف,السيد,لي
1003,وقد,الله,رحمه,والدي,لي
1003,سنه,غره,واسفرت,المامون,ابن
1014,مده,في,تضرب,لم,انها
1014,الخليفه,باسم,يضرب,ما,وصار
1014,العدس,خميس,الظاهر,عبد,ابن
1014,دار,كانت,الامريه,الوكاله,دار
1014,سنه,شوال,في,المامون,ابن
1014,شرقي,في,وكان,العيد,مصلي
1014,يتعلق,وما,العيد,صلاه,هيه
1014,لدين,المعز,وركب,زولاق,ابن
1019,علي,ما,ذلك,بعد,المامون
1026,فان,خشوعا,الحاضرين,الي,مشيرا
1026,قضيب,حسبك,للشريف,قل,له
1026,الاسلام,الله,عند,الدين,ان
1029,الكتاب,هذا,من,والخطط,الحارات
1029,واهدت,والتحف,الذخار,كتاب,في
1029,مستهل,في,ماتت,حين,وخلفت
1030,قال,مثاقيل,عشره,فيها,ان
1030,ست,سنه,في,المامون,ابن
1030,وفي,قال,بالمنحر,كان,ما
1030,في,كان,الظاهر,عبد,ابن
1031,محمد,الملك,عز,المختار,الامير
1031,احضر,واربعماه,ثلاث,سنه,وفي
1036,في,مالك,خرج,الضيافه,دار
1036,اول,السلام,عليه,ابراهيم,كان
1037,بالنيابه,المعروفه,الخدمه,الطوير,ابن
1039,درب,بجوار,وكان,المامونيه,الدار
1041,ودفعه,شيا,سم,انه,عنه
1041,سبع,سنه,في,المامون,ابن
1043,اصطبل,ذكر,عند,الاصطبل,هذا
1047,ليله,كانت,ولما,المامون,ابن
1047,وجددت,بهجتها,لدولتي,اعدت,قد
1047,وخمسماه,عشره,سبع,سنه,في
1049,النصف,مضي,اذا,الطوير,ابن
1053,مماتي,بن,الدين,علم,لي
1053,ارضي,لا,الارض,مالك,يا
1053,اثمت,عليه,يرد,عماره,الفقيه
1057,فتح,يوم,يعمل,كان,ما
1057,سيره,كتاب,في,زولاق,ابن
1057,الكبير,تاريخه,في,المسبحي,الامير
1057,ست,سنه,في,المامون,ابن
1057,ذراع,واربعماه,ذراع,الف,الف
1059,لجهه,يكون,ما,ذلك,بعد
1059,الاصحاب,من,لاحد,يكن,ولم
1059,وخمسماه,عشره,سبع,سنه,في
1060,السكره,منظره,في,المقصوره,وهيت
1060,الاهتمام,وقع,ما,جمله,ومن
1064,الباب,لمتولي,امامه,والترتيب,اولا
1066,انقضي,ولما,ميزته,حكم,علي
1068,مما,ان,الذخار,كتاب,في
1068,الله,اذن,اذا,الطوير,ابن
1075,ان,والتحف,الذخار,كتاب,في
1077,بالمقس,الدكه,الظاهر,عبد,ابن
1077,كانوا,انهم,المامونيه,للسيره,المرخ
1077,لاعزاز,الظاهر,عن,الطوير,ابن
1077,العساكر,تجهيز,وذكر,المامون,ابن
1081,الشهر,هذا,وفي,المامون,ابن
1082,يسمع,بحيث,للامرا,المامون,الوزير
1083,مراكب,جميع,وكانت,المامون,ابن
1083,عشر,سته,النيل,وفي,ولما
1083,ديوان,في,الخدمه,الطوير,ابن
1083,احتفالهم,امورهم,اهم,من,وكان
1085,المعز,ان,طي,ابي,ابن
1085,ما,جمله,ومن,المامون,ابن
1085,الاسم,بهذا,يدعي,مجلس,القاد
1089,مياح,ابن,طلب,في,وللناس
1089,مقال,المصطفي,الامر,بلغوا,الا
1089,الابيات,بلغته,لما,الامر,الخليفه
1089,الدعا,بعد,حاجه,لي,ما
1090,كان,ما,بنفسي,اعرف,انا
1090,وما,المداف,هذا,قيمه,ان
1091,من,الله,باحكام,الامر,الخليفه
1091,اين,قال,مولانا,يا,لبيك
1091,ها,الحال,في,له,مجيبا
1091,محمد,الله,عبد,ابو,الشريف
1092,راس,عند,ذلك,وكتب,الخركاه
1092,جماعه,واتفقت,الظاهر,عبد,ابن
1096,المعادي,بعض,في,وجد,انه
1096,وخمسماه,وتسعين,اثنتين,سنه,في
1096,الامر,الخليفه,عن,الطوير,ابن
1096,انتم,الخليفه,حواشي,من,لجماعه
1098,في,كان,فلما,ميسر,ابن
1098,من,خلت,عشره,ولاثنتي,المسبحي
1099,الفاطميون,الخلفا,كان,التي,الايام
1099,السماط,من,ويفرق,الضرب,دار
1100,فانظره,الحسيني,المشهد,ذكر,عند
1101,من,به,الله,خصه,ما
1101,النقط,كتاب,في,الجواني,الشريف
1101,جاريه,العاده,وكانت,المامون,ابن
1102,شعبان,انقضي,فاذا,الطوير,ابن
1102,من,الذهب,قاعه,في,السماط
1102,اسمطه,ذكر,وقد,المامون,ابن
1102,وقدمت,بالدعا,وختموا,السحور,فضال
1103,التاسع,كان,ولما,المامون,ابن
1103,اعلم,الشهور,اول,في,مذاهبهم
1103,نجمت,الهجره,من,سنين,وفي
1112,خرج,انه,يحدس,ما,ومقدار
1112,اليغموري,يوسف,الدين,جمال,الحافظ
1112,القصر,عن,الظاهر,عبد,ابن
1113,الاثنين,يوم,وفي,الفاضل,القاضي
1114,قد,الغربي,القصر,ان,وذكر
1114,هذه,من,بقي,من,وعدد
1114,ثمان,سنه,الاخره,جمادي,وفي
1115,الله,بسم,وظواهرها,القاهره,حارات
1115,محله,كل,والحاره,سيده,ابن
1115,وظواهرها,وبالقاهره,القوم,منزل,والمحله
1115,متمن,ان,وسببها,العبيد,واقعه
1120,الوزغ,ويسمي,الظاهر,عبد,ابن
1120,نزل,لما,الظاهر,عبد,ابن
1120,وكسر,الزاي,بفتح,زويله,ياقوت
1120,ليلا,اموالهم,وبين,بينهم,احول
1120,وخمسماه,وتسعين,اربع,سنه,في
1120,المصريه,الدوله,في,اعلم,لا
1120,محمود,اسمه,ان,القفطي,ابن
1125,محمد,بن,الله,عبد,فيه
1125,اهبه,سفر,لكل,مولاي,يا
1125,لاكل,بدمشق,التفرج,اريد,اني
1125,جميع,فاستدعي,وخرج,والطاعه,السمع
1127,وانا,لحيته,اغسل,والله,كنت
1136,ادعوكم,كنت,الذي,المهدي,هذا
1138,الصالحيه,الحاره,الظاهر,عبد,ابن
1138,نزل,ولما,الظاهر,عبد,ابن
1138,برقه,اهل,من,جماعه,واختطت
1138,وذلك,ضرغام,ووزاره,البرقيه,الامرا
1140,الوزاره,جنك,اري,عماره,الفقيه
1142,ج,ماده,في,سيده,ابن
1142,الجواني,اسعد,بن,محمد,الشريف
1142,ببغداد,ملفه,اجداد,تزل,ولم
1142,باب,خط,الظاهر,عبد,ابن
1144,صلوات,مولانا,عبيد,كلنا,لهم
1147,هي,العدويه,الظاهر,عبد,ابن
1148,خارج,اليانسيه,الظاهر,عبد,ابن
1148,او,بماكل,امره,اكفني,لطبيبه
1148,الفرصه,امكنتك,قد,مولاي,يا
1149,الجيوش,ناصر,الفتح,ابي,وزاره
1156,تلك,علي,استولي,الخراب,وكان
1156,المتعيشون,صار,حتي,ذلك,وعمر
1156,علي,انها,الظاهر,عبد,ابن
1157,الحسينيه,حاره,ومنتزهاتهم,الخلفا,مناظر
1157,خمس,سنه,حوادث,في,المسبحي
1157,خوف,واشتد,الاخر,ربيع,في
1158,اهل,وخرج,الاخره,جمادي,في
1158,الحارات,فاما,الظاهر,عبد,ابن
1163,الاول,حلب,باب,في,ياقوت
1163,تقدم,قد,وظواهرها,القاهره,اخطاط
1163,من,حاره,عليه,يطلق,ما
1163,سنه,متجددات,في,الفاضل,القاضي
1166,سيره,كتاب,في,زولاق,ابن
1166,ولقد,الدما,سفك,يكره,وكان
1166,خمس,وضرب,فبطح,ابطحوه,خذوه
1166,فقال,يتشاطر,ذا,هو,الاخشيد
1166,امرا,كتاب,تتمه,كتاب,في
1166,يعني,اليوم,هذا,غد,وفي
1168,يعني,الصالح,الملك,السلطان,وامر
1168,اسود,عبدا,كان,الاخشيدي,كافور
1171,المعروفه,الحاره,الظاهر,عبد,ابن
1174,حانوت,علي,يقفان,كانا,انهما
1174,بطيخه,احدنا,قلب,وقفنا,فاذا
1175,محمد,الدين,محب,ابنه,لي
1179,تثر,كنت,ان,مولانا,يا
1179,يقوم,ومن,ويحك,الحاكم,له
1179,بن,عمر,بن,علي,عبدك
1179,قال,هذا,يفعل,او,ويحك
1179,في,ههنا,يلقاني,له,قل
1179,فقال,نفسك,وقتلت,قتلتني,ويحك
1179,كم,هذا,يا,فهد,له
1179,ولا,يقدح,ما,والله,العداس
1179,من,علي,الله,سلط,فهد
1179,ولا,ذلك,وعجل,امين,العداس
1184,فما,اليوم,اما,المنصور,له
1184,يا,والله,طرنطاي,فقال,صدق
1184,تتكلم,ان,اياك,ويلك,له
1189,خليل,الدين,صلاح,المرخ,الاديب
1189,والناس,قوله,سمعنا,وما,الزمان
1189,ان,موضعه,في,كله,ذلك
1190,الخط,هذا,الاكفانيين,خط,الرحاب
1191,السبيل,خان,الظاهر,عبد,ابن
1197,ومن,مصر,من,مكه,اين
1198,الخدمه,يوم,العدل,بدار,له
1198,القزويني,الدين,جلال,القضاه,قاضي
1198,فان,خوند,يا,ايتمش,الامير
1198,عنه,سكن,لما,ثم,امنه
1199,يقول,وسلم,عليه,الله,صلي
1207,بالسويقه,ان,الظاهر,عبد,ابن
1211,هو,ما,ايراد,والقصد,الخوخ
1216,كم,المداعبه,سبيل,علي,له
1216,للامير,رسمت,انت,خوند,يا
1216,يفتح,ان,شاورني,انما,السلطان
1216,فتح,ما,خوند,يا,الخازن
1216,وفتحها,الحا,باسكان,الرحبه,الرحاب
1217,باب,رحبه,فاده,فيه,ما
1217,الرحبه,هذه,تزل,ولم,ذلك
1218,تعالي,الله,شا,ان,ذلك
1218,الرحبه,هذه,تزل,ولم,الجوامع
1220,هذه,الافيال,رحبه,المظفر,دار
1224,الربع,الان,موضعها,وفي,الدور
1226,تعالي,الله,شا,ان,المنتزهات
1229,تعالي,الله,شا,ان,المدارس
1235,ما,مملوك,مالي,انا,له
1239,وخدمتك,يخدمك,من,يفلح,ما
1240,ما,مثل,اربيه,انا,السلطان
1244,بيبرس,فان,بيبرس,الركنيه,الخانقاه
1246,قصد,انما,المساله,هذه,لك
1246,رفيقه,الدين,تاج,ولد,هو
1249,وكشف,معي,الوزير,فعل,انظر
1249,وقد,فقام,غلط,هذا,شيخو
1249,ما,وانا,الوزير,شغل,هذا
1250,الملقب,ايبك,بن,خليل,الصفدي
1255,حيزباب,من,ويجاورها,الخلفا,مناظر
1261,الملك,لاخي,جهزت,قد,لطوخي
1261,في,السلطان,يرسلني,لم,طوخي
1261,من,اليه,ارسلها,انا,ازبك
1261,فاقترض,التجار,من,نقترض,نحن
1261,فرح,عمل,من,بد,لا
1264,ويرموني,رجلي,يجروا,مت,اذا
1264,هذا,عليه,اعيد,لما,القاضي
1267,الدين,بدر,امير,يا,له
1267,خوند,يا,والله,السلطان,صدقات
1269,ولم,ابدا,وجهه,يرني,لا
1273,الغني,عبد,الدين,فخر,الامير
1280,الكتاب,هذا,من,الخلفا,مناظر
1284,بن,محمد,الدين,شمس,فيه
1286,محمد,الدين,شمس,العلامه,الامام
1288,يونس,غيبه,في,سرا,السلطان
1288,ش,علي,يطلع,ان,الحذر
1288,ولم,سال,ان,منه,اخاف
1288,فراي,منه,عليك,ما,السلطان
1288,السلطان,رسم,قد,سرا,للسلطان
1288,ارسل,الدوادار,يونس,للامير,السلطان
1290,مولانا,يا,الصالح,اصحاب,بعض
1290,امر,الله,كفاك,مولاي,يا
1290,الله,عبد,الدين,محي,القاضي
1296,الكتاب,هذا,من,الدور,في
1297,الجواني,اسعد,بن,محمد,الشريف
1298,شبهوه,واخرون,مبنيه,قلعه,قوم
1298,وقال,الربا,فوق,روضه,تلك
1299,اليه,فبعث,ذنبي,اعرف,اريد
1299,قتل,حاضرا,كنت,لو,اواه
1300,ما,كونك,وتتحسر,اخي,انت
1301,قال,الكتاب,هذه,من,الاخطاط
1304,الكتاب,هذا,من,النصاري,كناس
1305,من,مصر,ساحل,ذكر,عند
1305,ان,الله,من,يسعني,ما
1308,السلطان,وقفها,الظاهر,عبد,ابن
1309,قيساريه,الصالح,الملك,فندق,في
1309,الامير,بناها,الظاهر,عبد,ابن
1309,جهاركس,صاحبها,ان,المرخين,بعض
1309,اي,ثمنها,انقدك,انا,لصاحبها
1309,بن,احمد,الدين,شمس,القاضي
1309,بن,يوسف,الدين,جمال,الحافظ
1310,خطلبا,الدين,صارم,الامير,حدثني
1310,ان,الدين,فخر,الامير,بلغ
1310,ركبنا,اذا,باخطلبا,الامير,لي
1310,السلطان,سماط,من,خرجنا,اذا
1310,ها,قلت,الفرس,اين,لي
1310,فلما,اليه,فدعوته,ادعه,لي
1310,يا,الدين,فخر,الامير,لي
1310,الامير,بان,واخبرته,به,فاجتمعت
1310,ما,فلان,يا,الامير,له
1310,ان,عسي,وما,خوند,يا
1311,اعطيت,انك,بلغني,الامير,له
1311,لم,فلم,قال,كان,كذلك
1311,جعلته,الفرس,هذا,مولانا,يا
1311,خرج,اذا,اذني,في,لي
1311,ثمنه,اخذت,وقد,اركبه,كيف
1311,لا,مولانا,تشريف,خوند,يا
1311,يا,الدين,فخر,الامير,له
1311,ايضا,التبنيني,الدين,صارم,اخبرني
1311,فتكلموا,الرجل,هذا,استخدموا,لديوانه
1311,هذا,فقيل,لمن,البرك,هذا
1312,عندنا,لك,ما,له,قولوا
1312,وها,راح,انا,مولانا,يا
1312,بما,واخبرته,الامير,الي,فدخلت
1312,له,ما,والله,فقال,الرجل
1312,عند,خدمت,انما,فقال,الامير
1312,واخبرته,الامير,الي,فرجعت,الامير
1312,ما,له,يجري,فقال,الرجل
1313,الحاجه,قضيت,فقد,ارجع,له
1314,ابو,الدين,بدر,القاضي,اخبرني
1314,في,القيساريه,اسكنت,السلطان,بسعاده
1314,اسكنتها,كنت,ان,قاضي,يا
1314,بيبرس,فر,لما,انه,وذلك
1315,وان,سجنا,كانت,انها,الاسواق
1319,خمسه,لها,ان,المتوج,ابن
1322,ولدي,بعد,بالملك,اعمل,ايش
1322,السبيل,خان,الظاهر,عبد,ابن
1323,منكورش,خان,الظاهر,عبد,ابن
1323,احد,كان,هذا,ومنكورش,ملفه
1323,ابن,فندق,الظاهر,عبد,ابن
1325,انشاه,الكتاب,هذا,من,القصر
1325,وقال,الكتاب,هذا,من,الدور
1326,والسوق,سيده,ابن,قال,الاسواق
1329,المعروفه,والسويقه,الظاهر,عبد,ابن
1333,الكتاب,هذا,من,القصر,ابواب
1335,القاهره,حسبه,في,انوب,كنت
1335,تلبس,ان,ترضي,وكيف,لي
1335,لبس,الي,تعد,لا,لي
1337,له,انعقد,الذي,اليوم,في
1337,من,ما,الممنين,امير,يا
1339,سيره,كتاب,في,زولاق,ابن
1339,في,الظاهر,عبد,ابن,ذلك
1342,تراع,لا,بني,يا,له
1344,مجد,القضاه,قاضي,شيخنا,لي
1344,داره,قطب,السوق,هذا,له
1344,الصاغه,وكانت,الظاهر,عبد,ابن
1347,شارع,السوق,هذا,وباب,القياسر
1349,من,الفاطميين,الخلفا,اصطبلات,عند
1349,ذكر,عند,البندقانيين,خط,في
1351,بن,الدين,علا,القاضي,تزوج
1354,السويقه,هذه,عرفت,القاهره,ظواهر
1354,عامه,فحرف,عاط,عاط,له
1355,القاهره,بقصبه,كانت,التي,العواد
1359,الله,شا,ان,الميدان,هذا
1359,هذا,من,المقابر,ذكر,عند
1359,هذا,من,المناظر,ذكر,عند
1359,الكتاب,هذا,من,موضعه,في
1359,واما,العسكر,ذكر,وعند,البرك
1359,هذا,من,مصر,ساحل,في
1360,هذا,من,القناطر,ذكر,عند
1360,هذا,من,الاحكار,ذكر,عند
1361,ويشفي,يكفي,ما,المواضع,هذه
1361,الكتاب,هذا,من,موضعه,في
1362,واما,الكتاب,هذا,من,الحارات
1363,وهو,الكتاب,هذا,من,الاسواق
1363,من,المناظر,ذكر,عند,خبرها
1363,والله,بيان,مزيد,الي,هنا
1363,خارج,الموضع,هذا,القبق,ميدان
1364,سابع,وفي,الظاهريه,السيره,جامع
1364,شديد,يوم,وهذا,صيام,الناس
1368,ذكر,عند,المهم,هذا,خبر
1369,هذا,من,المقابر,ذكر,عند
1369,تقدم,قد,الغربي,الخليج,بر
1370,المهراني,منشاه,ويجاور,مصر,مدينه
1370,هذا,من,الميادين,ذكر,عند
1370,الخليج,غربي,في,التي,الاحكار
1370,الطعام,جمع,الاحتكار,سيده,ابن
1371,بن,الرحمن,عبد,سعيد,ابو
1371,محمد,الله,عبد,ابو,القاضي
1371,بن,محمد,الدين,تاج,القاضي
1371,احكار,الان,اكثر,الحبس,وهذا
1375,هذا,من,الكناس,ذكر,عند
1376,ذكر,عند,الثلاث,الحمراوات,خبر
1376,الحكر,هذا,طقزدمر,حكر,هما
