parent_cl,par_begin,par_len,level_1,per_of_par,level_2,per_of_l1,level_3,per_of_l2,ms,parent_cl_book,level_1_book,level_2_book,level_3_book
60129902829,776,314,0,0,0,0,0,0,792,['0255Jahiz.Hayawan'],No Cluster,No Cluster,No Cluster
154619000251,481,806,206158526837,23.33,0,0,0,0,793,['0845Maqrizi.Muqaffa'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
85899526732,107,1074,85899526733,45.53,0,0,0,0,794,No Data,['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster
85899526734,669,835,85899526736,71.5,0,0,0,0,794,['0808IbnKhaldun.Tarikh'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
42958,1148,464,42956,71.34,0,0,0,0,800,['0845Maqrizi.ItticazHunafa'],No Data,No Cluster,No Cluster
94489603748,27,442,94489603749,38.24,0,0,0,0,801,No Data,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
206158747064,856,695,171798831822,85.9,0,0,0,0,803,['0845Maqrizi.ItticazHunafa'],No Data,No Cluster,No Cluster
137439298603,1,863,137439298605,21.78,0,0,0,0,804,['0845Maqrizi.ItticazHunafa'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
343597649368,752,798,214748621234,17.92,0,0,0,0,805,No Data,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
120259372580,501,239,0,0,0,0,0,0,809,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
34359769190,631,265,34359769189,47.55,0,0,0,0,810,No Data,['0470MuayyadFiDinShirazi.Sira'],No Cluster,No Cluster
128849410630,1202,225,0,0,0,0,0,0,811,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
17180175645,230,241,0,0,0,0,0,0,812,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
25770103814,1384,217,0,0,0,0,0,0,814,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",No Cluster,No Cluster,No Cluster
25770127975,33,681,0,0,0,0,0,0,815,No Data,No Cluster,No Cluster,No Cluster
25770127976,1016,588,0,0,0,0,0,0,816,No Data,No Cluster,No Cluster,No Cluster
8590148439,488,858,257698263593,20.05,0,0,0,0,817,No Data,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
8590148440,505,436,0,0,0,0,0,0,818,No Data,No Cluster,No Cluster,No Cluster
120259234467,1273,293,0,0,0,0,0,0,820,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
171798692562,1271,381,180388701423,74.54,0,0,0,0,824,['0845Maqrizi.MusawwadatMawaciz'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster
42949831306,277,1348,0,0,0,0,0,0,825,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
146029118396,14,1238,0,0,0,0,0,0,827,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
68719639438,1033,309,0,0,0,0,0,0,829,['0889IbnAhmadSakhawi.TuhfatAhbab'],No Cluster,No Cluster,No Cluster
171798805017,4,799,0,0,0,0,0,0,832,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
51539628286,787,888,51539628287,52.36,0,0,0,0,833,No Data,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
51539628286,787,888,51539628288,27.59,0,0,0,0,833,No Data,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
171798864138,157,1452,94489408483,33.33,0,0,0,0,834,No Data,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
274877943061,161,1501,274877943062,76.02,111669295339,16.56,0,0,835,No Data,['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster
94489352537,1,1120,94489352539,72.32,0,0,0,0,837,No Data,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
25770086715,811,805,25770086714,61.49,0,0,0,0,837,['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
61153,839,466,61155,34.55,0,0,0,0,842,['0749IbnFadlAllahCumari.MasalikAbsar'],['0626YaqutHamawi.MucjamUdaba'],No Cluster,No Cluster
61152,950,677,61154,58.94,0,0,0,0,842,['0845Maqrizi.MusawwadatMawaciz'],['0626YaqutHamawi.MucjamUdaba'],No Cluster,No Cluster
137439206798,521,1117,0,0,0,0,0,0,847,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
17180228239,1,178,0,0,0,0,0,0,854,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
25769968726,879,416,60129770137,93.27,0,0,0,0,856,['0692IbnCabdZahir.RawdaBahiyya'],['0736IbnDawadari.KanzDurar'],No Cluster,No Cluster
60129770134,993,537,17180159649,35.57,0,0,0,0,856,['0845Maqrizi.Muqaffa'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
68719754487,217,747,68719754490,19.14,0,0,0,0,857,['0874IbnTaghribirdi.NujumZahira'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster
51539834313,59,585,25770149820,44.62,0,0,0,0,857,['0362IbnHaniAndalusi.Diwan'],No Data,No Cluster,No Cluster
60129840856,1110,408,0,0,0,0,0,0,859,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",No Cluster,No Cluster,No Cluster
117140,143,527,51539905985,34.16,0,0,0,0,861,['0643FathBundari.MukhtasarSanaBarqShami'],['0643FathBundari.MukhtasarSanaBarqShami'],No Cluster,No Cluster
42949752425,1134,456,0,0,0,0,0,0,862,['0677IbnMuyassar.AkhbarMisr'],No Cluster,No Cluster,No Cluster
42949787217,804,162,0,0,0,0,0,0,863,['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster,No Cluster
111669259286,1018,488,0,0,0,0,0,0,864,['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster
206158656475,1,198,0,0,0,0,0,0,865,['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster
137439043180,926,676,0,0,0,0,0,0,866,['0597CimadDinKatibIsfahani.TarikhDawlatAlSaljuq'],No Cluster,No Cluster,No Cluster
103079561051,1293,323,0,0,0,0,0,0,867,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
85899423884,833,758,0,0,0,0,0,0,868,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
225527,246,418,0,0,0,0,0,0,869,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
163208937790,23,578,163208937792,41.35,0,0,0,0,870,['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
111669319840,1,459,309237908324,46.84,0,0,0,0,872,['0420Musabbihi.AkhbarMisr'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
214748621231,912,714,171799009264,31.65,0,0,0,0,872,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']","['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",No Cluster,No Cluster
214748621231,912,714,214748621232,27.87,0,0,0,0,872,"['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']","['0845Maqrizi.Muqaffa', '0845Maqrizi.ItticazHunafa']",No Cluster,No Cluster
17180157021,621,1106,128849223789,18.26,0,0,0,0,874,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
42949986205,1,1177,120259338761,53.53,0,0.0,0,0,875,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
120259338760,631,1060,60129761378,46.32,60129761381,41.34,0,0,875,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster
274878111117,110,1253,180388669542,15.56,0,0,0,0,877,['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
274878111117,110,1253,188978731400,48.76,0,0,0,0,877,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
274878111117,110,1253,188978731401,21.15,0,0,0,0,877,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
274878111119,1114,434,94489643768,34.56,0,0,0,0,877,['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
17179914184,937,625,17179914186,39.52,0,0,0,0,879,No Data,No Data,No Cluster,No Cluster
51539703066,767,805,283468163731,42.36,0,0,0,0,880,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
223338456985,1,694,25770134102,38.9,0,0,0,0,882,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
223338456985,1,694,120259328324,60.52,0,0,0,0,882,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
42949794384,695,787,42949794385,33.8,0,0,0,0,882,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
42949794384,695,787,42949794386,36.34,0,0,0,0,882,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
8590138819,226,757,8590138821,59.97,0,0,0,0,883,['0588IbnMamun.AkhbarMisr'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",No Cluster,No Cluster
8590138818,256,1451,8590138820,47.48,0,0,0,0,883,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
42950039389,52,1110,42950039390,22.97,0,0,0,0,884,['0588IbnMamun.AkhbarMisr'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",No Cluster,No Cluster
163208764104,1,935,163208764112,81.71,208548,77.49,208546,66.22,885,No Data,['0845Maqrizi.ItticazHunafa'],['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn']
163208764104,1,935,163208764109,35.08,0,0.0,0,0.0,885,No Data,['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
42949851656,1,600,128849263927,59.83,0,0,0,0,886,No Data,['0845Maqrizi.Muqaffa'],No Cluster,No Cluster
128849263925,702,816,128849263928,47.92,0,0,0,0,886,['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
94489328601,633,967,94489328603,56.46,0,0,0,0,887,['0736IbnDawadari.KanzDurar'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
42949792203,9,1045,42949792204,53.88,0,0,0,0,887,['0733Nuwayri.NihayatArab'],['0736IbnDawadari.KanzDurar'],No Cluster,No Cluster
180388737685,1,1258,180388737688,17.97,0,0,0,0,888,['0733Nuwayri.NihayatArab'],['0736IbnDawadari.KanzDurar'],No Cluster,No Cluster
163209099105,31,744,42949908972,35.89,0,0,0,0,889,['0845Maqrizi.MusawwadatMawaciz'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
163209099105,31,744,42949908973,27.69,0,0,0,0,889,['0845Maqrizi.MusawwadatMawaciz'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
103079563752,1192,393,0,0,0,0,0,0,890,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
103079563750,209,1097,0,0,0,0,0,0,891,['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster
103079361352,12,706,103079361354,65.44,0,0,0,0,893,['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
249108454534,147,811,146029011057,53.27,0,0,0,0,894,['0845Maqrizi.MusawwadatMawaciz'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
42949905586,385,295,0,0,0,0,0,0,895,['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster
206158801440,383,1185,206158801441,66.33,0,0,0,0,897,['0733Nuwayri.NihayatArab'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
25769892238,1,678,25769892239,47.49,0,0.0,0,0,898,['0845Maqrizi.MusawwadatMawaciz'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
25769892236,323,1196,25769892240,89.88,25769892241,100.0,0,0,898,['0733Nuwayri.NihayatArab'],['0505Ghazali.Fadaih'],No Data,No Cluster
25769892236,323,1196,25769892237,70.23,0,0.0,0,0,898,['0733Nuwayri.NihayatArab'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
51539968040,1,577,34360075229,52.51,0,0,0,0,899,['0845Maqrizi.MusawwadatMawaciz'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
51539968044,4,666,51539968042,54.35,0,0,0,0,899,['0505Ghazali.Fadaih'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
34359935029,1355,401,34359935031,33.92,0,0,0,0,900,['0821Qalqashandi.SubhAcsha'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
34359935029,1355,401,34359935030,41.65,0,0,0,0,900,['0821Qalqashandi.SubhAcsha'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
34360027340,1,781,34360027339,95.52,0,0,0,0,902,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
223338660468,782,788,42949943024,65.74,0,0,0,0,902,['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
128849085048,1,1041,128849085050,43.32,0,0,0,0,903,No Data,['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
128849085048,1,1041,128849085051,34.1,0,0,0,0,903,No Data,['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
85899666189,1051,635,128849085052,31.5,0,0,0,0,903,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
223338688951,320,1035,128849218514,18.45,0,0,0,0,904,['0588IbnMamun.AkhbarMisr'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
85899491689,917,455,120259292503,44.4,0,0,0,0,907,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
85899491689,917,455,8590023315,39.56,0,0,0,0,907,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
103079467186,898,714,103079467189,25.63,0,0,0,0,908,['0617IbnTuwayr.NuzhatMuqlatayn'],No Data,No Cluster,No Cluster
8589962640,1,1747,17179966997,47.85,240518301719,53.23,240518301720,34.61,909,['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.ItticazHunafa'],['0617IbnTuwayr.NuzhatMuqlatayn'],['0821Qalqashandi.SubhAcsha']
8589962640,1,1747,17179966996,48.08,0,0.0,0,0.0,909,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
34360062302,1214,540,34360007412,47.22,0,0,0,0,910,['0617IbnTuwayr.NuzhatMuqlatayn'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster
103079222658,8,1101,8589962643,37.97,0,0,0,0,910,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
257698419652,1,1428,34360062300,74.79,34360062303,64.89,0,0,911,['0821Qalqashandi.SubhAcsha'],No Data,['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster
214748493595,1,668,128849331224,49.85,0,0,0,0,912,['0845Maqrizi.ItticazHunafa'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
103079409426,105,1038,103079409429,82.18,0,0,0,0,913,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
103079409428,130,1474,42949991384,73.54,0,0,0,0,913,No Data,['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
25770040352,283,407,206158810492,34.89,0,0,0,0,915,['0845Maqrizi.MusawwadatMawaciz'],['0420Musabbihi.AkhbarMisr'],No Cluster,No Cluster
111669399432,1,889,0,0,0,0,0,0,917,No Data,No Cluster,No Cluster,No Cluster
188978578221,1113,506,0,0,0,0,0,0,919,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
25770114193,1162,519,25770114195,26.4,0,0,0,0,920,['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
197568662548,46,1048,128849409434,32.82,120259272477,68.9,0,0,924,['0845Maqrizi.MusawwadatMawaciz'],['0665AbuShama.Rawdatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster
51539716333,27,682,51539716336,31.38,0,0,0,0,925,['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
51539716332,663,1034,194189,37.43,0,0,0,0,925,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
51539716332,663,1034,51539716334,48.45,0,0,0,0,925,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
214748501804,1,959,180388895912,42.75,0,0,0,0,929,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
214748501804,1,959,85899500316,29.72,0,0,0,0,929,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
197568571896,1,912,283467909172,69.85,0,0,0,0,930,['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
257698068154,638,1079,34360107661,74.51,0,0,0,0,930,['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
34360107662,1,940,34360107663,43.3,0,0,0,0,931,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
85899543724,941,784,42949709615,37.88,0,0,0,0,931,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
42949798382,1,959,42949798383,73.93,0,0,0,0,932,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
25770018703,71,706,25770018704,67.0,0,0,0,0,933,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
60129916058,1205,385,0,0,0,0,0,0,935,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
188978647523,34,958,0,0,0,0,0,0,939,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
180388644029,282,1337,0,0,0,0,0,0,940,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
34360036840,448,732,34360036841,59.7,0,0,0,0,942,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
34360036840,448,732,34360036843,33.88,0,0,0,0,942,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
77309780969,1,1136,25770018702,12.68,0,0,0,0,943,['0617IbnTuwayr.NuzhatMuqlatayn'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
42950065311,331,168,0,0,0,0,0,0,944,['0420Musabbihi.AkhbarMisr'],No Cluster,No Cluster,No Cluster
8590062429,312,507,0,0,0,0,0,0,945,['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster,No Cluster
231928333731,843,587,231928333732,50.6,0,0,0,0,946,['0845Maqrizi.ItticazHunafa'],['0460Anonymous.DhakhairTuhaf'],No Cluster,No Cluster
8590224690,1041,667,8590224692,58.02,0,0,0,0,947,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
163209024764,7,1245,68719829724,16.63,0,0,0,0,947,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
163209024764,7,1245,60129677877,47.55,0,0,0,0,947,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
163209024764,7,1245,8590224695,14.7,0,0,0,0,947,['0845Maqrizi.MusawwadatMawaciz'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
171798985185,1,1643,171798985188,48.33,8590224693,36.27,0,0,948,['0588IbnMamun.AkhbarMisr'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",['0588IbnMamun.AkhbarMisr'],No Cluster
171798985185,1,1643,77309672012,51.67,171798985189,29.56,0,0,948,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster
188978874819,1,897,77309672014,85.62,188978874821,33.59,0,0,949,['0845Maqrizi.MusawwadatMawaciz'],"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",['0588IbnMamun.AkhbarMisr'],No Cluster
188978874819,1,897,34360002263,15.27,0,0.0,0,0,949,['0845Maqrizi.MusawwadatMawaciz'],['0845Maqrizi.Muqaffa'],No Cluster,No Cluster
188978874818,259,1347,94489458055,13.73,0,0.0,0,0,949,['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.ItticazHunafa'],No Cluster,No Cluster
188978874818,259,1347,25770009105,52.56,0,0.0,0,0,949,['0588IbnMamun.AkhbarMisr'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
111669413776,13,1713,111669413777,70.75,0,0,0,0,951,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
111669413776,13,1713,34360002261,29.77,0,0,0,0,951,['0588IbnMamun.AkhbarMisr'],['0588IbnMamun.AkhbarMisr'],No Cluster,No Cluster
25770049266,311,612,137439327850,31.86,0,0,0,0,952,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
206158774478,1,762,206158774479,60.5,0,0,0,0,955,['0460Anonymous.DhakhairTuhaf'],['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster
206158774477,482,760,42949932133,33.03,0,0,0,0,955,['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
206158474612,931,352,206158474609,98.86,0,0,0,0,955,['0764Safadi.WafiBiWafayat'],['0626YaqutHamawi.MucjamUdaba'],No Cluster,No Cluster
171798757159,88,464,0,0,0,0,0,0,958,['0845Maqrizi.MusawwadatMawaciz'],No Cluster,No Cluster,No Cluster
163208882804,1,1127,25770049268,14.11,0,0,0,0,959,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
163208882804,1,1127,163208882807,44.9,0,0,0,0,959,['0845Maqrizi.MusawwadatMawaciz'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
163208882804,1,1127,34359794961,45.96,0,0,0,0,959,['0845Maqrizi.MusawwadatMawaciz'],['0821Qalqashandi.SubhAcsha'],No Cluster,No Cluster
163208882805,723,959,163208882806,57.77,0,0,0,0,959,['0617IbnTuwayr.NuzhatMuqlatayn'],['0617IbnTuwayr.NuzhatMuqlatayn'],No Cluster,No Cluster
111669325209,490,427,111669325211,31.62,0,0,0,0,960,['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
120259446370,1,1151,120259446372,54.74,369367253470,37.14,0,0,961,['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster
120259446370,1,1151,120259446371,24.07,0,0.0,0,0,961,['0845Maqrizi.MusawwadatMawaciz'],['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
8590296441,541,495,42950035076,29.09,0,0.0,0,0,962,No Data,No Data,No Cluster,No Cluster
17180021150,568,1028,257698339497,100.0,206158692990,12.65,0,0,962,No Data,No Data,No Data,No Cluster
214748633015,1,840,146029218904,54.29,0,0,0,0,963,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",['0692IbnCabdZahir.RawdaBahiyya'],No Cluster,No Cluster
214748633015,1,840,25770009472,47.5,0,0,0,0,963,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",['0845Maqrizi.Muqaffa'],No Cluster,No Cluster
214748633015,1,840,214748633021,35.95,0,0,0,0,963,"['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']","['0845Maqrizi.Muqaffa', '0845Maqrizi.MusawwadatMawaciz']",No Cluster,No Cluster
300647803827,841,658,240518493741,26.9,0,0,0,0,963,['0845Maqrizi.MusawwadatMawaciz'],['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster
283468139342,255,461,223338417419,55.97,0,0,0,0,964,No Data,['0845Maqrizi.Muqaffa'],No Cluster,No Cluster
95047,393,889,25769970172,18.0,0,0,0,0,964,"['0230IbnSacd.TabaqatKubra', '0230IbnSacd.TarjamatHusayn']",['0463IbnCabdBarr.IsticabFiMacrifatAshab'],No Cluster,No Cluster
17179991012,98,580,369367307644,35.86,0,0,0,0,965,['0463IbnCabdBarr.IsticabFiMacrifatAshab'],['0320IbnMuhammadBayhaqi.Mahasin'],No Cluster,No Cluster
34359867771,1,1400,25769841601,68.57,25769841602,78.33,137439110292,69.41,966,['0597IbnJawzi.Muntazam'],['0157AbuMikhnafAzdi.WaqcatTaff'],['0413ShaykhMufid.Irshad'],No Data
34359867771,1,1400,77309418921,71.14,0,0.0,0,0.0,966,['0597IbnJawzi.Muntazam'],['0157AbuMikhnafAzdi.MaqtalHusayn'],No Cluster,No Cluster
34359867771,1,1400,88621,85.14,137439110301,60.74,17180067181,38.81,966,['0597IbnJawzi.Muntazam'],"['0157AbuMikhnafAzdi.WaqcatTaff', '0157AbuMikhnafAzdi.MaqtalHusayn']",No Data,['0955MuhammadKarakiHairi.TasliyatMujalis']
34359867771,1,1400,34359867780,68.79,0,0.0,0,0.0,966,['0597IbnJawzi.Muntazam'],['0597IbnJawzi.Muntazam'],No Cluster,No Cluster
371461,164,1067,34359907367,20.71,0,0,0,0,967,"['0157AbuMikhnafAzdi.WaqcatTaff', '0157AbuMikhnafAzdi.MaqtalHusayn']",No Data,No Cluster,No Cluster
63618,405,556,103079493415,26.26,0,0.0,0,0,968,['0421Miskawayh.Tajarib'],['0157AbuMikhnafAzdi.MaqtalHusayn'],No Cluster,No Cluster
63618,405,556,120259161422,33.63,0,0.0,0,0,968,['0421Miskawayh.Tajarib'],['0630IbnAthirCizzDin.Kamil'],No Cluster,No Cluster
