parent_cl,par_begin,par_len,level_1,per_of_par,level_2,per_of_l1,level_3,per_of_l2,ms,parent_cl_book,level_1_book,level_2_book,level_3_book
94489584518,1,291,0,0,0,0,0,0,309,['0646IbnQifti.IkhbarCulama'],No Cluster,No Cluster,No Cluster
60129694567,1,787,60129694569,90.85,0,0,0,0,310,['0487AbuCubaydBakri.MasalikWaMamalik'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster
60129694566,368,911,60129694570,67.4,0,0,0,0,310,['0733Nuwayri.NihayatArab'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
60129694566,368,911,60129694568,24.59,0,0,0,0,310,['0733Nuwayri.NihayatArab'],['0814IbnZayyat.KawakibSayyara'],No Cluster,No Cluster
146029054844,354,322,0,0,0,0,0,0,312,['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,No Cluster
270476,356,637,60129573047,40.35,0,0,0,0,313,['0600PseudoMascudi.AkhbarZaman'],['0736IbnDawadari.KanzDurar'],No Cluster,No Cluster
171798852514,720,432,0,0,0,0,0,0,316,['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster
85899723331,1,796,85899723332,64.95,0,0,0,0,321,['0733Nuwayri.NihayatArab'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster
46613,114,375,0,0,0,0,0,0,322,['0733Nuwayri.NihayatArab'],No Cluster,No Cluster,No Cluster
163208924825,130,742,163208924826,48.52,0,0,0,0,323,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
197568788183,542,376,0,0,0,0,0,0,324,['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,No Cluster
343597679637,112,798,283468129323,43.23,0,0.0,0,0,325,['0596IbnWasifShah.MukhtasarCajaibDunya'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
343597679637,112,798,111669401363,69.3,85899710193,29.29,0,0,325,['0596IbnWasifShah.MukhtasarCajaibDunya'],['0736IbnDawadari.KanzDurar'],['0733Nuwayri.NihayatArab'],No Cluster
231928473336,1,659,154619064579,66.77,0,0,0,0,326,['0600PseudoMascudi.AkhbarZaman'],['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster
122731,1,902,122733,18.4,0,0,0,0,328,['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
120259257427,1,928,154619175572,48.92,0,0,0,0,331,['0600PseudoMascudi.AkhbarZaman'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster
34359766618,511,1072,34359766619,77.33,0,0,0,0,333,['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
146029088013,145,1103,274878206594,40.71,0,0,0,0,335,['0733Nuwayri.NihayatArab'],['0600KatibMarrakushi.Istibsar'],No Cluster,No Cluster
146029088013,145,1103,146029088016,41.61,0,0,0,0,335,['0733Nuwayri.NihayatArab'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster
146029088015,77,859,146029088018,65.66,0,0,0,0,335,['0487AbuCubaydBakri.MasalikWaMamalik'],['0600KatibMarrakushi.Istibsar'],No Cluster,No Cluster
228326,944,565,34360047127,96.64,266288347217,39.93,0,0,336,['0200YahyaIbnSalam.Tafsir'],['0369AbuShaykhIsbahani.Cuzma'],No Data,No Cluster
228320,1,1110,228326,21.26,0,0.0,0,0,337,['0200YahyaIbnSalam.Tafsir'],['0200YahyaIbnSalam.Tafsir'],No Cluster,No Cluster
228320,1,1110,228332,11.62,0,0.0,0,0,337,['0200YahyaIbnSalam.Tafsir'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
60129797890,27,1509,8590040479,63.95,17180008227,23.83,0,0,337,['0407IbnMuhammadKharkushi.SharafMustafa'],['0200YahyaIbnSalam.Tafsir'],['0213IbnHisham.SiraNabawiyya'],No Cluster
85899688349,16,522,266288134678,71.84,0,0.0,0,0,338,['0257IbnCabdHakam.FutuhMisr'],"['0468IbnAhmadWahidiNaysaburi.WasitFiTafsir', '0468IbnAhmadWahidiNaysaburi.TafsirBasit']",No Cluster,No Cluster
300648019777,431,1025,60129888522,75.9,0,0.0,0,0,338,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
300648019777,431,1025,17180196605,27.12,51539890616,93.88,0,0,338,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
34359970846,927,573,34359970851,22.16,0,0,0,0,339,['0257IbnCabdHakam.FutuhMisr'],['0997IbnCaliSibahiZadehBursawi.AwdahMasalik'],No Cluster,No Cluster
85899497775,1,718,85899497777,61.7,0,0,0,0,340,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
51539890617,234,539,51539890620,50.28,0,0,0,0,340,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
37055,712,833,85899497781,23.29,0,0,0,0,340,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
37055,712,833,37057,44.54,0,0,0,0,340,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
34360067944,1,1345,34360067948,54.35,8590209318,64.02,0,0,341,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster
231928497423,1,1246,274877978749,66.05,0,0,0,0,342,['0346Mascudi.MurujDhahab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
25770122851,1,1310,137439046766,12.67,0,0,0,0,343,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
206158766450,145,555,85899655745,23.42,0,0,0,0,344,['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
206158766448,404,1192,25770069865,48.07,0,0,0,0,344,['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
137439024120,1,1106,137439012736,34.0,0,0,0,0,345,['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
93692,1,1073,93695,24.88,0,0,0,0,346,['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
93692,1,1073,93694,56.01,0,0,0,0,346,['0845Maqrizi.KhabarCanBashar'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
326417713086,651,1012,352187427822,16.7,0,0,0,0,347,No Data,['0346Mascudi.TanbihWaIshraf'],No Cluster,No Cluster
326417713086,651,1012,103079227136,13.04,0,0,0,0,347,No Data,['0749IbnFadlAllahCumari.MasalikAbsar'],No Cluster,No Cluster
240518169269,1,598,103079227135,25.25,0,0,0,0,348,No Data,['0276IbnQutaybaDinawari.AnwaFiMawasim'],No Cluster,No Cluster
249108121700,1,576,0,0,0,0,0,0,349,['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,No Cluster
286546,1016,471,286547,94.27,0,0.0,0,0,350,['0310Tabari.Tarikh'],['0699IbnCabdMalikMurjani.BahjatNufus'],No Cluster,No Cluster
300647860300,317,1083,42949761037,65.56,34359893350,17.61,0,0,350,No Data,['0845Maqrizi.KhabarCanBashar'],['0732AbuFida.MukhtasarFiAkhbar'],No Cluster
300647860300,317,1083,223338431926,17.54,0,0.0,0,0,350,No Data,['0630IbnAthirCizzDin.Kamil'],No Cluster,No Cluster
128849087213,1,1331,128849087214,71.83,128849087216,31.07,0,0,351,['0845Maqrizi.KhabarCanBashar'],['0213IbnHisham.Tijan'],['0573NashwanHimyari.KhulasatSiyar'],No Cluster
137439299821,1098,504,8590283568,57.14,0,0.0,0,0,351,['0845Maqrizi.KhabarCanBashar'],['0573NashwanHimyari.KhulasatSiyar'],No Cluster,No Cluster
163209110338,241,516,163209110344,51.55,154619058200,90.98,0,0,352,No Data,['0845Maqrizi.KhabarCanBashar'],['0255Jahiz.Hayawan'],No Cluster
146029185448,810,739,163209110341,36.27,0,0.0,0,0,352,['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
146029185448,810,739,163209110340,39.65,0,0.0,0,0,352,['0375AnonymousTranslator.TarikhCalamUrusiyus'],['0375AnonymousTranslator.TarikhCalamUrusiyus'],No Cluster,No Cluster
137438965484,1316,295,0,0,0,0,0,0,355,['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,No Cluster
137439046764,1,355,137439046767,93.52,0,0.0,0,0.0,356,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
137438965483,172,672,146029020470,71.73,0,0.0,0,0.0,356,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
146029041255,356,1196,102264,38.88,68719662613,100.0,85899575285,100.0,356,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab']
146029041255,356,1196,77309440483,38.63,0,0.0,0,0.0,356,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
292057801831,285,1233,60129652339,62.12,60129652341,40.99,0,0,357,['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster
42949850436,1,1146,42949850439,11.95,0,0,0,0,358,['0930IbnIyas.NuzhatUmam'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
42949850436,1,1146,42949850437,46.68,0,0,0,0,358,['0930IbnIyas.NuzhatUmam'],['0596IbnWasifShah.MukhtasarCajaibDunya'],No Cluster,No Cluster
51539753680,1,1440,51539753683,47.92,51539753682,43.91,0,0,359,['0346Mascudi.TanbihWaIshraf'],['0346Mascudi.TanbihWaIshraf'],['0346Mascudi.TanbihWaIshraf'],No Cluster
51539753680,1,1440,60129687126,46.39,0,0.0,0,0,359,['0346Mascudi.TanbihWaIshraf'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
240518237399,1,1575,188978596064,16.83,0,0.0,0,0,361,['0930IbnIyas.NuzhatUmam'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
240518237399,1,1575,240518237400,38.73,0,0.0,0,0,361,['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
240518237399,1,1575,17179966564,28.19,85899505545,43.47,0,0,361,['0930IbnIyas.NuzhatUmam'],['0565AbuHamidGharnati.TuhfatAlbab'],['0733Nuwayri.NihayatArab'],No Cluster
154619161621,419,1104,17180087860,63.5,0,0,0,0,362,No Data,['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
154619161621,419,1104,85899674394,10.87,0,0,0,0,362,No Data,['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
85899674388,1,1448,85899674391,35.84,85899674392,53.56,0,0,363,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
85899674388,1,1448,34360021957,56.49,0,0.0,0,0,363,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
85899674390,313,1147,85899674393,46.38,0,0.0,0,0,363,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
42949978482,5,1200,34360021959,59.25,0,0.0,0,0,364,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
42949978482,5,1200,42949978486,56.0,0,0.0,0,0,364,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
42949978482,5,1200,42949978483,55.08,42949978488,54.31,0,0,364,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
223338365636,1037,592,223338365639,44.59,0,0,0,0,365,['0487AbuCubaydBakri.MasalikWaMamalik'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster
223338365636,1037,592,223338365638,54.56,0,0,0,0,365,['0487AbuCubaydBakri.MasalikWaMamalik'],['0487AbuCubaydBakri.MasalikWaMamalik'],No Cluster,No Cluster
171798750285,985,278,0,0,0,0,0,0,366,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
128849190378,666,592,128849190386,32.26,0,0,0,0,367,['0845Maqrizi.KhabarCanBashar'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster
128849190378,666,592,128849190385,57.26,0,0,0,0,367,['0845Maqrizi.KhabarCanBashar'],['0671AbuCabdAllahQurtubi.JamicLiAhkamQuran'],No Cluster,No Cluster
128849190378,666,592,171798750288,65.88,0,0,0,0,367,['0845Maqrizi.KhabarCanBashar'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster
8590194198,1,760,85899523960,33.55,0,0.0,0,0,369,['0565AbuHamidGharnati.TuhfatAlbab'],['0565AbuHamidGharnati.TuhfatAlbab'],No Cluster,No Cluster
8590194198,1,760,85899523956,66.45,0,0.0,0,0,369,['0565AbuHamidGharnati.TuhfatAlbab'],['0565AbuHamidGharnati.TuhfatAlbab'],No Cluster,No Cluster
85899523953,397,1100,85899523954,74.27,85899523958,51.9,0,0,369,['0845Maqrizi.KhabarCanBashar'],['0930IbnIyas.NuzhatUmam'],['0845Maqrizi.KhabarCanBashar'],No Cluster
317827760948,473,1113,0,0,0,0,0,0,370,['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster,No Cluster
42950057963,229,1341,85899466514,46.38,111669301453,22.35,0,0,371,['0930IbnIyas.NuzhatUmam'],['0350MuhammadKindi.FadailMisr'],No Data,No Cluster
42950057964,81,925,17179907576,65.19,0,0.0,0,0,371,['0350MuhammadKindi.FadailMisr'],['0350MuhammadKindi.FadailMisr'],No Cluster,No Cluster
42950057965,1,440,137439023041,48.86,0,0,0,0,372,['0930IbnIyas.NuzhatUmam'],No Data,No Cluster,No Cluster
68719671977,863,676,0,0,0,0,0,0,373,['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster,No Cluster
68719671976,1,1034,111669210544,56.48,340845,21.4,0,0,374,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
17179942536,580,702,17179942535,42.59,0,0.0,0,0,374,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
8590193576,360,1198,8590193582,9.68,0,0,0,0,375,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
8590193576,360,1198,8590193580,15.53,0,0,0,0,375,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
8590193576,360,1198,8590193577,63.77,0,0,0,0,375,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
128849169267,1,629,103079383551,28.62,0,0,0,0,376,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
180388686968,509,1012,25769825978,36.26,0,0.0,0,0,377,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
180388686968,509,1012,25769825976,57.02,180388686975,94.45,0,0,377,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0930IbnIyas.NuzhatUmam'],No Cluster
60129787959,57,887,60129787962,74.75,0,0.0,0,0,377,['0634AbuRabicHimyari.Iktifa'],['0634AbuRabicHimyari.Iktifa'],No Cluster,No Cluster
25769824407,1,1559,25769824399,53.05,17180117047,22.97,25769824406,44.86,378,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0634AbuRabicHimyari.Iktifa']
25769824407,1,1559,25769824401,36.63,0,0.0,0,0.0,378,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769824407,1,1559,25769824398,49.33,0,0.0,0,0.0,378,['0911Suyuti.HusnMuhadara'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
25769824407,1,1559,25769824402,22.64,0,0.0,0,0.0,378,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
94489538893,1,888,94489538895,31.42,0,0.0,0,0,379,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
94489538893,1,888,94489538902,40.32,0,0.0,0,0,379,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
94489538893,1,888,94489538900,52.48,0,0.0,0,0,379,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769981676,612,888,25769981680,79.17,51539960555,65.29,0,0,379,['0241IbnHanbal.Zuhd'],['0911Suyuti.JamicKabir'],['0241IbnHanbal.Zuhd'],No Cluster
25769981676,612,888,154618871500,48.31,0,0.0,0,0,379,['0241IbnHanbal.Zuhd'],['0911Suyuti.JamicKabir'],No Cluster,No Cluster
223338405583,1,1053,25769981685,50.52,42949852207,43.05,25769981684,48.91,380,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],['0241IbnHanbal.Zuhd'],['0257IbnCabdHakam.FutuhMisr']
223338405583,1,1053,223338405585,75.5,85899492087,74.09,0,0.0,380,['0634AbuRabicHimyari.Iktifa'],['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
223338405583,1,1053,25770127842,61.44,0,0.0,0,0.0,380,['0634AbuRabicHimyari.Iktifa'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769981683,183,1366,214748681532,73.94,42949852204,28.81,0,0.0,380,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
25769821576,1,916,25769821574,33.19,0,0,0,0,381,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769821576,1,916,25769821577,52.18,0,0,0,0,381,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769821576,1,916,25769821573,36.46,0,0,0,0,381,['0911Suyuti.HusnMuhadara'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
77309686187,4,1059,77309686188,56.28,0,0,0,0,382,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769960061,224,373,34359878329,42.36,0,0,0,0,383,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769954347,593,965,25769954350,33.06,0,0,0,0,383,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
17180225879,1,399,128849235663,48.37,0,0,0,0,384,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
214748604395,423,696,266288277742,22.56,0,0,0,0,385,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
214748604395,423,696,68719684198,48.71,0,0,0,0,385,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
94489301216,46,452,94489301218,46.9,0,0,0,0,385,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
25769960064,907,691,25769960060,69.32,25769960062,38.0,0,0,387,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster
17180055339,193,1007,20188,30.98,0,0,0,0,388,['0930IbnIyas.NuzhatUmam'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
17180055339,193,1007,25769932476,28.5,0,0,0,0,388,['0930IbnIyas.NuzhatUmam'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
206158645765,282,759,0,0,0,0,0,0,394,['0845Maqrizi.Suluk'],No Cluster,No Cluster,No Cluster
17180167550,352,603,17180167551,41.29,0,0,0,0,402,['0733Nuwayri.NihayatArab'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
154619124974,870,729,128849256922,53.77,0,0,0,0,404,['0845Maqrizi.KhabarCanBashar'],['0733Nuwayri.NihayatArab'],No Cluster,No Cluster
223338340143,354,736,42949914507,63.45,0,0,0,0,405,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
85899555796,791,830,34359932325,70.0,0,0,0,0,406,['0600KatibMarrakushi.Istibsar'],['0900IbnCabdMuncimHimyari.RawdMictar'],No Cluster,No Cluster
85899446155,728,289,0,0,0,0,0,0,410,['0350MuhammadKindi.WulatMisr'],No Cluster,No Cluster,No Cluster
25769878377,911,459,0,0,0,0,0,0,413,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
309237856133,827,207,0,0,0,0,0,0,414,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
77309427943,954,351,0,0,0,0,0,0,415,['0420Musabbihi.AkhbarMisr'],No Cluster,No Cluster,No Cluster
377957503467,624,627,309237980811,37.48,0,0,0,0,418,['0749IbnFadlAllahCumari.MasalikAbsar'],['0367IbnHawqal.SuratArd'],No Cluster,No Cluster
377957503467,624,627,274878258289,64.11,0,0,0,0,418,['0749IbnFadlAllahCumari.MasalikAbsar'],['0367IbnHawqal.SuratArd'],No Cluster,No Cluster
309237856131,398,636,0,0,0,0,0,0,419,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
257698275761,305,99,0,0,0,0,0,0,420,['0204IbnKalbi.NasabMacad'],No Cluster,No Cluster,No Cluster
395137314421,1,690,85899612528,32.17,0,0,0,0,423,No Data,['0671AbuCabdAllahQurtubi.JamicLiAhkamQuran'],No Cluster,No Cluster
34359948444,666,611,403727064324,85.6,0,0,0,0,423,['0360Tabarani.TafsirKabir'],['0845Maqrizi.KhabarCanBashar'],No Cluster,No Cluster
34359948444,666,611,34359948441,49.75,0,0,0,0,423,['0360Tabarani.TafsirKabir'],['0327IbnAbiHatimRazi.Tafsir'],No Cluster,No Cluster
34359948436,871,726,25769865611,52.62,0,0,0,0,423,['0671AbuCabdAllahQurtubi.JamicLiAhkamQuran'],['0360Tabarani.TafsirKabir'],No Cluster,No Cluster
60129847780,955,555,0,0,0,0,0,0,425,['0600PseudoMascudi.AkhbarZaman'],No Cluster,No Cluster,No Cluster
300647779533,1117,440,25769873516,42.5,0,0,0,0,427,No Data,['0745AbuHayyanGharnati.TafsirBahrMuhit'],No Cluster,No Cluster
68719671865,1069,454,25770073958,34.14,0,0,0,0,428,['0928MujirDinCulaymi.FathRahman'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
17179958285,154,738,188978592968,84.82,0,0,0,0,428,['0346Mascudi.MurujDhahab'],['0900IbnCabdMuncimHimyari.RawdMictar'],No Cluster,No Cluster
17179958284,166,1202,218536,50.08,0,0,0,0,428,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
17179958284,166,1202,8589994865,30.53,0,0,0,0,428,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
17179910605,1396,147,0,0,0,0,0,0,431,['0900IbnCabdMuncimHimyari.RawdMictar'],No Cluster,No Cluster,No Cluster
94489380360,966,506,0,0,0,0,0,0,434,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
8590094271,415,1144,8590094273,14.42,0,0,0,0,435,['0930IbnIyas.NuzhatUmam'],['0458IbnSidaMursi.MuhkamWaMuhit'],No Cluster,No Cluster
25769961166,556,1088,51539868388,42.19,0,0,0,0,438,['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster
45242,1,1060,0,0,0,0,0,0,440,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
369367264344,109,1403,0,0,0,0,0,0,442,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
214748579317,307,449,0,0,0,0,0,0,444,['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster,No Cluster
120259261645,601,865,128849323691,48.32,0,0,0,0,446,['0930IbnIyas.NuzhatUmam'],['0911Suyuti.AzharCurush'],No Cluster,No Cluster
154618828789,521,525,120259255567,33.14,0,0,0,0,447,['0257IbnCabdHakam.FutuhMisr'],['0257IbnCabdHakam.FutuhMisr'],No Cluster,No Cluster
111669464671,113,366,0,0,0,0,0,0,448,['0204Shafici.Umm'],No Cluster,No Cluster,No Cluster
42950012111,1,192,0,0,0,0,0,0,451,['0845Maqrizi.Muqaffa'],No Cluster,No Cluster,No Cluster
240518188695,90,791,17179899203,26.55,0,0,0,0,452,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
240518188695,90,791,163209022341,50.44,0,0,0,0,452,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
274877928534,1,404,274877928537,46.78,0,0,0,0,454,['0346Mascudi.MurujDhahab'],['0346Mascudi.MurujDhahab'],No Cluster,No Cluster
51539624502,335,1202,51539624503,22.05,0,0,0,0,456,['0930IbnIyas.NuzhatUmam'],['0930IbnIyas.NuzhatUmam'],No Cluster,No Cluster
386547337544,1191,304,377957215077,44.74,0,0,0,0,457,['0458IbnSidaMursi.MuhkamWaMuhit'],['0711IbnManzurIfriqi.LisanCarab'],No Cluster,No Cluster
42949844300,217,257,0,0,0,0,0,0,458,['0845Maqrizi.Bayan'],No Cluster,No Cluster,No Cluster
51539848759,882,197,0,0,0,0,0,0,462,['0346Mascudi.MurujDhahab'],No Cluster,No Cluster,No Cluster
68719517512,393,1164,68719517511,59.62,0,0,0,0,465,['0930IbnIyas.NuzhatUmam'],['0614IbnJubayr.Rihla'],No Cluster,No Cluster
120259341993,1,1548,42949714121,20.74,0,0,0,0,467,['0930IbnIyas.NuzhatUmam'],"['0930IbnIyas.BadaicZuhur', '0930IbnIyas.NuzhatUmam']",No Cluster,No Cluster
120259341993,1,1548,60129911752,15.05,0,0,0,0,467,['0930IbnIyas.NuzhatUmam'],"['0930IbnIyas.BadaicZuhur', '0930IbnIyas.NuzhatUmam']",No Cluster,No Cluster
120259341993,1,1548,51539885296,11.56,0,0,0,0,467,['0930IbnIyas.NuzhatUmam'],['0487AbuCubaydBakri.MucjamMaIstacjama'],No Cluster,No Cluster
60129877481,8,1517,223338453792,14.9,0,0,0,0,468,['0930IbnIyas.NuzhatUmam'],['0347IbnYunusSadafi.Tarikh'],No Cluster,No Cluster
60129877481,8,1517,60129877483,22.08,0,0,0,0,468,['0930IbnIyas.NuzhatUmam'],['0350MuhammadKindi.FadailMisr'],No Cluster,No Cluster
