word_5,word_4,word_3,word_2,word_1,book_1,book_2,book_3,book_4,book_5,row_id,cit,book_no,uri_other,word_start,word_end,extend,new_uri
شعيب,بقوم,مرحبا,جذام,لوفد,0487AbuCubaydBakri.MucjamMaIstacjama,0721IbnRushaydSabti.MalCayba,,,,535,,,,,,,
شعيب,بن,عمرو,وعن,نعم,0257IbnCabdHakam.FutuhMisr,0874IbnTaghribirdi.NujumZahira,,,,776,,,,,,,
شعيب,بن,عمرو,وعن,نعم,0257IbnCabdHakam.FutuhMisr,,,,,774.775,,,,,,,
شغلنا,هو,قالوا,السلاح,افتحملون,0630IbnAthirCizzDin.Kamil,,,,,1165,,,,,,,
شمس,المعظم,النوم,في,رايت,0681IbnKhallikan.WafayatAcyan,,,,,1197,,,,,,,
شمول,حمام,له,واشتري,غيره,0692IbnCabdZahir.RawdaBahiyya,,,,,1468,,,,,,,
شهر,بغره,المختصه,الكسوه,ووصلت,0588IbnMamun.AkhbarMisr,,,,,954.955,,,,,,,
شهر,متجددات,في,الفاضل,القاضي,0900IbnCabdMuncimHimyari.RawdMictar,0928MujirDinCulaymi.FathRahman,,,,528,,,,,,,
شهور,من,يوما,بالقاهره,كنت,0733Nuwayri.NihayatArab,0845Maqrizi.MusawwadatMawaciz,,,,926,,,,,,,
شوال,يعني,الوقت,هذا,وفي,0588IbnMamun.AkhbarMisr,0617IbnTuwayr.NuzhatMuqlatayn,,,,932,,,,,,,
شوال,يعني,عشره,تاسع,وفي,0363QadiNucman.KitabHimma,0677IbnMuyassar.AkhbarMisr,0930IbnIyas.NuzhatUmam,,,214,,,,,,,
شيا,المراه,علقت,اذا,بعضهم,0367IbnHawqal.SuratArd,0646IbnBaytarAndalusi.JamicLiMufradat,,,,226,,,,,,,
شيث,بن,الدين,جمال,القاضي,0764Safadi.WafiBiWafayat,,,,,1233,,,,,,,
شيخه,عن,ابيض,بن,هبيره,0571IbnCasakir.TarikhDimashq,0975MuttaqiHindi.KanzCummal,,,,1413,,,,,,,
شيوخنا,من,جماعه,شاهده,ومما,0930IbnIyas.NuzhatUmam,,,,,549,,,,,,,
صاحب,فقال,ذلك,يتولي,من,0845Maqrizi.MusawwadatMawaciz,,,,,379,,,,,,,
صاحب,قال,صاحبه,ومن,فرعون,0596IbnWasifShah.MukhtasarCajaibDunya,0600PseudoMascudi.AkhbarZaman,,,,1690,,,,,,,
صاحب,قال,صاحبه,ومن,فرعون,0600PseudoMascudi.AkhbarZaman,0845Maqrizi.KhabarCanBashar,,,,1691,,,,,,,
صارت,ان,الي,اجمعها,فاخذت,0845Maqrizi.ItticazHunafa,,,,,854,,,,,,,
صالح,بن,الله,عبد,وحدثنا,0257IbnCabdHakam.FutuhMisr,0911Suyuti.JamicKabir,,,,1431,,,,,,,
صالح,بن,الله,عبد,وحدثنا,0257IbnCabdHakam.FutuhMisr,,,,,1432,,,,,,,
صالحتني,هذا,علي,ما,لعمرو,0350MuhammadKindi.FadailMisr,0902Sakhawi.AjwibaMurdiyya,,,,375.376,,,,,,,
صالحتني,هذا,علي,ما,لعمرو,0487AbuCubaydBakri.MasalikWaMamalik,0615MuwaffaqDinShafici.MurshidZuwwar,,,,374,,,,,,,
صالحتني,هذا,علي,ما,لعمرو,0692IbnCabdZahir.RawdaBahiyya,0930IbnIyas.NuzhatUmam,,,,377,,,,,,,
صحبته,وكان,لي,ادعي,لها,0463KhatibBaghdadi.TarikhBaghdad,0845Maqrizi.Muqaffa,,,,1657,,,,,,,
صحبته,وكان,لي,ادعي,لها,0615MuwaffaqDinShafici.MurshidZuwwar,0845Maqrizi.Muqaffa,,,,1658,,,,,,,
صغير,بلد,تنيس,بطلان,ابن,0346Mascudi.MurujDhahab,,,,,518,,,,,,,
صلاح,امر,الدين,بها,حاره,0845Maqrizi.ItticazHunafa,,,,,1169,,,,,,,
صلاح,للسلطان,وزر,خلكان,ابن,0597CimadDinKatibIsfahani.KharidatQasr,0615MuwaffaqDinShafici.MurshidZuwwar,,,,1563,,,,,,,
صلاح,للسلطان,وزر,خلكان,ابن,0615MuwaffaqDinShafici.MurshidZuwwar,0927Nucaymi.DarisFiMadaris,,,,1562,,,,,,,
صلاح,للسلطان,وزر,خلكان,ابن,0615MuwaffaqDinShafici.MurshidZuwwar,,,,,1564,,,,,,,
صلاه,الي,ووالدي,انا,رحت,0257IbnCabdHakam.FutuhMisr,0911Suyuti.JamicKabir,,,,1431,,,,,,,
صلاه,الي,ووالدي,انا,رحت,0257IbnCabdHakam.FutuhMisr,,,,,1432,,,,,,,
صلوات,خمس,قال,تصلون,فكم,0257IbnCabdHakam.FutuhMisr,0717CabbasSafadi.NuzhatMalikWaMamluk,0736IbnDawadari.KanzDurar,,,88,,,,,,,
صلوات,طالب,ابي,بن,علي,0279Baladhuri.AnsabAshraf,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,1644,,,,,,,
صلوات,طالب,ابي,بن,علي,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1642.1643,,,,,,,
صلي,الله,رسول,عند,كنت,0200YahyaIbnSalam.Tafsir,0369AbuShaykhIsbahani.Cuzma,,,,419,,,,,,,
صلي,الله,رسول,لي,قال,0458Bayhaqi.SunanKubra,,,,,1392,,,,,,,
صلي,الله,لرسول,اذن,الشعبي,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,1444,,,,,,,
صلي,الله,لرسول,اذن,الشعبي,0230IbnSacd.TabaqatKubra,,,,,1445,,,,,,,
صلي,النبي,الي,رجل,جا,0182AbuYusufYacqub.Kharaj,0279Baladhuri.AnsabAshraf,0733Nuwayri.NihayatArab,,,295,,,,,,,
صلي,النبي,الي,رجل,جا,0262CumarIbnShabba.TarikhMadina,0733Nuwayri.NihayatArab,,,,294,,,,,,,
صلي,النبي,الي,رجل,جا,0733Nuwayri.NihayatArab,0855BadrDinCayni.CumdatQari,,,,293,,,,,,,
صلي,النبي,علم,جريج,ابن,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,1444,,,,,,,
صلي,النبي,علم,جريج,ابن,0230IbnSacd.TabaqatKubra,,,,,1445,,,,,,,
صلي,النبي,موسي,بقصير,ليس,0257IbnCabdHakam.FutuhMisr,,,,,1720,,,,,,,
صلي,النبي,موسي,بقصير,ليس,0360KushajimShacir.Diwan,,,,,1719,,,,,,,
صلي,فاذا,الفطره,بدار,عمله,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,897.898.899,,,,,,,
صلي,فاذا,الفطره,بدار,عمله,0845Maqrizi.MusawwadatMawaciz,,,,,896,,,,,,,
صلي,محمد,جدي,وزيرا,هما,0745MuayyadYahyaIbnHamzaCalawi.TamhidFiSharh,,,,,1542,,,,,,,
صليت,ما,الصلاه,تكون,هكذا,0911Suyuti.HusnMuhadara,,,,,1425,,,,,,,
صمت,بل,بني,يا,لا,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,1655,,,,,,,
صنعت,ما,بعض,في,ان,0930IbnIyas.NuzhatUmam,,,,,279,,,,,,,
طال,قد,اوت,فقل,بق,0764Safadi.WafiBiWafayat,,,,,1176,,,,,,,
طالب,ابي,بن,علي,له,0230IbnSacd.TabaqatKubra,0450AbuHasanMawardi.AhkamSultaniyya,,,,296,,,,,,,
طالب,ابي,بن,علي,له,0733Nuwayri.NihayatArab,0789IbnMuhammadKhuzaci.TakhrijDalalat,,,,297,,,,,,,
طالب,ابي,بن,لعلي,شفاها,0548Shahrastani.MilalWaNihal,,,,,1546,,,,,,,
طبقات,كتاب,في,اللغوي,صاعد,0646IbnQifti.IkhbarCulama,0646IbnQifti.TarikhHukama',0930IbnIyas.NuzhatUmam,,,84,,,,,,,
طبقات,كتاب,في,اللغوي,صاعد,0649MuhammadIdrisi.Anwar,0930IbnIyas.NuzhatUmam,,,,83,,,,,,,
طبقات,كتاب,في,اللغوي,صاعد,0728IbnTaymiyya.JamicMasail,0930IbnIyas.NuzhatUmam,,,,82,,,,,,,
طعام,من,هل,جاريه,يا,0241IbnHanbal.Zuhd,0257IbnCabdHakam.FutuhMisr,,,,498,,,,,,,
طعام,من,هل,جاريه,يا,0257IbnCabdHakam.FutuhMisr,,,,,496.497,,,,,,,
طولون,بن,احمد,بني,ولما,0350Balawi.SiratAhmadIbnTulun,,,,,1677,,,,,,,
طولون,بن,احمد,تسلم,ولما,0350Balawi.SiratAhmadIbnTulun,0845Maqrizi.Muqaffa,,,,813,,,,,,,
ظلم,عن,خرجوا,كانوا,ان,0544QadiCiyad.TartibMadarik,0748Dhahabi.TarikhIslam,,,,1365.1366,,,,,,,
ظلم,عن,خرجوا,كانوا,ان,0544QadiCiyad.TartibMadarik,0845Maqrizi.Muqaffa,,,,1367,,,,,,,
عاده,ان,اعلم,الثمانيه,الروس,0356AbuCaliQali.AmaliFiLugha,0845Maqrizi.MusawwadatMawaciz,,,,3,,,,,,,
عاده,ان,اعلم,الثمانيه,الروس,0845Maqrizi.DurarCuqud,0845Maqrizi.MusawwadatMawaciz,,,,2,,,,,,,
عاده,من,كان,ميسر,ابن,0764IbnShakirKutubi.FawatWafayat,0764Safadi.WafiBiWafayat',0845Maqrizi.ItticazHunafa,,,1315,,,,,,,
عاشورا,يوم,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1010.1011,,,,,,,
عاشورا,يوم,وفي,المامون,ابن,0845Maqrizi.ItticazHunafa,0845Maqrizi.MusawwadatMawaciz,,,,1009,,,,,,,
عاشورا,يوم,وفي,المامون,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,1008,,,,,,,
عامر,وقال,يوسف,مصر,ادخلوا,0257IbnCabdHakam.FutuhMisr,,,,,61,,,,,,,
عباده,قال,ذلك,من,عمرو,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,492.493.495,,,,,,,
عباده,قال,ذلك,من,عمرو,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,494,,,,,,,
عبد,ابن,قال,الاسكندريه,بحيره,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,513,,,,,,,
عبد,ابن,قال,الاسكندريه,بحيره,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,514,,,,,,,
عبد,ابن,قال,القاهره,حد,0845Maqrizi.MusawwadatMawaciz,,,,,866,,,,,,,
عبد,ابو,ذكر,المقطم,القضاعي,0367IbnHawqal.SuratArd,0930IbnIyas.NuzhatUmam,,,,371,,,,,,,
عبد,بن,عمر,ابو,الحافظ,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,567,,,,,,,
عبد,بن,عمر,ابو,الحافظ,0251IbnZanjawayh.Amwal,,,,,566,,,,,,,
عبد,بن,عمر,سالني,وقد,0333IbnMarwanDinawari.MujalasaWaJawahirCilm,0571IbnCasakir.TarikhDimashq,0930IbnIyas.NuzhatUmam,,,162,,,,,,,
عبد,بن,عمر,سالني,وقد,0716NajmDinTufi.Isharat,0930IbnIyas.NuzhatUmam,,,,163,,,,,,,
عبد,بن,عمر,وضع,الليث,0257IbnCabdHakam.FutuhMisr,,,,,262.263.264,,,,,,,
عبد,بن,عمر,ونهي,لا,0930IbnIyas.NuzhatUmam,,,,,322,,,,,,,
عبد,رايت,مليكه,ابي,ابن,0596IbnWasifShah.MukhtasarCajaibDunya,0600PseudoMascudi.AkhbarZaman,,,,573,,,,,,,
عبد,عن,الحكم,عبد,ابن,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,397,,,,,,,
عبد,عن,الحكم,عبد,ابن,0257IbnCabdHakam.FutuhMisr,,,,,239.240,,,,,,,
عبد,عن,الحكم,عبد,ابن,0300IbnKhurdadhbih.MasalikWaMamalik,0930IbnIyas.NuzhatUmam,,,,396,,,,,,,
عبد,عن,الحكم,عبد,ابن,0487AbuCubaydBakri.MasalikWaMamalik,0600PseudoMascudi.AkhbarZaman,,,,238,,,,,,,
عبيد,الحسن,ابي,الي,فصرت,0930IbnIyas.NuzhatUmam,,,,,699,,,,,,,
عبيده,ابو,له,فقال,ردوهم,0654SibtIbnJawzi.MiratZaman,,,,,1382,,,,,,,
عثمان,عن,وذكر,بطوله,الحديث,0347IbnYunusSadafi.Tarikh,,,,,1270,,,,,,,
عثمان,هو,اميه,وبنو,العثمانيه,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,1543,,,,,,,
عددا,ان,اظن,كنت,ما,0279Baladhuri.FutuhBuldan,0458AbuYaclaIbnFarra.AhkamSultaniyya,,,,313,,,,,,,
عددا,ان,اظن,كنت,ما,0450AbuHasanMawardi.AhkamSultaniyya,0458AbuYaclaIbnFarra.AhkamSultaniyya,,,,314,,,,,,,
عده,ان,الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,,,,,1236,,,,,,,
عديس,بن,الرحمن,عبد,له,0350MuhammadKindi.WulatMisr,,,,,1521,,,,,,,
عديس,بن,الرحمن,عبد,له,0845Maqrizi.Muqaffa,,,,,1522,,,,,,,
عديم,ناووس,ان,القبط,بعض,0487AbuCubaydBakri.MasalikWaMamalik,0596IbnWasifShah.MukhtasarCajaibDunya,0600PseudoMascudi.AkhbarZaman,,,111,,,,,,,
عديم,ناووس,ان,القبط,بعض,0487AbuCubaydBakri.MasalikWaMamalik,,,,,113,,,,,,,
عديم,ناووس,ان,القبط,بعض,0596IbnWasifShah.MukhtasarCajaibDunya,0733Nuwayri.NihayatArab,,,,112,,,,,,,
عرض,وما,وولاتها,اهلها,اصناف,0845Maqrizi.MusawwadatMawaciz,,,,,1737,,,,,,,
عرف,مصر,العرب,فتحت,لما,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,0930IbnIyas.NuzhatUmam,,,202,,,,,,,
عرف,مصر,العرب,فتحت,لما,0257IbnCabdHakam.FutuhMisr,0930IbnIyas.NuzhatUmam,,,,203,,,,,,,
عرف,مصر,العرب,فتحت,لما,0821Qalqashandi.SubhAcsha,,,,,205,,,,,,,
عرف,مصر,العرب,فتحت,لما,0874IbnTaghribirdi.NujumZahira,0911Suyuti.HusnMuhadara,,,,206,,,,,,,
عرف,مصر,العرب,فتحت,لما,0911Suyuti.HusnMuhadara,0930IbnIyas.NuzhatUmam,,,,204,,,,,,,
عز,الله,امنك,قد,له,0350Balawi.SiratAhmadIbnTulun,,,,,1440,,,,,,,
عساكر,بن,القاسم,ابو,الحافظ,0588IbnMamun.AkhbarMisr,,,,,1142,,,,,,,
عشارا,كان,سهيلا,الله,لعن,0665AbuShama.Rawdatayn,,,,,1255,,,,,,,
عشر,احد,سطحها,ذرع,ان,0629CabdLatifBaghdadi.IfadaWaIctibar,0930IbnIyas.NuzhatUmam,,,,365,,,,,,,
عشر,خمسه,ايش,الفرات,ابن,0845Maqrizi.Muqaffa,,,,,1304,,,,,,,
عشر,خمسه,فبايعه,فاشهد,اللهم,0279Baladhuri.AnsabAshraf,0630IbnAthirCizzDin.Kamil,,,,1639,,,,,,,
عشر,خمسه,فبايعه,فاشهد,اللهم,0310Tabari.Tarikh,0597IbnJawzi.Muntazam,0630IbnAthirCizzDin.Kamil,,,1641,,,,,,,
عشر,خمسه,فبايعه,فاشهد,اللهم,0630IbnAthirCizzDin.Kamil,,,,,1640,,,,,,,
عشرا,ذاهبا,معي,تنطلق,شهرا,0257IbnCabdHakam.FutuhMisr,0736IbnDawadari.KanzDurar,,,,465,,,,,,,
عشرا,ذاهبا,معي,تنطلق,شهرا,0257IbnCabdHakam.FutuhMisr,,,,,466.467,,,,,,,
عشره,خمس,الله,لعنه,السلطان,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,1486,,,,,,,
عشره,خمس,سنه,حوادث,في,0420Musabbihi.AkhbarMisr,0930IbnIyas.NuzhatUmam,,,,686,,,,,,,
عشره,خمس,سنه,حوادث,في,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,281.282,,,,,,,
عشره,خمس,سنه,حوادث,في,0588IbnMamun.AkhbarMisr,0930IbnIyas.NuzhatUmam,,,,687,,,,,,,
عشره,خمس,سنه,حوادث,في,0588IbnMamun.AkhbarMisr,,,,,280.283,,,,,,,
عشره,خمس,سنه,حوادث,في,0733Nuwayri.NihayatArab,0821Qalqashandi.SubhAcsha,0930IbnIyas.NuzhatUmam,,,688,,,,,,,
عشره,خمس,سنه,في,الكلبي,0230IbnSacd.TabaqatKubra,0450AbuHasanMawardi.AhkamSultaniyya,,,,296,,,,,,,
عشره,خمس,سنه,في,الكلبي,0733Nuwayri.NihayatArab,0789IbnMuhammadKhuzaci.TakhrijDalalat,,,,297,,,,,,,
عشرين,علي,تزيد,قيمته,ان,0617IbnTuwayr.NuzhatMuqlatayn,0821Qalqashandi.SubhAcsha,,,,927.928,,,,,,,
عشريه,ثالث,وفي,الفاضل,القاضي,0749IbnFadlAllahCumari.MasalikAbsar,,,,,1147,,,,,,,
عطا,اول,عمر,بن,سيف,0310Tabari.Tarikh,,,,,301,,,,,,,
عفان,بن,عثمان,خلافه,في,0911Suyuti.HusnMuhadara,,,,,1422,,,,,,,
عفير,بن,كثير,بن,سعيد,0257IbnCabdHakam.FutuhMisr,0347IbnYunusSadafi.Tarikh,,,,66,,,,,,,
عفير,بن,كثير,بن,سعيد,0257IbnCabdHakam.FutuhMisr,0733Nuwayri.NihayatArab,,,,67,,,,,,,
عفير,بن,كثير,بن,سعيد,0257IbnCabdHakam.FutuhMisr,,,,,68,,,,,,,
عقبه,كتب,الحكم,عبد,ابن,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,567,,,,,,,
عقبه,كتب,الحكم,عبد,ابن,0251IbnZanjawayh.Amwal,,,,,566,,,,,,,
عكل,ال,يا,قالت,لا,0257IbnCabdHakam.FutuhMisr,0997IbnCaliSibahiZadehBursawi.AwdahMasalik,,,,427,,,,,,,
عكل,ال,يا,قالت,لا,0257IbnCabdHakam.FutuhMisr,,,,,426,,,,,,,
عكل,ال,يا,قالت,لا,0276IbnQutaybaDinawari.MacaniKabir,0711IbnManzurIfriqi.LisanCarab,,,,425,,,,,,,
علم,فاقول,والقاهره,مصر,خطط,0733Nuwayri.NihayatArab,0845Maqrizi.KhabarCanBashar,,,,15,,,,,,,
علوه,بلاد,من,النيل,تشعب,0930IbnIyas.NuzhatUmam,,,,,540,,,,,,,
علي,ابو,الدين,جمال,الامير,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,905,,,,,,,
علي,ابو,الدين,جمال,الامير,0588IbnMamun.AkhbarMisr,,,,,906,,,,,,,
علي,ابي,من,جري,لما,0276IbnQutaybaDinawari.ShicrWaShucara,0852IbnHajarCasqalani.RafcIsr,,,,1671,,,,,,,
علي,اسرا,هشام,بنا,خرج,0001CantaraIbnShaddad.Diwan,0310Tabari.Tarikh,0733Nuwayri.NihayatArab,,,1638,,,,,,,
علي,اسرا,هشام,بنا,خرج,0310Tabari.Tarikh,0341AbuNasrBukhari.SirrSilsilaCalawiyya,,,,1637,,,,,,,
علي,اسرا,هشام,بنا,خرج,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1636,,,,,,,
علي,اقدر,ما,عمرو,له,0257IbnCabdHakam.FutuhMisr,0725HasanCabbasi.AtharUwal,,,,1429,,,,,,,
علي,اقدر,ما,عمرو,له,0257IbnCabdHakam.FutuhMisr,0911Suyuti.JamicKabir,,,,1430,,,,,,,
علي,اقدر,ما,والله,حكيم,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,0733Nuwayri.NihayatArab,,,1293,,,,,,,
علي,اقدر,ما,والله,حكيم,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1294,,,,,,,
علي,اقدر,ما,والله,حكيم,0257IbnCabdHakam.FutuhMisr,,,,,1290.1291.1292,,,,,,,
علي,اكتب,القاضي,مولانا,يا,0855BadrDinCayni.CiqdJuman,,,,,1713,,,,,,,
علي,الارض,هذه,الطباله,ارض,0692IbnCabdZahir.RawdaBahiyya,,,,,1258,,,,,,,
علي,الانهار,هذه,تنقسم,اخرون,0596IbnWasifShah.MukhtasarCajaibDunya,0850ShihabDinIbshihi.Mustatraf,,,,182,,,,,,,
علي,الانهار,هذه,تنقسم,اخرون,0600PseudoMascudi.AkhbarZaman,0930IbnIyas.NuzhatUmam,,,,183,,,,,,,
علي,الانهار,هذه,تنقسم,اخرون,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,181,,,,,,,
علي,الحسن,ابو,السعيد,القاضي,0930IbnIyas.NuzhatUmam,,,,,658,,,,,,,
علي,الضحايا,وثمن,الطوير,ابن,0542IbnMunjibTajRiyasaIbnSayrafi.Afdaliyyat,0617IbnTuwayr.NuzhatMuqlatayn,,,,1023,,,,,,,
علي,النص,جا,قد,بعضهم,0324Ashcari.MaqalatIslamiyyin,0728IbnTaymiyya.MinhajSunna,,,,1543,,,,,,,
علي,تتغضبون,كانكم,تتغضبون,عمرو,0257IbnCabdHakam.FutuhMisr,0634AbuRabicHimyari.Iktifa,,,,482,,,,,,,
علي,تتغضبون,كانكم,تتغضبون,عمرو,0257IbnCabdHakam.FutuhMisr,,,,,483,,,,,,,
علي,تصبر,كيف,مره,لي,0845Maqrizi.ItticazHunafa,,,,,1184,,,,,,,
علي,دللتك,ان,ارايت,لعمرو,0257IbnCabdHakam.FutuhMisr,,,,,1288.1289,,,,,,,
علي,ذلك,فثقل,طالب,ابو,0257IbnCabdHakam.FutuhMisr,,,,,569,,,,,,,
علي,ذلك,فثقل,طالب,ابو,0463IbnCabdBarr.IsticabFiMacrifatAshab,,,,,568,,,,,,,
علي,ربا,جعلتك,قد,له,0733Nuwayri.NihayatArab,0736IbnDawadari.KanzDurar,,,,409,,,,,,,
علي,قدر,من,الرسول,له,0350Balawi.SiratAhmadIbnTulun',0350MuhammadKindi.WulatMisr,0845Maqrizi.Muqaffa,,,1336,,,,,,,
علي,قدر,من,الرسول,له,0350MuhammadKindi.WulatMisr,0845Maqrizi.Muqaffa,,,,1337,,,,,,,
علي,لسانه,قطع,السال,جواب,0749IbnFadlAllahCumari.MasalikAbsar,,,,,1341,,,,,,,
علي,لنا,ما,انه,والله,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1634.1635,,,,,,,
علي,محمد,ابو,الحافظ,الفقيه,0456IbnHazm.FisalFiMilal,,,,,673,,,,,,,
علي,منف,دخل,انه,اخرون,0257IbnCabdHakam.FutuhMisr,,,,,239.240,,,,,,,
علي,منف,دخل,انه,اخرون,0487AbuCubaydBakri.MasalikWaMamalik,0600PseudoMascudi.AkhbarZaman,,,,238,,,,,,,
علي,ورد,لما,السيره,جامع,0350Balawi.SiratAhmadIbnTulun,,,,,1440,,,,,,,
علي,وعن,اطرافها,حمره,بكاها,0845Maqrizi.ItticazHunafa,0845Maqrizi.MusawwadatMawaciz,0845Maqrizi.MusawwadatMawaciz',,,1007,,,,,,,
علي,يجب,انه,اقول,ولا,0548Shahrastani.MilalWaNihal,0764Safadi.WafiBiWafayat,,,,1554.1555.1556.1557.1558,,,,,,,
عليك,اخاف,اني,والله,له,0733Nuwayri.NihayatArab,0807IbnFurat.TarikhDuwal,0845Maqrizi.Suluk,,,1584,,,,,,,
عليك,اخاف,اني,والله,له,0733Nuwayri.NihayatArab,0845Maqrizi.Suluk,,,,1585,,,,,,,
عليك,الله,من,خوند,يا,0692IbnCabdZahir.RawdaBahiyya,,,,,1370,,,,,,,
عليك,ليفتحن,بالحق,بعثك,والذي,0224QasimIbnSallam.Amwal,0852IbnHajarCasqalani.JawabJalil,,,,310,,,,,,,
عليك,ليفتحن,بالحق,بعثك,والذي,0450AbuHasanMawardi.AhkamSultaniyya,0450AbuHasanMawardi.HawiKabir',,,,312,,,,,,,
عليك,ليفتحن,بالحق,بعثك,والذي,0450AbuHasanMawardi.AhkamSultaniyya,,,,,311,,,,,,,
عليك,يقدر,ولا,ملك,يطلبك,0930IbnIyas.NuzhatUmam,,,,,388,,,,,,,
علينا,ولا,المعز,مولانا,لي,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,,882,,,,,,,
عليه,اغمي,ثم,ذلك,مثل,0257IbnCabdHakam.FutuhMisr,0736IbnDawadari.KanzDurar,,,,76,,,,,,,
عليه,اغمي,ثم,ذلك,مثل,0257IbnCabdHakam.FutuhMisr,0783IbnHadida.MisbahMudi,0911Suyuti.HusnMuhadara,,,74,,,,,,,
عليه,اغمي,ثم,ذلك,مثل,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,75,,,,,,,
عليه,الح,فلما,افعل,لا,0845Maqrizi.Muqaffa,,,,,1527,,,,,,,
عليه,الله,صلي,الله,رسول,0200YahyaIbnSalam.Tafsir,0369AbuShaykhIsbahani.Cuzma,,,,419,,,,,,,
عليه,الله,صلي,الله,رسول,0213IbnHisham.SiraNabawiyya,0654SibtIbnJawzi.MiratZaman,,,,72,,,,,,,
عليه,الله,صلي,الله,رسول,0230IbnSacd.TabaqatKubra,0347IbnYunusSadafi.Tarikh,,,,1268,,,,,,,
عليه,الله,صلي,الله,رسول,0230IbnSacd.TabaqatKubra,0470IbnMandaCabdRahman.Mustakhraj,,,,1269,,,,,,,
عليه,الله,صلي,الله,رسول,0230IbnSacd.TabaqatKubra,,,,,1267,,,,,,,
عليه,الله,صلي,الله,رسول,0257IbnCabdHakam.FutuhMisr,0327AbuBakrKharaiti.IctilalQulub,,,,96,,,,,,,
عليه,الله,صلي,الله,رسول,0257IbnCabdHakam.FutuhMisr,0717CabbasSafadi.NuzhatMalikWaMamluk,,,,94,,,,,,,
عليه,الله,صلي,الله,رسول,0257IbnCabdHakam.FutuhMisr,0911Suyuti.HusnMuhadara,,,,73,,,,,,,
عليه,الله,صلي,الله,رسول,0257IbnCabdHakam.FutuhMisr,,,,,95.97,,,,,,,
عليه,الله,صلي,الله,رسول,0456IbnHazm.FisalFiMilal,,,,,673,,,,,,,
عليه,الله,صلي,الله,رسول,0463KhatibBaghdadi.TarikhBaghdad,0845Maqrizi.Muqaffa,,,,1657,,,,,,,
عليه,الله,صلي,الله,رسول,0615MuwaffaqDinShafici.MurshidZuwwar,0845Maqrizi.Muqaffa,,,,1658,,,,,,,
عليه,الله,صلي,النبي,اعطي,0182AbuYusufYacqub.Kharaj,0251IbnZanjawayh.Amwal,,,,306,,,,,,,
عليه,الله,صلي,النبي,قال,0182AbuYusufYacqub.Kharaj,0279Baladhuri.AnsabAshraf,0733Nuwayri.NihayatArab,,,295,,,,,,,
عليه,الله,صلي,النبي,قال,0262CumarIbnShabba.TarikhMadina,0733Nuwayri.NihayatArab,,,,294,,,,,,,
عليه,الله,صلي,النبي,قال,0733Nuwayri.NihayatArab,0855BadrDinCayni.CumdatQari,,,,293,,,,,,,
عليه,تسور,المكان,هذا,ان,0874IbnTaghribirdi.NujumZahira,,,,,1417,,,,,,,
عليه,تعالي,الله,رحمه,البكري,0367IbnHawqal.SuratArd,0930IbnIyas.NuzhatUmam,,,,371,,,,,,,
عليه,خرج,ما,علي,خرج,0279Baladhuri.AnsabAshraf,0630IbnAthirCizzDin.Kamil,,,,1629,,,,,,,
عليه,دخلنا,البغدادي,اللطيف,عبد,0597CimadDinKatibIsfahani.KharidatQasr,0615MuwaffaqDinShafici.MurshidZuwwar,,,,1563,,,,,,,
عليه,دخلنا,البغدادي,اللطيف,عبد,0615MuwaffaqDinShafici.MurshidZuwwar,0927Nucaymi.DarisFiMadaris,,,,1562,,,,,,,
