word_5,word_4,word_3,word_2,word_1,book_1,book_2,book_3,book_4,book_5,row_id,cit,book_no,uri_other,word_start,word_end,extend,new_uri
الخليفه,يخاطب,الشعر,بعض,فيها,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,0874IbnTaghribirdi.NujumZahira,,,1063,,,,,,,
الخليفه,يخاطب,الشعر,بعض,فيها,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,1061,,,,,,,
الخليفه,يخاطب,الشعر,بعض,فيها,0617IbnTuwayr.NuzhatMuqlatayn,0874IbnTaghribirdi.NujumZahira,,,,1062,,,,,,,
الخيل,من,الرباط,سيده,ابن,0458IbnSidaMursi.MuhkamWaMuhit,,,,,1615,,,,,,,
الدار,سيده,ابن,قال,الدور,0458IbnSidaMursi.MuhkamWaMuhit,,,,,1205,,,,,,,
الدراهم,ظهرت,السنه,هذه,وفي,0650JamalDinJawbari.MukhtarFiKashfAsrar,,,,,1259,,,,,,,
الدرب,هو,الصفا,درب,وبقعه,0487AbuCubaydBakri.MasalikWaMamalik,,,,,846,,,,,,,
الدرك,في,منافق,هو,بعضهم,0548Shahrastani.MilalWaNihal,,,,,1541,,,,,,,
الدعا,بعد,حاجه,لي,ما,0749IbnFadlAllahCumari.MasalikAbsar,,,,,1341,,,,,,,
الدعاه,داعي,واما,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,907,,,,,,,
الدقاق,هذه,جعلت,اذا,هرمس,0845Maqrizi.KhabarCanBashar,,,,,36,,,,,,,
الدنيا,عمر,اليهود,من,قوم,0600PseudoMascudi.AkhbarZaman,0845Maqrizi.KhabarCanBashar,,,,666,,,,,,,
الدنيا,في,ليس,انه,الجاحظ,0930IbnIyas.NuzhatUmam,,,,,543,,,,,,,
الدير,هذا,ان,النصاري,مرخو,0388Shabushti.Diyarat,0626YaqutHamawi.Khazal,0626YaqutHamawi.MucjamBuldan',,,1728,,,,,,,
الدير,هذا,ان,النصاري,مرخو,0388Shabushti.Diyarat,,,,,1727,,,,,,,
الدين,ان,هذا,يا,له,0733Nuwayri.NihayatArab,,,,,910,,,,,,,
الدين,تاج,القضاه,لقاضي,السلطان,0692IbnCabdZahir.RawdZahir,,,,,1373,,,,,,,
الدين,شرف,النسابه,النقيب,الشريف,0479MurshidYahyaJurjani.AmaliIthnayniyya,,,,,1655,,,,,,,
الدين,شمس,الاديب,ذلك,في,0764IbnShakirKutubi.FawatWafayat,0764Safadi.AcyanCasr',0764Safadi.WafiBiWafayat',,,1175,,,,,,,
الدين,مجد,الخطاب,ابو,الحافظ,0255Jahiz.Hayawan,0449AbuCalaMacarri.RisalatSahilWaShajih,,,,63,,,,,,,
الدين,مجد,الخطاب,ابو,الحافظ,0400IbnTahirMaqdisi.BadWaTarikh,0449AbuCalaMacarri.RisalatSahilWaShajih,,,,62,,,,,,,
الدين,هذا,قريش,معشر,يا,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1634.1635,,,,,,,
الذكر,وخليج,الخور,فم,خليج,0911Suyuti.HusnMuhadara,,,,,1296,,,,,,,
الذهب,دار,الظاهر,عبد,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1118,,,,,,,
الذهب,مروج,كتاب,في,المسعودي,0733Nuwayri.NihayatArab,0845Maqrizi.KhabarCanBashar,,,,517,,,,,,,
الذي,اشعبان,هو,شعبان,اي,0262CumarIbnShabba.TarikhMadina,0845Maqrizi.KhabarCanBashar,,,,721.722,,,,,,,
الذي,الخندق,هو,الخندق,القضاعي,0350MuhammadKindi.WulatMisr,,,,,1678,,,,,,,
الذي,القرنين,ذا,ان,اخرون,0310Tabari.Tarikh,0597IbnJawzi.Muntazam,,,,444,,,,,,,
الذي,القرنين,ذا,ان,اخرون,0310Tabari.Tarikh,,,,,443,,,,,,,
الذي,القرنين,ذا,ان,اخرون,0732AbuFida.MukhtasarFiAkhbar,0845Maqrizi.KhabarCanBashar,,,,445,,,,,,,
الذي,الكرامه,محل,في,المملوك,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,1089,,,,,,,
الذي,الكرامه,محل,في,المملوك,0617IbnTuwayr.NuzhatMuqlatayn,0874IbnTaghribirdi.NujumZahira,,,,1090.1091,,,,,,,
الذي,تعالي,الله,رحمه,ملفه,0930IbnIyas.NuzhatUmam,,,,,194.195,,,,,,,
الذي,موضعه,الي,مصلاهم,فقدموا,0257IbnCabdHakam.FutuhMisr,,,,,1673,,,,,,,
الذي,هو,البستان,هذا,واظن,0692IbnCabdZahir.RawdaBahiyya,0821Qalqashandi.SubhAcsha,,,,1172,,,,,,,
الذي,وكان,الحكم,عبد,ابن,0200YahyaIbnSalam.Tafsir,0369AbuShaykhIsbahani.Cuzma,,,,419,,,,,,,
الذي,وهذا,الظاهر,عبد,ابن,0911Suyuti.HusnMuhadara,0911Suyuti.TawqHamama,,,,1396,,,,,,,
الذي,وهذا,الله,رحمه,ملفه,0692IbnCabdZahir.RawdaBahiyya,,,,,1370,,,,,,,
الذين,الجماعه,من,ما,والله,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1100,,,,,,,
الذين,الجماعه,من,ما,والله,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,1101,,,,,,,
الذين,ايها,يا,جلاله,جل,0733Nuwayri.NihayatArab,0845Maqrizi.MusawwadatMawaciz,,,,914.915,,,,,,,
الربط,ولاتخاذ,الله,رحمه,ملفه,0181IbnMubarak.Zuhd,,,,,1616,,,,,,,
الربيع,ذلك,ومن,قتيبه,ابن,0276IbnQutaybaDinawari.AdabKatib,,,,,18,,,,,,,
الربيع,وقت,جا,اذا,وكان,0257IbnCabdHakam.FutuhMisr,,,,,1436.1437,,,,,,,
الرجل,سافر,لو,يوسف,سجن,0420Musabbihi.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,565,,,,,,,
الرجل,وكان,كعب,بن,محمد,0333IbnMarwanDinawari.MujalasaWaJawahirCilm,0571IbnCasakir.TarikhDimashq,0930IbnIyas.NuzhatUmam,,,162,,,,,,,
الرجل,وكان,كعب,بن,محمد,0716NajmDinTufi.Isharat,0930IbnIyas.NuzhatUmam,,,,163,,,,,,,
الرجلين,هذين,في,تقول,ما,0544QadiCiyad.TartibMadarik,0845Maqrizi.Muqaffa,,,,1364,,,,,,,
الرجلين,هذين,في,تقول,ما,0733Nuwayri.NihayatArab,,,,,1363,,,,,,,
الرحمن,الله,بسم,الخليقه,تاريخ,0845Maqrizi.KhabarCanBashar,,,,,662,,,,,,,
الرسل,يقتلون,انهم,اترون,لاصحابه,0257IbnCabdHakam.FutuhMisr,0874IbnTaghribirdi.NujumZahira,,,,738,,,,,,,
الرسل,يقتلون,انهم,اترون,لاصحابه,0257IbnCabdHakam.FutuhMisr,,,,,739.740,,,,,,,
الروك,ذكر,عند,ذلك,تفصيل,0930IbnIyas.NuzhatUmam,,,,,309,,,,,,,
الروم,واختطت,الظاهر,عبد,ابن,0845Maqrizi.MusawwadatMawaciz,,,,,1160,,,,,,,
الروم,وجات,انتقضت,الاسكندريه,وكانت,0257IbnCabdHakam.FutuhMisr,0487AbuCubaydBakri.MasalikWaMamalik,,,,506,,,,,,,
الروم,وجات,انتقضت,الاسكندريه,وكانت,0257IbnCabdHakam.FutuhMisr,,,,,505,,,,,,,
الزاويه,هذه,الدمياطي,زاويه,الزوايا,0739ShamsDinJazari.HawadithZaman,,,,,1618,,,,,,,
الزبادي,من,تقدم,ما,وكان,0588IbnMamun.AkhbarMisr,,,,,1120,,,,,,,
الزور,شهاده,ايه,انما,لا,0930IbnIyas.NuzhatUmam,,,,,682,,,,,,,
الساحل,ذكر,عند,ذلك,خبر,0832TaqiFasi.CiqdThamin,0832TaqiFasi.Muqnic,0845Maqrizi.Suluk,,,1481,,,,,,,
الساحل,ذكر,عند,ذلك,خبر,0832TaqiFasi.CiqdThamin,0845Maqrizi.DhahabMasbuk,,,,1480,,,,,,,
السبب,بذلك,هدموا,فقد,اعداهم,0255Jahiz.Hayawan,,,,,847,,,,,,,
السبت,يوم,فاما,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,1125,,,,,,,
السجون,ذكر,عند,المعونه,حبس,0257IbnCabdHakam.FutuhMisr,,,,,1560,,,,,,,
السلام,اذ,الفحطل,زمن,اخر,0257IbnCabdHakam.FutuhMisr,0997IbnCaliSibahiZadehBursawi.AwdahMasalik,,,,427,,,,,,,
السلام,اذ,الفحطل,زمن,اخر,0257IbnCabdHakam.FutuhMisr,,,,,426,,,,,,,
السلام,اذ,الفحطل,زمن,اخر,0276IbnQutaybaDinawari.MacaniKabir,0711IbnManzurIfriqi.LisanCarab,,,,425,,,,,,,
السلام,عليه,اسماعيل,كان,قد,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1634.1635,,,,,,,
السلام,عليه,موسي,ان,وروي,0350MuhammadKindi.FadailMisr,0902Sakhawi.AjwibaMurdiyya,,,,375.376,,,,,,,
السلام,عليه,موسي,ان,وروي,0487AbuCubaydBakri.MasalikWaMamalik,0615MuwaffaqDinShafici.MurshidZuwwar,,,,374,,,,,,,
السلام,عليه,موسي,ان,وروي,0692IbnCabdZahir.RawdaBahiyya,0930IbnIyas.NuzhatUmam,,,,377,,,,,,,
السلام,عليه,يوسف,سجن,القضاعي,0626YaqutHamawi.MucjamBuldan,,,,,564,,,,,,,
السلسله,درب,الظاهر,عبد,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,1102,,,,,,,
السلطان,علي,اشرطها,شروط,لي,0845Maqrizi.MusawwadatMawaciz,,,,,986,,,,,,,
السلطان,فبعث,قادحه,امورا,عنه,0692IbnCabdZahir.RawdZahir,,,,,1372,,,,,,,
السنه,هذه,وفي,المامون,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,933.934,,,,,,,
السنه,هذه,وفي,زولاق,ابن,0588IbnMamun.AkhbarMisr,0677IbnMuyassar.AkhbarMisr,,,,1139,,,,,,,
السنه,هذه,وفي,زولاق,ابن,0588IbnMamun.AkhbarMisr,,,,,1140,,,,,,,
السنين,باقي,في,ذلك,مثل,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1017.1018.1019,,,,,,,
السوق,في,فرايت,البلد,ودخلت,0845Maqrizi.Suluk,,,,,1177,,,,,,,
السي,المكر,يحيق,ولا,تعالي,0845Maqrizi.Muqaffa,,,,,318,,,,,,,
السيد,علي,يرد,الممنين,امير,0588IbnMamun.AkhbarMisr,0677IbnMuyassar.AkhbarMisr,0733Nuwayri.NihayatArab,,,1033,,,,,,,
السيد,علي,يرد,الممنين,امير,0588IbnMamun.AkhbarMisr,0733Nuwayri.NihayatArab,,,,1034,,,,,,,
الشامي,الله,عبد,بن,المضارب,0333IbnMarwanDinawari.MujalasaWaJawahirCilm,0571IbnCasakir.TarikhDimashq,0930IbnIyas.NuzhatUmam,,,162,,,,,,,
الشامي,الله,عبد,بن,المضارب,0716NajmDinTufi.Isharat,0930IbnIyas.NuzhatUmam,,,,163,,,,,,,
الشجاعي,مسعر,بن,تغلب,اولاد,0764Safadi.AcyanCasr,0764Safadi.WafiBiWafayat',,,,1319,,,,,,,
الشراع,اهل,تنازع,قد,المسعودي,0310Tabari.JamicBayan,0346Mascudi.MurujDhahab,,,,533,,,,,,,
الشراع,اهل,تنازع,قد,المسعودي,0346Mascudi.MurujDhahab,0900IbnCabdMuncimHimyari.RawdMictar,,,,534,,,,,,,
الشعبي,عن,سعد,بن,محمد,0230IbnSacd.TabaqatKubra,0238IbnRahawayh.Musnad,,,,1444,,,,,,,
الشعبي,عن,سعد,بن,محمد,0230IbnSacd.TabaqatKubra,,,,,1445,,,,,,,
الشمس,الي,انظر,قلاقس,ابن,0528HakamIbnAbiSalt.Diwan,0681IbnKhallikan.WafayatAcyan,,,,220,,,,,,,
الشمس,الي,انظر,قلاقس,ابن,0613CaliIbnZafir.GharaibTanbihat,0930IbnIyas.NuzhatUmam,,,,219,,,,,,,
الشمس,الي,انظر,قلاقس,ابن,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,217,,,,,,,
الشمس,الي,انظر,قلاقس,ابن,0850ShihabDinIbshihi.Mustatraf,0930IbnIyas.NuzhatUmam,,,,218,,,,,,,
الشمس,وجاعل,زيد,بن,عدي,0429AbuMansurThacalibi.Jawahir,0873AbuZaydThacalibi.JawahirHisan,,,,65,,,,,,,
الشمس,وجاعل,زيد,بن,عدي,0460ShaykhTusi.Tibyan,0733Nuwayri.NihayatArab,,,,64,,,,,,,
الشمع,قصر,خط,المتوج,ابن,0257IbnCabdHakam.FutuhMisr,,,,,724.725,,,,,,,
الشهر,هذا,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.ItticazHunafa,,,,945,,,,,,,
الشهر,هذا,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1095,,,,,,,
الشهر,هذا,وفي,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,1094,,,,,,,
الشيخ,لك,قال,ما,لي,0733Nuwayri.NihayatArab,0911Suyuti.HusnMuhadara,,,,71,,,,,,,
الصاحب,بناها,الجامع,وسط,والفسقيه,0692IbnCabdZahir.RawdZahir,0692IbnCabdZahir.RawdaBahiyya,,,,1454,,,,,,,
الصاحب,بناها,الجامع,وسط,والفسقيه,0692IbnCabdZahir.RawdZahir',0692IbnCabdZahir.RawdaBahiyya,,,,1453,,,,,,,
الصبيان,برسم,كانت,التي,الحجر,0588IbnMamun.AkhbarMisr,0845Maqrizi.Muqaffa',0845Maqrizi.MusawwadatMawaciz,,,1035,,,,,,,
الصحاح,في,الجوهري,قال,المارستانات,0668IbnAbiUsaybica.CuyunAnba,,,,,1595,,,,,,,
الصغار,بالصبيان,تقوم,لا,المملكه,0809IbnDuqmaq.NuzhatAnam,,,,,1239,,,,,,,
الصفا,خط,بقعه,المتوج,ابن,0487AbuCubaydBakri.MasalikWaMamalik,,,,,846,,,,,,,
الصلاه,الناس,في,اذن,للمذن,0241IbnHanbal.Zuhd,0257IbnCabdHakam.FutuhMisr,,,,498,,,,,,,
الصلاه,الناس,في,اذن,للمذن,0257IbnCabdHakam.FutuhMisr,,,,,496.497,,,,,,,
الصناعه,لفظ,بالصناعه,المعروفه,المواضع,0310Tabari.Tarikh,0421Miskawayh.Tajarib,0634AbuRabicHimyari.Iktifa,,,1349,,,,,,,
الصناعه,لفظ,بالصناعه,المعروفه,المواضع,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,1350,,,,,,,
الصوف,ثياب,ولهم,الكندي,ابن,0347IbnYunusSadafi.Tarikh,0930IbnIyas.NuzhatUmam,,,,558,,,,,,,
الصوف,ثياب,ولهم,الكندي,ابن,0350MuhammadKindi.FadailMisr,0930IbnIyas.NuzhatUmam,,,,559,,,,,,,
الصوفي,فاشتقاق,الصفا,من,انه,0465IbnHawazinQushayri.RisalaQushayriyya,,,,,1606,,,,,,,
الصيرفي,بن,منجب,بن,محمد,0571IbnCasakir.TarikhDimashq,0748Dhahabi.TadhhibTahdhib,,,,1628,,,,,,,
الصيرفي,بن,منجب,بن,محمد,0748Dhahabi.SiyarAclamNubala',0748Dhahabi.TadhhibTahdhib,0748Dhahabi.TarikhIslam',,,1627,,,,,,,
الطاعات,ادا,قال,بل,بعضهم,0548Shahrastani.MilalWaNihal,,,,,1541,,,,,,,
الطاعون,وكان,الحكم,عبد,ابن,0257IbnCabdHakam.FutuhMisr,,,,,569,,,,,,,
الطاعون,وكان,الحكم,عبد,ابن,0463IbnCabdBarr.IsticabFiMacrifatAshab,,,,,568,,,,,,,
الطحاوي,ابن,كان,وقد,اليمني,0775IbnAbiWafa.JawahirMudiya,,,,,563,,,,,,,
الطراز,في,الخدمه,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,,,,,1117,,,,,,,
الطعام,فيه,يحمل,يزل,ولم,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,0733Nuwayri.NihayatArab,,,1293,,,,,,,
الطعام,فيه,يحمل,يزل,ولم,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1294,,,,,,,
الطعام,فيه,يحمل,يزل,ولم,0257IbnCabdHakam.FutuhMisr,,,,,1290.1291.1292,,,,,,,
الطويله,المده,الباب,هذا,اعلم,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,891,,,,,,,
الطيافير,صفه,من,اختص,ما,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,992.993,,,,,,,
الظافر,القوي,الرجل,علي,الواجب,0375AnonymousTranslator.TarikhCalamUrusiyus,0845Maqrizi.KhabarCanBashar,,,,438,,,,,,,
الظافر,القوي,الرجل,علي,الواجب,0375AnonymousTranslator.TarikhCalamUrusiyus,,,,,437,,,,,,,
العاديه,يكون,ان,انكر,من,0600PseudoMascudi.AkhbarZaman,0930IbnIyas.NuzhatUmam,,,,341,,,,,,,
العاص,بن,عمرو,المقوقس,سال,0257IbnCabdHakam.FutuhMisr,,,,,373,,,,,,,
العاص,بن,عمرو,المقوقس,سال,0350MuhammadKindi.FadailMisr,0902Sakhawi.AjwibaMurdiyya,,,,372,,,,,,,
العاص,بن,عمرو,جبي,بعضهم,0257IbnCabdHakam.FutuhMisr,,,,,273,,,,,,,
العاص,بن,عمرو,فتح,لما,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,769,,,,,,,
العاص,بن,عمرو,فتح,لما,0257IbnCabdHakam.FutuhMisr,,,,,767.768,,,,,,,
العاص,بن,عمرو,يا,اقسمها,0224QasimIbnSallam.Amwal,0257IbnCabdHakam.FutuhMisr,,,,772,,,,,,,
العاص,بن,عمرو,يا,اقسمها,0227IbnMansurKhurasani.Sunan,0227IbnMansurKhurasani.TafsirMinSunanSacid',0911Suyuti.HusnMuhadara,,,771,,,,,,,
العاص,بن,عمرو,يا,اقسمها,0251IbnZanjawayh.Amwal,0257IbnCabdHakam.FutuhMisr,,,,770,,,,,,,
العالي,التوابل,فاما,المامون,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,973,,,,,,,
العالي,التوابل,فاما,المامون,ابن,0588IbnMamun.AkhbarMisr,,,,,970,,,,,,,
العالي,التوابل,فاما,المامون,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,971.972,,,,,,,
العباد,وافعال,اراده,لله,ليس,0415QadiCabdJabbar.ManiyyaWaAmal,0816IbnMuhammadSharifJurjani.SharhMawaqif,,,,1536,,,,,,,
العباس,بنو,تقول,هان,ابن,0845Maqrizi.Muqaffa,0874IbnTaghribirdi.NujumZahira,,,,881,,,,,,,
العباس,لبني,فيه,يخطب,للا,0775IbnAbiWafa.JawahirMudiya,,,,,1497,,,,,,,
العراق,اسواق,كل,افي,الخارجي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1251,,,,,,,
العراق,اسواق,كل,افي,الشاعر,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1251,,,,,,,
العرب,فخر,كدينه,ابي,ابن,0460Anonymous.DhakhairTuhaf,0845Maqrizi.ItticazHunafa,,,,959,,,,,,,
العربان,عرض,السفره,هذه,وفي,0845Maqrizi.ItticazHunafa,,,,,290,,,,,,,
العربي,الجند,كتاب,في,الكندي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,0733Nuwayri.NihayatArab,,,1293,,,,,,,
العربي,الجند,كتاب,في,الكندي,0257IbnCabdHakam.FutuhMisr,0626YaqutHamawi.MucjamBuldan,,,,1294,,,,,,,
العربي,الجند,كتاب,في,الكندي,0257IbnCabdHakam.FutuhMisr,,,,,1290.1291.1292,,,,,,,
العزيز,ان,تاريخه,في,المسبحي,0458IbnSidaMursi.MuhkamWaMuhit,0711IbnManzurIfriqi.LisanCarab,,,,1234,,,,,,,
العزيز,ان,تاريخه,في,المسبحي,0458IbnSidaMursi.MuhkamWaMuhit,,,,,1235,,,,,,,
العزيز,ايام,من,عزيزيه,انها,0617IbnTuwayr.NuzhatMuqlatayn,0821Qalqashandi.SubhAcsha,,,,927.928,,,,,,,
العزيز,بن,عمر,عن,الليث,0257IbnCabdHakam.FutuhMisr,,,,,262.263.264,,,,,,,
العزيز,عبد,اصاب,مما,هذا,0333IbnMarwanDinawari.MujalasaWaJawahirCilm,0571IbnCasakir.TarikhDimashq,0930IbnIyas.NuzhatUmam,,,162,,,,,,,
العزيز,عبد,اصاب,مما,هذا,0716NajmDinTufi.Isharat,0930IbnIyas.NuzhatUmam,,,,163,,,,,,,
العزيز,عبد,بن,عمر,قال,0224QasimIbnSallam.Amwal,0257IbnCabdHakam.FutuhMisr,,,,259,,,,,,,
العزيز,عبد,بن,عمر,قال,0257IbnCabdHakam.FutuhMisr,,,,,260.261,,,,,,,
العزيز,لعبد,كان,عفير,ابن,0350MuhammadKindi.WulatMisr,,,,,572,,,,,,,
العساكر,اقبلت,جوهر,عبور,في,0911Suyuti.HusnMuhadara,,,,,1317,,,,,,,
العشر,كان,اذا,الطوير,ابن,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,900,,,,,,,
العشر,كان,فاذا,الطوير,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1040,,,,,,,
العشر,كان,فاذا,الطوير,ابن,0588IbnMamun.AkhbarMisr,,,,,1041,,,,,,,
العطا,اجعل,ان,هممت,لقد,0310Tabari.Tarikh,,,,,301,,,,,,,
العظيم,الحدث,هذا,يكن,لم,0350MuhammadKindi.WulatMisr,0930IbnIyas.NuzhatUmam,,,,277,,,,,,,
العقل,جوهر,ان,الملك,ايها,0207Waqidi.FutuhSham,0902Sakhawi.AjwibaMurdiyya,0930IbnIyas.NuzhatUmam,,,581,,,,,,,
العقل,جوهر,ان,الملك,ايها,0930IbnIyas.NuzhatUmam,,,,,580,,,,,,,
العلم,دار,الظاهر,عبد,ابن,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1100,,,,,,,
العلم,دار,الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,1101,,,,,,,
العلويه,الاثار,كتاب,في,ارسطاطاليس,0346Mascudi.TanbihWaIshraf,0733Nuwayri.NihayatArab,,,,461,,,,,,,
العلويه,الاثار,كتاب,في,ارسطاطاليس,0346Mascudi.TanbihWaIshraf,,,,,460,,,,,,,
العماره,احجار,بين,رماه,انه,0845Maqrizi.MusawwadatMawaciz,,,,,1016,,,,,,,
العماره,تناهي,عند,كان,انه,0257IbnCabdHakam.FutuhMisr,0717CabbasSafadi.NuzhatMalikWaMamluk,0930IbnIyas.NuzhatUmam,,,247,,,,,,,
العماره,وكانت,شاه,وصيف,ابن,0487AbuCubaydBakri.MasalikWaMamalik,0600KatibMarrakushi.Istibsar,,,,418,,,,,,,
العماره,وكانت,شاه,وصيف,ابن,0487AbuCubaydBakri.MasalikWaMamalik,0733Nuwayri.NihayatArab,,,,417,,,,,,,
العماره,وكانت,شاه,وصيف,ابن,0600KatibMarrakushi.Istibsar,0733Nuwayri.NihayatArab,,,,416,,,,,,,
العمليقي,دومع,بن,الوليد,وكان,0596IbnWasifShah.MukhtasarCajaibDunya,0930IbnIyas.NuzhatUmam,,,,180,,,,,,,
العمليقي,دومع,بن,الوليد,وكان,0600PseudoMascudi.AkhbarZaman,0930IbnIyas.NuzhatUmam,,,,178,,,,,,,
العمليقي,دومع,بن,الوليد,وكان,0733Nuwayri.NihayatArab,0930IbnIyas.NuzhatUmam,,,,179,,,,,,,
العناصر,حتي,اليها,مجلوبه,محاسنها,0257IbnCabdHakam.FutuhMisr,0783IbnHadida.MisbahMudi,,,,98,,,,,,,
العيد,حق,في,نقص,هذا,0588IbnMamun.AkhbarMisr,,,,,1074,,,,,,,
العيد,في,وقام,الشعرا,بعض,0911Suyuti.HusnMuhadara,,,,,1426,,,,,,,
العيد,يعمل,لم,متي,له,0930IbnIyas.NuzhatUmam,,,,,231.232,,,,,,,
الغايه,في,حسنه,مولانا,يا,0845Maqrizi.ItticazHunafa,,,,,1163,,,,,,,
الغني,لان,اباه,قتلت,انا,0350Balawi.SiratAhmadIbnTulun,,,,,1256,,,,,,,
الف,خمسين,علي,تشتمل,انها,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,973,,,,,,,
الف,خمسين,علي,تشتمل,انها,0588IbnMamun.AkhbarMisr,,,,,970,,,,,,,
الف,خمسين,علي,تشتمل,انها,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,971.972,,,,,,,
الف,عمل,هذا,اولك,لوزراه,0257IbnCabdHakam.FutuhMisr,,,,,651.652,,,,,,,
الفا,عشر,اثني,علي,الزهري,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,0662HusaynIbnBadrDin.ShifaUwam,,,300,,,,,,,
الفا,عشر,اثني,علي,الزهري,0310Tabari.Tarikh,0630IbnAthirCizzDin.Kamil,,,,298,,,,,,,
الفا,عشر,اثني,علي,الزهري,0597IbnJawzi.Muntazam,0630IbnAthirCizzDin.Kamil,,,,299,,,,,,,
الفاطميه,الدوله,زالت,فلما,القصور,0845Maqrizi.MusawwadatMawaciz,,,,,1225,,,,,,,
الفاطميين,للخلفا,كانت,التي,المناظر,0588IbnMamun.AkhbarMisr,0845Maqrizi.MusawwadatMawaciz,,,,1107,,,,,,,
الفاطميين,للخلفا,كانت,التي,المناظر,0617IbnTuwayr.NuzhatMuqlatayn,0845Maqrizi.MusawwadatMawaciz,,,,1106,,,,,,,
الفتن,من,معافاه,بلد,لانها,0350MuhammadKindi.FadailMisr,0874IbnTaghribirdi.NujumZahira,,,,80,,,,,,,
الفتن,من,معافاه,بلد,لانها,0733Nuwayri.NihayatArab,0874IbnTaghribirdi.NujumZahira,,,,81,,,,,,,
الفدا,هذا,وحضر,انثي,او,0310Tabari.Tarikh,0346Mascudi.TanbihWaIshraf,,,,1356,,,,,,,
الفرج,ابي,بن,محمد,العماد,0665AbuShama.Rawdatayn,,,,,1255,,,,,,,
الفسطاط,بمدينه,كانت,التي,الخطط,0276IbnQutaybaDinawari.GharibHadith,0406IbnFurakIsbahani.MushkilHadith,,,,783,,,,,,,
الفسطاط,بمدينه,كانت,التي,الخطط,0626YaqutHamawi.MucjamBuldan,0821Qalqashandi.SubhAcsha,,,,784,,,,,,,
الفطره,دار,الظاهر,عبد,ابن,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,991,,,,,,,
الفطره,دار,في,المرتب,كان,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,992.993,,,,,,,
الفطره,دار,في,ينفق,وما,0692IbnCabdZahir.RawdaBahiyya,0845Maqrizi.MusawwadatMawaciz,,,,991,,,,,,,
الفعل,هذا,قل,ثم,الرجل,0930IbnIyas.NuzhatUmam,,,,,544,,,,,,,
الفقيه,در,ولله,الازهر,الجامع,0654SibtIbnJawzi.MiratZaman,,,,,1144,,,,,,,
